Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Projected Value,Actual Scored,Iteration,date,NumGames,Risk,Date
Klay Thompson,Wayne Ellington,Giannis Antetokounmpo,Justin Anderson,Andrew Harrison,Marc Gasol,Nikola Vucevic,LeBron James,GS,MIA,MIL,DAL,MEM,MEM,ORL,CLE,SG,SG,PG,SG,PG,C,C,SF,270.628,268.25,49,Dec12016,0,98.63,2016-12-01
Salah Mejri,Tony Snell,Goran Dragic,Tyler Johnson,Trevor Booker,DeAndre Jordan,Kevin Durant,LeBron James,DAL,MIL,MIA,MIA,BKN,LAC,GS,CLE,C,SG,PG,PG,PF,C,SF,SF,267.758,267.75,90,Dec12016,0,90.36,2016-12-01
Harrison Barnes,Giannis Antetokounmpo,Joe Harris,Kemba Walker,Tyler Johnson,JaMychal Green,Marc Gasol,Rudy Gobert,DAL,MIL,BKN,CHA,MIA,MEM,MEM,UTA,SF,PG,SG,PG,PG,PF,C,C,269.538,267.25,61,Dec12016,0,77.1,2016-12-01
Evan Fournier,James Johnson,Justin Anderson,Stephen Curry,JaMychal Green,Marc Gasol,Rudy Gobert,LeBron James,ORL,MIA,DAL,GS,MEM,MEM,UTA,CLE,SG,SF,SG,PG,PF,C,C,SF,268.148,267.0,84,Dec12016,0,87.49,2016-12-01
Kevin Love,Troy Williams,Evan Fournier,Giannis Antetokounmpo,Deron Williams,Ryan Anderson,Marc Gasol,Rudy Gobert,CLE,MEM,ORL,MIL,DAL,HOU,MEM,UTA,PF,SF,SG,PG,PG,PF,C,C,271.538,266.0,38,Dec12016,0,89.8,2016-12-01
Gordon Hayward,Klay Thompson,Giannis Antetokounmpo,Tony Snell,Andrew Harrison,Deron Williams,Trevor Booker,Hassan Whiteside,UTA,GS,MIL,MIL,MEM,DAL,BKN,MIA,SF,SG,PG,SG,PG,PG,PF,C,272.408,265.75,31,Dec12016,0,96.14,2016-12-01
Kevin Love,Sam Dekker,Michael Beasley,Kemba Walker,Andrew Harrison,Trevor Booker,Marc Gasol,Kevin Durant,CLE,HOU,MIL,CHA,MEM,BKN,MEM,GS,PF,SF,SF,PG,PG,PF,C,SF,268.418,265.25,78,Dec12016,0,82.59,2016-12-01
Kevin Love,Evan Fournier,Nicolas Batum,Giannis Antetokounmpo,Andrew Harrison,Tyler Johnson,DeAndre Jordan,John Henson,CLE,ORL,CHA,MIL,MEM,MIA,LAC,MIL,PF,SG,SG,PG,PG,PG,C,C,271.228,264.0,40,Dec12016,0,82.86,2016-12-01
Serge Ibaka,Jabari Parker,Bojan Bogdanovic,Stephen Curry,Andrew Harrison,Kevin Durant,Clint Capela,Cody Zeller,ORL,MIL,BKN,GS,MEM,GS,HOU,CHA,PF,SF,SG,PG,PG,SF,C,C,269.268,262.25,66,Dec12016,0,71.5,2016-12-01
Wesley Matthews,Wayne Ellington,Giannis Antetokounmpo,Tony Snell,Stephen Curry,Trevor Booker,Marc Gasol,Rudy Gobert,DAL,MIA,MIL,MIL,GS,BKN,MEM,UTA,SG,SG,PG,SG,PG,PF,C,C,279.928,262.25,2,Dec12016,0,83.0,2016-12-01
Jabari Parker,Gordon Hayward,Wesley Matthews,Joe Harris,Chris Paul,Andrew Harrison,Hassan Whiteside,Marc Gasol,MIL,UTA,DAL,BKN,LAC,MEM,MIA,MEM,SF,SF,SG,SG,PG,PG,C,C,267.938,261.25,86,Dec12016,0,93.8,2016-12-01
Jabari Parker,Wesley Matthews,Jeremy Lamb,Stephen Curry,Trevor Booker,JaMychal Green,Kevin Durant,Tristan Thompson,MIL,DAL,CHA,GS,BKN,MEM,GS,CLE,SF,SG,SG,PG,PF,PF,SF,C,269.728,260.25,60,Dec12016,0,79.94,2016-12-01
Salah Mejri,Kevin Love,Serge Ibaka,Michael Kidd-Gilchrist,Troy Daniels,Giannis Antetokounmpo,Stephen Curry,Nikola Vucevic,DAL,CLE,ORL,CHA,MEM,MIL,GS,ORL,C,PF,PF,SF,SG,PG,PG,C,272.018,260.0,34,Dec12016,0,88.53,2016-12-01
Wesley Matthews,Jamal Crawford,Giannis Antetokounmpo,Joe Harris,Sean Kilpatrick,Kevin Durant,Rudy Gobert,Clint Capela,DAL,LAC,MIL,BKN,BKN,GS,UTA,HOU,SG,SG,PG,SG,PG,SF,C,C,270.608,259.5,50,Dec12016,0,73.07,2016-12-01
Troy Daniels,Bojan Bogdanovic,Giannis Antetokounmpo,Stephen Curry,Sean Kilpatrick,Goran Dragic,Rudy Gobert,Tristan Thompson,MEM,BKN,MIL,GS,BKN,MIA,UTA,CLE,SG,SG,PG,PG,PG,PG,C,C,272.258,259.5,32,Dec12016,0,87.2,2016-12-01
Giannis Antetokounmpo,Tony Snell,Sean Kilpatrick,Deron Williams,JaMychal Green,Rudy Gobert,Nikola Vucevic,LeBron James,MIL,MIL,BKN,DAL,MEM,UTA,ORL,CLE,PG,SG,PG,PG,PF,C,C,SF,275.698,259.25,10,Dec12016,0,96.41,2016-12-01
Wesley Matthews,Troy Daniels,Giannis Antetokounmpo,Joe Harris,Stephen Curry,Kemba Walker,Hassan Whiteside,John Henson,DAL,MEM,MIL,BKN,GS,CHA,MIA,MIL,SG,SG,PG,SG,PG,PG,C,C,269.018,259.25,71,Dec12016,0,81.75,2016-12-01
Evan Fournier,James Johnson,Bojan Bogdanovic,Giannis Antetokounmpo,Sean Kilpatrick,DeAndre Jordan,Cody Zeller,LeBron James,ORL,MIA,BKN,MIL,BKN,LAC,CHA,CLE,SG,SF,SG,PG,PG,C,C,SF,267.778,258.5,89,Dec12016,0,88.52,2016-12-01
Wayne Ellington,Bojan Bogdanovic,Giannis Antetokounmpo,Elfrid Payton,Andrew Harrison,Hassan Whiteside,Kevin Durant,Tristan Thompson,MIA,BKN,MIL,ORL,MEM,MIA,GS,CLE,SG,SG,PG,PG,PG,C,SF,C,269.858,257.75,58,Dec12016,0,83.91,2016-12-01
Kevin Love,Jabari Parker,Andre Iguodala,Stephen Curry,Deron Williams,Trevor Booker,Marc Gasol,Nikola Vucevic,CLE,MIL,GS,GS,DAL,BKN,MEM,ORL,PF,SF,SF,PG,PG,PF,C,C,275.538,257.5,11,Dec12016,0,93.28,2016-12-01
Salah Mejri,Kevin Love,Gordon Hayward,Wayne Ellington,Nicolas Batum,Giannis Antetokounmpo,Sean Kilpatrick,Rudy Gobert,DAL,CLE,UTA,MIA,CHA,MIL,BKN,UTA,C,PF,SF,SG,SG,PG,PG,C,275.398,257.25,12,Dec12016,0,96.72,2016-12-01
Klay Thompson,Giannis Antetokounmpo,Jeremy Lamb,Goran Dragic,Matthew Dellavedova,Trevor Booker,Rudy Gobert,Nikola Vucevic,GS,MIL,CHA,MIA,MIL,BKN,UTA,ORL,SG,PG,SG,PG,PG,PF,C,C,269.378,256.75,64,Dec12016,0,94.95,2016-12-01
Kevin Love,Troy Williams,Wesley Matthews,Wayne Ellington,Stephen Curry,Kevin Durant,Nikola Vucevic,Cody Zeller,CLE,MEM,DAL,MIA,GS,GS,ORL,CHA,PF,SF,SG,SG,PG,SF,C,C,271.268,256.25,39,Dec12016,0,87.12,2016-12-01
Kevin Love,Serge Ibaka,Gordon Hayward,Troy Williams,Wesley Matthews,Giannis Antetokounmpo,Trevor Booker,John Henson,CLE,ORL,UTA,MEM,DAL,MIL,BKN,MIL,PF,PF,SF,SF,SG,PG,PF,C,273.498,255.0,23,Dec12016,0,94.7,2016-12-01
Gordon Hayward,Wesley Matthews,Bojan Bogdanovic,Stephen Curry,Sean Kilpatrick,JaMychal Green,Hassan Whiteside,Nikola Vucevic,UTA,DAL,BKN,GS,BKN,MEM,MIA,ORL,SF,SG,SG,PG,PG,PF,C,C,276.938,254.5,6,Dec12016,0,93.51,2016-12-01
Salah Mejri,Serge Ibaka,Giannis Antetokounmpo,Joe Johnson,Matthew Dellavedova,Trevor Booker,Marc Gasol,LeBron James,DAL,ORL,MIL,UTA,MIL,BKN,MEM,CLE,C,PF,PG,SG,PG,PF,C,SF,267.338,253.75,98,Dec12016,0,90.28,2016-12-01
Kevin Love,Michael Kidd-Gilchrist,James Johnson,Giannis Antetokounmpo,Deron Williams,Trevor Booker,Brook Lopez,DeAndre Jordan,CLE,CHA,MIA,MIL,DAL,BKN,BKN,LAC,PF,SF,SF,PG,PG,PF,C,C,267.888,252.75,87,Dec12016,0,93.66,2016-12-01
Salah Mejri,Kevin Love,Tony Snell,Stephen Curry,Sean Kilpatrick,JaMychal Green,Kevin Durant,Clint Capela,DAL,CLE,MIL,GS,BKN,MEM,GS,HOU,C,PF,SG,PG,PG,PF,SF,C,271.048,252.25,44,Dec12016,0,74.61,2016-12-01
Troy Daniels,Wayne Ellington,Giannis Antetokounmpo,Joe Johnson,Kemba Walker,DeAndre Jordan,Rudy Gobert,LeBron James,MEM,MIA,MIL,UTA,CHA,LAC,UTA,CLE,SG,SG,PG,SG,PG,C,C,SF,267.818,252.0,88,Dec12016,0,89.56,2016-12-01
Jabari Parker,Klay Thompson,Evan Fournier,Wesley Matthews,Bojan Bogdanovic,Stephen Curry,Marc Gasol,DeAndre Jordan,MIL,GS,ORL,DAL,BKN,GS,MEM,LAC,SF,SG,SG,SG,SG,PG,C,C,273.568,251.75,22,Dec12016,0,78.85,2016-12-01
Gordon Hayward,Klay Thompson,Wesley Matthews,Tony Snell,JaMychal Green,Marc Gasol,Brook Lopez,LeBron James,UTA,GS,DAL,MIL,MEM,MEM,BKN,CLE,SF,SG,SG,SG,PF,C,C,SF,269.188,250.75,67,Dec12016,0,102.34,2016-12-01
Wesley Matthews,Tony Snell,Kemba Walker,Andrew Harrison,JaMychal Green,Hassan Whiteside,Kevin Durant,Rudy Gobert,DAL,MIL,CHA,MEM,MEM,MIA,GS,UTA,SG,SG,PG,PG,PF,C,SF,C,276.258,250.75,7,Dec12016,0,76.71,2016-12-01
Jabari Parker,Giannis Antetokounmpo,Justin Anderson,Sean Kilpatrick,Kemba Walker,Tyler Johnson,Nikola Vucevic,Clint Capela,MIL,MIL,DAL,BKN,CHA,MIA,ORL,HOU,SF,PG,SG,PG,PG,PG,C,C,267.428,250.0,95,Dec12016,0,79.98,2016-12-01
Kevin Love,Gordon Hayward,Evan Fournier,Wesley Matthews,Tony Snell,Kemba Walker,DeAndre Jordan,Nikola Vucevic,CLE,UTA,ORL,DAL,MIL,CHA,LAC,ORL,PF,SF,SG,SG,SG,PG,C,C,271.558,249.5,37,Dec12016,0,90.7,2016-12-01
Kevin Love,Andre Iguodala,Wesley Matthews,Giannis Antetokounmpo,Sean Kilpatrick,JaMychal Green,Marc Gasol,DeAndre Jordan,CLE,GS,DAL,MIL,BKN,MEM,MEM,LAC,PF,SF,SG,PG,PG,PF,C,C,278.568,249.25,3,Dec12016,0,84.84,2016-12-01
Wesley Matthews,Nicolas Batum,Giannis Antetokounmpo,Matthew Dellavedova,Blake Griffin,JaMychal Green,Nikola Vucevic,Tristan Thompson,DAL,CHA,MIL,MIL,LAC,MEM,ORL,CLE,SG,SG,PG,PG,PF,PF,C,C,267.388,248.25,97,Dec12016,0,86.25,2016-12-01
Serge Ibaka,Jabari Parker,Giannis Antetokounmpo,Joe Harris,Stephen Curry,Deron Williams,Frank Kaminsky,Rudy Gobert,ORL,MIL,MIL,BKN,GS,DAL,CHA,UTA,PF,SF,PG,SG,PG,PG,PF,C,267.408,248.0,96,Dec12016,0,80.3,2016-12-01
Serge Ibaka,Evan Fournier,Giannis Antetokounmpo,Justin Anderson,Sean Kilpatrick,Andrew Harrison,Hassan Whiteside,Rudy Gobert,ORL,ORL,MIL,DAL,BKN,MEM,MIA,UTA,PF,SG,PG,SG,PG,PG,C,C,272.448,246.25,30,Dec12016,0,81.74,2016-12-01
Serge Ibaka,Jabari Parker,Wesley Matthews,Giannis Antetokounmpo,Joe Johnson,JaMychal Green,Hassan Whiteside,Brook Lopez,ORL,MIL,DAL,MIL,UTA,MEM,MIA,BKN,PF,SF,SG,PG,SG,PF,C,C,272.208,246.0,33,Dec12016,0,85.6,2016-12-01
Kevin Love,Wesley Matthews,Troy Daniels,Nicolas Batum,Giannis Antetokounmpo,Goran Dragic,Elfrid Payton,Brook Lopez,CLE,DAL,MEM,CHA,MIL,MIA,ORL,BKN,PF,SG,SG,SG,PG,PG,PG,C,269.318,244.75,65,Dec12016,0,101.66,2016-12-01
Gordon Hayward,Klay Thompson,Wesley Matthews,Bojan Bogdanovic,Giannis Antetokounmpo,Kemba Walker,Tristan Thompson,Cody Zeller,UTA,GS,DAL,BKN,MIL,CHA,CLE,CHA,SF,SG,SG,SG,PG,PG,C,C,268.168,243.25,83,Dec12016,0,86.44,2016-12-01
Kevin Love,Jabari Parker,Wesley Matthews,Bojan Bogdanovic,Giannis Antetokounmpo,Andrew Harrison,Rudy Gobert,Nikola Vucevic,CLE,MIL,DAL,BKN,MIL,MEM,UTA,ORL,PF,SF,SG,SG,PG,PG,C,C,283.648,243.0,1,Dec12016,0,86.37,2016-12-01
Salah Mejri,Jabari Parker,Troy Daniels,Nicolas Batum,Bojan Bogdanovic,Giannis Antetokounmpo,Hassan Whiteside,LeBron James,DAL,MIL,MEM,CHA,BKN,MIL,MIA,CLE,C,SF,SG,SG,SG,PG,C,SF,270.858,239.75,48,Dec12016,0,93.65,2016-12-01
Kevin Love,Serge Ibaka,Andre Iguodala,Sean Kilpatrick,Kemba Walker,Goran Dragic,Rudy Gobert,Nikola Vucevic,CLE,ORL,GS,BKN,CHA,MIA,UTA,ORL,PF,PF,SF,PG,PG,PG,C,C,271.708,238.0,36,Dec12016,0,92.67,2016-12-01
Salah Mejri,Kevin Love,Andre Iguodala,Klay Thompson,Giannis Antetokounmpo,Kemba Walker,Andrew Harrison,Brook Lopez,DAL,CLE,GS,GS,MIL,CHA,MEM,BKN,C,PF,SF,SG,PG,PG,PG,C,270.118,237.5,52,Dec12016,0,84.09,2016-12-01
Serge Ibaka,Wesley Matthews,Giannis Antetokounmpo,Tony Snell,Andrew Harrison,DeAndre Jordan,Clint Capela,LeBron James,ORL,DAL,MIL,MIL,MEM,LAC,HOU,CLE,PF,SG,PG,SG,PG,C,C,SF,274.128,237.5,18,Dec12016,0,82.06,2016-12-01
Salah Mejri,Kevin Love,Jabari Parker,Michael Kidd-Gilchrist,Klay Thompson,Elfrid Payton,Kevin Durant,Rudy Gobert,DAL,CLE,MIL,CHA,GS,ORL,GS,UTA,C,PF,SF,SF,SG,PG,SF,C,268.868,237.25,75,Dec12016,0,83.78,2016-12-01
Wesley Matthews,Bojan Bogdanovic,Kemba Walker,Tyler Johnson,Trevor Booker,Marc Gasol,Nikola Vucevic,LeBron James,DAL,BKN,CHA,MIA,BKN,MEM,ORL,CLE,SG,SG,PG,PG,PF,C,C,SF,274.938,236.75,14,Dec12016,0,95.16,2016-12-01
Kevin Love,Jabari Parker,Gordon Hayward,Andre Iguodala,Klay Thompson,Evan Fournier,JaMychal Green,Hassan Whiteside,CLE,MIL,UTA,GS,GS,ORL,MEM,MIA,PF,SF,SF,SF,SG,SG,PF,C,268.898,236.75,74,Dec12016,0,90.33,2016-12-01
Bojan Bogdanovic,Stephen Curry,Andrew Harrison,Deron Williams,Trevor Booker,DeAndre Jordan,Rudy Gobert,LeBron James,BKN,GS,MEM,DAL,BKN,LAC,UTA,CLE,SG,PG,PG,PG,PF,C,C,SF,274.828,235.75,15,Dec12016,0,88.3,2016-12-01
Serge Ibaka,Evan Fournier,Tony Snell,Stephen Curry,Trevor Booker,JaMychal Green,Hassan Whiteside,DeAndre Jordan,ORL,ORL,MIL,GS,BKN,MEM,MIA,LAC,PF,SG,SG,PG,PF,PF,C,C,268.968,235.5,72,Dec12016,0,75.59,2016-12-01
Kevin Love,Bojan Bogdanovic,Giannis Antetokounmpo,Goran Dragic,Dante Exum,Trevor Booker,Marc Gasol,Clint Capela,CLE,BKN,MIL,MIA,UTA,BKN,MEM,HOU,PF,SG,PG,PG,PG,PF,C,C,271.078,235.25,43,Dec12016,0,87.91,2016-12-01
Michael Beasley,Bojan Bogdanovic,Giannis Antetokounmpo,Elfrid Payton,Patrick Beverley,Marc Gasol,Rudy Gobert,LeBron James,MIL,BKN,MIL,ORL,HOU,MEM,UTA,CLE,SF,SG,PG,PG,PG,C,C,SF,268.288,235.25,82,Dec12016,0,95.79,2016-12-01
Wesley Matthews,Michael Beasley,Jeremy Lamb,Stephen Curry,Deron Williams,Hassan Whiteside,Marc Gasol,LeBron James,DAL,MIL,CHA,GS,DAL,MIA,MEM,CLE,SG,SF,SG,PG,PG,C,C,SF,267.558,234.75,93,Dec12016,0,101.35,2016-12-01
Kevin Love,Troy Williams,Eric Gordon,Jamal Crawford,Giannis Antetokounmpo,JaMychal Green,Hassan Whiteside,Nikola Vucevic,CLE,MEM,HOU,LAC,MIL,MEM,MIA,ORL,PF,SF,SG,SG,PG,PF,C,C,268.398,234.75,79,Dec12016,0,86.55,2016-12-01
Jabari Parker,Tony Snell,Stephen Curry,Andrew Harrison,Dante Exum,Hassan Whiteside,Nikola Vucevic,LeBron James,MIL,MIL,GS,MEM,UTA,MIA,ORL,CLE,SF,SG,PG,PG,PG,C,C,SF,271.038,233.25,45,Dec12016,0,87.9,2016-12-01
Serge Ibaka,Jabari Parker,Tony Snell,Kemba Walker,Isaiah Whitehead,Marc Gasol,Rudy Gobert,LeBron James,ORL,MIL,MIL,CHA,BKN,MEM,UTA,CLE,PF,SF,SG,PG,PG,C,C,SF,267.328,232.5,99,Dec12016,0,86.98,2016-12-01
Kevin Love,Michael Kidd-Gilchrist,Stephen Curry,Sean Kilpatrick,Andrew Harrison,Matthew Dellavedova,Marc Gasol,Rudy Gobert,CLE,CHA,GS,BKN,MEM,MIL,MEM,UTA,PF,SF,PG,PG,PG,PG,C,C,273.378,232.5,24,Dec12016,0,83.6,2016-12-01
Jabari Parker,Wesley Matthews,Joe Johnson,Stephen Curry,Sean Kilpatrick,Rudy Gobert,Cody Zeller,LeBron James,MIL,DAL,UTA,GS,BKN,UTA,CHA,CLE,SF,SG,SG,PG,PG,C,C,SF,271.088,231.5,42,Dec12016,0,87.22,2016-12-01
Kevin Love,Sam Dekker,Wesley Matthews,Stephen Curry,Kemba Walker,Deron Williams,Brook Lopez,Rudy Gobert,CLE,HOU,DAL,GS,CHA,DAL,BKN,UTA,PF,SF,SG,PG,PG,PG,C,C,269.118,230.5,69,Dec12016,0,86.03,2016-12-01
Kevin Love,Andre Iguodala,Troy Daniels,Giannis Antetokounmpo,Tyler Johnson,Trevor Booker,Hassan Whiteside,Rudy Gobert,CLE,GS,MEM,MIL,MIA,BKN,MIA,UTA,PF,SF,SG,PG,PG,PF,C,C,275.058,227.5,13,Dec12016,0,86.07,2016-12-01
Kevin Love,Serge Ibaka,Klay Thompson,Wesley Matthews,Nicolas Batum,Tyler Johnson,Marc Gasol,Rudy Gobert,CLE,ORL,GS,DAL,CHA,MIA,MEM,UTA,PF,PF,SG,SG,SG,PG,C,C,274.228,227.5,17,Dec12016,0,88.16,2016-12-01
Kevin Love,Serge Ibaka,Jabari Parker,Michael Kidd-Gilchrist,Goran Dragic,Andrew Harrison,Hassan Whiteside,DeAndre Jordan,CLE,ORL,MIL,CHA,MIA,MEM,MIA,LAC,PF,PF,SF,SF,PG,PG,C,C,269.998,225.25,55,Dec12016,0,91.55,2016-12-01
Kevin Love,Jabari Parker,Klay Thompson,Nicolas Batum,Sean Kilpatrick,Matthew Dellavedova,DeAndre Jordan,Nikola Vucevic,CLE,MIL,GS,CHA,BKN,MIL,LAC,ORL,PF,SF,SG,SG,PG,PG,C,C,269.538,225.0,62,Dec12016,0,87.61,2016-12-01
Kevin Love,Jabari Parker,Troy Williams,Stephen Curry,Tyler Johnson,JaMychal Green,DeAndre Jordan,Rudy Gobert,CLE,MIL,MEM,GS,MIA,MEM,LAC,UTA,PF,SF,SF,PG,PG,PF,C,C,272.508,224.0,29,Dec12016,0,76.61,2016-12-01
Kevin Love,Serge Ibaka,Eric Gordon,Wayne Ellington,Bojan Bogdanovic,Stephen Curry,Hassan Whiteside,Rudy Gobert,CLE,ORL,HOU,MIA,BKN,GS,MIA,UTA,PF,PF,SG,SG,SG,PG,C,C,268.828,219.75,76,Dec12016,0,81.58,2016-12-01
Kevin Love,Serge Ibaka,Bojan Bogdanovic,Giannis Antetokounmpo,Tyler Johnson,JaMychal Green,LeBron James,Zaza Pachulia,CLE,ORL,BKN,MIL,MIA,MEM,CLE,GS,PF,PF,SG,PG,PG,PF,SF,C,269.098,219.5,70,Dec12016,0,87.29,2016-12-01
Kevin Love,Klay Thompson,Wesley Matthews,Troy Daniels,Joe Johnson,Hassan Whiteside,Nikola Vucevic,LeBron James,CLE,GS,DAL,MEM,UTA,MIA,ORL,CLE,PF,SG,SG,SG,SG,C,C,SF,268.778,218.0,77,Dec12016,0,102.28,2016-12-01
Salah Mejri,Kevin Love,Wesley Matthews,Nicolas Batum,Stephen Curry,Andrew Harrison,Trevor Booker,Hassan Whiteside,DAL,CLE,DAL,CHA,GS,MEM,BKN,MIA,C,PF,SG,SG,PG,PG,PF,C,277.338,218.0,5,Dec12016,0,86.7,2016-12-01
Kevin Love,Michael Kidd-Gilchrist,Evan Fournier,Wesley Matthews,Wayne Ellington,Giannis Antetokounmpo,Hassan Whiteside,Clint Capela,CLE,CHA,ORL,DAL,MIA,MIL,MIA,HOU,PF,SF,SG,SG,SG,PG,C,C,271.188,217.0,41,Dec12016,0,85.0,2016-12-01
Kevin Love,Michael Kidd-Gilchrist,Wesley Matthews,Goran Dragic,Trevor Booker,JaMychal Green,Rudy Gobert,LeBron James,CLE,CHA,DAL,MIA,BKN,MEM,UTA,CLE,PF,SF,SG,PG,PF,PF,C,SF,273.978,212.0,20,Dec12016,0,98.57,2016-12-01
Kevin Love,Jabari Parker,Evan Fournier,Nicolas Batum,Kemba Walker,Trevor Booker,Rudy Gobert,Zaza Pachulia,CLE,MIL,ORL,CHA,CHA,BKN,UTA,GS,PF,SF,SG,SG,PG,PF,C,C,269.818,208.5,59,Dec12016,0,82.54,2016-12-01
Kevin Love,Wesley Matthews,Bojan Bogdanovic,Stephen Curry,Elfrid Payton,Clint Capela,John Henson,LeBron James,CLE,DAL,BKN,GS,ORL,HOU,MIL,CLE,PF,SG,SG,PG,PG,C,C,SF,267.758,207.25,91,Dec12016,0,88.1,2016-12-01
Kevin Love,Jabari Parker,Troy Williams,Wesley Matthews,Sean Kilpatrick,Kemba Walker,Hassan Whiteside,Tristan Thompson,CLE,MIL,MEM,DAL,BKN,CHA,MIA,CLE,PF,SF,SF,SG,PG,PG,C,C,269.948,188.25,56,Dec12016,0,86.6,2016-12-01
Wesley Matthews,Dorian Finney-Smith,Giannis Antetokounmpo,Marvin Williams,Patrick Patterson,DeMarcus Cousins,Brook Lopez,Nikola Jokic,DAL,DAL,MIL,CHA,TOR,SAC,BKN,DEN,SG,SF,PG,PF,PF,PF,C,C,275.888,316.25,88,Dec122016,0,94.23,2016-12-12
Luol Deng,Nicolas Batum,John Wall,Deron Williams,Patrick Beverley,Blake Griffin,Marcin Gortat,Nikola Jokic,LAL,CHA,WAS,DAL,HOU,LAC,WAS,DEN,SF,SG,PG,PG,PG,PF,C,C,284.368,306.0,3,Dec122016,0,101.16,2016-12-12
Nicolas Batum,C.J. Miles,Dorian Finney-Smith,Giannis Antetokounmpo,John Wall,Malcolm Brogdon,Hassan Whiteside,Nikola Jokic,CHA,IND,DAL,MIL,WAS,MIL,MIA,DEN,SG,SG,SF,PG,PG,PG,C,C,276.338,302.0,75,Dec122016,0,93.29,2016-12-12
Luol Deng,Sean Kilpatrick,Dorian Finney-Smith,Kyle Lowry,Deron Williams,Patrick Beverley,DeMarcus Cousins,Hassan Whiteside,LAL,BKN,DAL,TOR,DAL,HOU,SAC,MIA,SF,SG,SF,PG,PG,PG,PF,C,279.118,301.0,25,Dec122016,0,98.26,2016-12-12
Bojan Bogdanovic,Giannis Antetokounmpo,John Wall,Goran Dragic,Patrick Beverley,Emmanuel Mudiay,Ryan Anderson,Myles Turner,BKN,MIL,WAS,MIA,HOU,DEN,HOU,IND,SG,PG,PG,PG,PG,PG,PF,C,275.898,299.5,87,Dec122016,0,98.39,2016-12-12
Luol Deng,Glenn Robinson III,John Wall,Darren Collison,Trevor Booker,Patrick Patterson,DeMarcus Cousins,Hassan Whiteside,LAL,IND,WAS,SAC,BKN,TOR,SAC,MIA,SF,SF,PG,PG,PF,PF,PF,C,276.178,297.0,80,Dec122016,0,96.79,2016-12-12
Dorian Finney-Smith,John Wall,Emmanuel Mudiay,Matthew Dellavedova,Marvin Williams,DeMarcus Cousins,Hassan Whiteside,Marcin Gortat,DAL,WAS,DEN,MIL,CHA,SAC,MIA,WAS,SF,PG,PG,PG,PF,PF,C,C,280.338,295.25,14,Dec122016,0,96.23,2016-12-12
Luol Deng,Glenn Robinson III,Giannis Antetokounmpo,Goran Dragic,Patrick Beverley,Matthew Dellavedova,DeMarcus Cousins,Marcin Gortat,LAL,IND,MIL,MIA,HOU,MIL,SAC,WAS,SF,SF,PG,PG,PG,PG,PF,C,278.418,294.5,36,Dec122016,0,94.85,2016-12-12
Bradley Beal,Eric Gordon,Omri Casspi,Giannis Antetokounmpo,Deron Williams,Blake Griffin,Marvin Williams,Brook Lopez,WAS,HOU,SAC,MIL,DAL,LAC,CHA,BKN,SG,SG,SF,PG,PG,PF,PF,C,276.398,293.75,71,Dec122016,0,96.94,2016-12-12
Luol Deng,Bradley Beal,Wesley Matthews,Eric Gordon,Rondae Hollis-Jefferson,DeMarcus Cousins,Hassan Whiteside,Marcin Gortat,LAL,WAS,DAL,HOU,BKN,SAC,MIA,WAS,SF,SG,SG,SG,SF,PF,C,C,277.818,293.75,42,Dec122016,0,92.91,2016-12-12
Bradley Beal,Wesley Matthews,Nicolas Batum,Glenn Robinson III,Deron Williams,Blake Griffin,Ryan Anderson,Hassan Whiteside,WAS,DAL,CHA,IND,DAL,LAC,HOU,MIA,SG,SG,SG,SF,PG,PF,PF,C,278.788,293.5,29,Dec122016,0,96.21,2016-12-12
Jusuf Nurkic,Luol Deng,Nicolas Batum,John Wall,Emmanuel Mudiay,Ryan Anderson,DeMarcus Cousins,Brook Lopez,DEN,LAL,CHA,WAS,DEN,HOU,SAC,BKN,C,SF,SG,PG,PG,PF,PF,C,276.698,291.25,67,Dec122016,0,100.88,2016-12-12
John Henson,Wesley Matthews,Nicolas Batum,Glenn Robinson III,John Wall,Matthew Dellavedova,DeMarcus Cousins,Nikola Jokic,MIL,DAL,CHA,IND,WAS,MIL,SAC,DEN,C,SG,SG,SF,PG,PG,PF,C,282.798,291.25,4,Dec122016,0,98.44,2016-12-12
Kelly Oubre Jr.,John Wall,Kyle Lowry,Deron Williams,Darren Collison,Ryan Anderson,Hassan Whiteside,Nikola Jokic,WAS,WAS,TOR,DAL,SAC,HOU,MIA,DEN,SG,PG,PG,PG,PG,PF,C,C,279.408,290.5,23,Dec122016,0,97.26,2016-12-12
John Henson,Michael Kidd-Gilchrist,John Wall,Patrick Beverley,Rodney Stuckey,Ryan Anderson,DeMarcus Cousins,Hassan Whiteside,MIL,CHA,WAS,HOU,IND,HOU,SAC,MIA,C,SF,PG,PG,PG,PF,PF,C,275.598,289.75,96,Dec122016,0,101.21,2016-12-12
James Harden,Bradley Beal,Rodney McGruder,Jeremy Lamb,John Wall,Deron Williams,Matthew Dellavedova,Nikola Jokic,HOU,WAS,MIA,CHA,WAS,DAL,MIL,DEN,PG,SG,SG,SG,PG,PG,PG,C,276.198,289.25,78,Dec122016,0,96.44,2016-12-12
