Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Projected Value,Actual Scored,Iteration,date,NumGames,Risk,Date
Anthony Davis,Mason Plumlee,Pau Gasol,Brandon Jennings,Glenn Robinson III,Maurice Harkless,Eric Bledsoe,Klay Thompson,NO,POR,SA,NY,IND,POR,PHO,GS,PF,C,C,PG,SG,SF,PG,SG,276.768,262.0,18,Dec152016,0,93.03,2016-12-15
Anthony Davis,Jrue Holiday,Brandon Knight,Pau Gasol,John Henson,Andre Iguodala,Kristaps Porzingis,Dwyane Wade,NO,NO,PHO,SA,MIL,GS,NY,CHI,PF,PG,PG,C,C,SF,PF,SG,273.298,259.25,42,Dec152016,0,101.14,2016-12-15
Anthony Davis,Pau Gasol,Robin Lopez,Kyle O'Quinn,Devin Booker,Kristaps Porzingis,Klay Thompson,Gary Harris,NO,SA,CHI,NY,PHO,NY,GS,DEN,PF,C,C,PF,SG,PF,SG,SG,270.818,259.0,71,Dec152016,0,95.85,2016-12-15
Anthony Davis,Jrue Holiday,Tyson Chandler,Pau Gasol,Jameer Nelson,Kevin Durant,Lance Thomas,Maurice Harkless,NO,NO,PHO,SA,DEN,GS,NY,POR,PF,PG,C,C,PG,SF,SF,SF,271.228,258.5,63,Dec152016,0,100.34,2016-12-15
Anthony Davis,Nikola Jokic,Mason Plumlee,Tony Parker,Jabari Parker,Lance Thomas,Devin Booker,Eric Bledsoe,NO,DEN,POR,SA,MIL,NY,PHO,PHO,PF,C,C,PG,SF,SF,SG,PG,272.368,258.0,56,Dec152016,0,93.99,2016-12-15
Anthony Davis,Pau Gasol,Jameer Nelson,Tony Parker,Kyle O'Quinn,Andre Iguodala,Damian Lillard,Eric Bledsoe,NO,SA,DEN,SA,NY,GS,POR,PHO,PF,C,PG,PG,PF,SF,PG,PG,279.618,258.0,7,Dec152016,0,97.36,2016-12-15
John Henson,Brandon Jennings,LaMarcus Aldridge,Jimmy Butler,Glenn Robinson III,Damian Lillard,Dwyane Wade,Klay Thompson,MIL,NY,SA,CHI,IND,POR,CHI,GS,C,PG,PF,SG,SG,PG,SG,SG,273.388,256.75,40,Dec152016,0,89.31,2016-12-15
Jrue Holiday,Nikola Jokic,Pau Gasol,Langston Galloway,Kyle O'Quinn,Devin Booker,Damian Lillard,Stephen Curry,NO,DEN,SA,NO,NY,PHO,POR,GS,PG,C,C,PG,PF,SG,PG,PG,284.288,256.25,2,Dec152016,0,96.12,2016-12-15
Greg Monroe,Langston Galloway,Jimmy Butler,Devin Booker,Kawhi Leonard,Andre Iguodala,Damian Lillard,Dwyane Wade,MIL,NO,CHI,PHO,SA,GS,POR,CHI,C,PG,SG,SG,SF,SF,PG,SG,272.478,256.25,54,Dec152016,0,84.3,2016-12-15
Anthony Davis,Brandon Knight,Pau Gasol,Lance Thomas,Taj Gibson,Danilo Gallinari,Stephen Curry,Eric Bledsoe,NO,PHO,SA,NY,CHI,DEN,GS,PHO,PF,PG,C,SF,PF,SF,PG,PG,269.188,256.25,100,Dec152016,0,86.37,2016-12-15
Jrue Holiday,Myles Turner,Brandon Jennings,Tony Parker,Kyle O'Quinn,Kevin Durant,Jimmy Butler,Devin Booker,NO,IND,NY,SA,NY,GS,CHI,PHO,PG,C,PG,PG,PF,SF,SG,SG,271.128,256.0,64,Dec152016,0,89.33,2016-12-15
Jeff Teague,Tyson Chandler,Jameer Nelson,Langston Galloway,Evan Turner,Kawhi Leonard,Damian Lillard,Stephen Curry,IND,PHO,DEN,NO,POR,SA,POR,GS,PG,C,PG,PG,SG,SF,PG,PG,273.828,255.75,36,Dec152016,0,81.88,2016-12-15
C.J. McCollum,Nikola Jokic,Myles Turner,Langston Galloway,Jabari Parker,Andre Iguodala,Damian Lillard,Kristaps Porzingis,POR,DEN,IND,NO,MIL,GS,POR,NY,PG,C,C,PG,SF,SF,PG,PF,274.308,251.75,34,Dec152016,0,86.31,2016-12-15
Matthew Dellavedova,Nikola Jokic,Brandon Jennings,Jameer Nelson,Paul George,Jimmy Butler,Devin Booker,Damian Lillard,MIL,DEN,NY,DEN,IND,CHI,PHO,POR,PG,C,PG,PG,SF,SG,SG,PG,269.328,251.75,96,Dec152016,0,92.38,2016-12-15
Anthony Davis,Jeff Teague,Pau Gasol,John Henson,Langston Galloway,Kyle O'Quinn,Jimmy Butler,Evan Turner,NO,IND,SA,MIL,NO,NY,CHI,POR,PF,PG,C,C,PG,PF,SG,SG,277.048,251.75,15,Dec152016,0,96.14,2016-12-15
Anthony Davis,Jeff Teague,Matthew Dellavedova,Nikola Jokic,Pau Gasol,Taj Gibson,Glenn Robinson III,Kristaps Porzingis,NO,IND,MIL,DEN,SA,CHI,IND,NY,PF,PG,PG,C,C,PF,SG,PF,273.248,251.25,43,Dec152016,0,94.31,2016-12-15
E'Twaun Moore,Jeff Teague,Mason Plumlee,Pau Gasol,Jimmy Butler,Andre Iguodala,Damian Lillard,Kristaps Porzingis,NO,IND,POR,SA,CHI,GS,POR,NY,SG,PG,C,C,SG,SF,PG,PF,276.958,250.25,16,Dec152016,0,82.08,2016-12-15
Jamal Murray,Mason Plumlee,Pau Gasol,Paul George,Tony Snell,Damian Lillard,Eric Bledsoe,Dwyane Wade,DEN,POR,SA,IND,MIL,POR,PHO,CHI,PG,C,C,SF,SG,PG,PG,SG,269.338,250.0,94,Dec152016,0,94.24,2016-12-15
Mason Plumlee,Tony Parker,Langston Galloway,Jabari Parker,Jimmy Butler,Glenn Robinson III,Damian Lillard,Stephen Curry,POR,SA,NO,MIL,CHI,IND,POR,GS,C,PG,PG,SF,SG,SG,PG,PG,278.108,250.0,12,Dec152016,0,81.7,2016-12-15
Draymond Green,Tyson Chandler,Pau Gasol,Brandon Jennings,Langston Galloway,Jimmy Butler,Danilo Gallinari,Damian Lillard,GS,PHO,SA,NY,NO,CHI,DEN,POR,PF,C,C,PG,PG,SG,SF,PG,274.478,246.75,32,Dec152016,0,90.4,2016-12-15
Jrue Holiday,John Henson,Jameer Nelson,Taj Gibson,Maurice Harkless,Damian Lillard,Kristaps Porzingis,Stephen Curry,NO,MIL,DEN,CHI,POR,POR,NY,GS,PG,C,PG,PF,SF,PG,PF,PG,276.108,246.0,22,Dec152016,0,87.04,2016-12-15
Mason Plumlee,Pau Gasol,Jameer Nelson,Langston Galloway,Kevin Durant,Jimmy Butler,Devin Booker,Eric Bledsoe,POR,SA,DEN,NO,GS,CHI,PHO,PHO,C,C,PG,PG,SF,SG,SG,PG,279.478,245.5,8,Dec152016,0,84.93,2016-12-15
Myles Turner,Mason Plumlee,Tony Parker,Solomon Hill,Damian Lillard,Kristaps Porzingis,Eric Bledsoe,Klay Thompson,IND,POR,SA,NO,POR,NY,PHO,GS,C,C,PG,SF,PG,PF,PG,SG,275.948,245.25,24,Dec152016,0,83.96,2016-12-15
Nikola Jokic,Pau Gasol,Jameer Nelson,C.J. Miles,Damian Lillard,Kristaps Porzingis,Dwyane Wade,Klay Thompson,DEN,SA,DEN,IND,POR,NY,CHI,GS,C,C,PG,SF,PG,PF,SG,SG,278.508,245.0,10,Dec152016,0,95.41,2016-12-15
Anthony Davis,Matthew Dellavedova,Myles Turner,Brandon Jennings,Langston Galloway,Jimmy Butler,Andre Iguodala,Eric Bledsoe,NO,MIL,IND,NY,NO,CHI,GS,PHO,PF,PG,C,PG,PG,SG,SF,PG,270.928,244.75,69,Dec152016,0,88.18,2016-12-15
Jrue Holiday,Mason Plumlee,Jameer Nelson,Kyle O'Quinn,Devin Booker,Kawhi Leonard,Kristaps Porzingis,Dwyane Wade,NO,POR,DEN,NY,PHO,SA,NY,CHI,PG,C,PG,PF,SG,SF,PF,SG,273.038,244.75,48,Dec152016,0,91.17,2016-12-15
Jeff Teague,Brandon Knight,Nikola Jokic,Brandon Jennings,Kawhi Leonard,Solomon Hill,Damian Lillard,Kristaps Porzingis,IND,PHO,DEN,NY,SA,NO,POR,NY,PG,PG,C,PG,SF,SF,PG,PF,269.898,243.75,84,Dec152016,0,79.02,2016-12-15
Mason Plumlee,Tony Parker,Kevin Durant,Glenn Robinson III,Kawhi Leonard,Eric Bledsoe,Dwyane Wade,Courtney Lee,POR,SA,GS,IND,SA,PHO,CHI,NY,C,PG,SF,SG,SF,PG,SG,SG,270.368,243.25,76,Dec152016,0,80.71,2016-12-15
Brandon Knight,Pau Gasol,Kyle O'Quinn,Kevin Durant,Jimmy Butler,Glenn Robinson III,Maurice Harkless,Damian Lillard,PHO,SA,NY,GS,CHI,IND,POR,POR,PG,C,PF,SF,SG,SG,SF,PG,275.908,243.0,25,Dec152016,0,84.09,2016-12-15
Draymond Green,Nikola Jokic,Pau Gasol,Taj Gibson,Maurice Harkless,Damian Lillard,Eric Bledsoe,Courtney Lee,GS,DEN,SA,CHI,POR,POR,PHO,NY,PF,C,C,PF,SF,PG,PG,SG,275.368,242.0,28,Dec152016,0,87.28,2016-12-15
E'Twaun Moore,C.J. McCollum,Matthew Dellavedova,Nikola Jokic,Glenn Robinson III,Kawhi Leonard,Damian Lillard,Stephen Curry,NO,POR,MIL,DEN,IND,SA,POR,GS,SG,PG,PG,C,SG,SF,PG,PG,271.528,241.75,58,Dec152016,0,79.94,2016-12-15
Draymond Green,Myles Turner,Mason Plumlee,Langston Galloway,Kyle O'Quinn,Kawhi Leonard,P.J. Tucker,Damian Lillard,GS,IND,POR,NO,NY,SA,PHO,POR,PF,C,C,PG,PF,SF,SF,PG,273.348,241.0,41,Dec152016,0,84.39,2016-12-15
Anthony Davis,E'Twaun Moore,Nikola Jokic,Brandon Jennings,Patty Mills,P.J. Tucker,Damian Lillard,Klay Thompson,NO,NO,DEN,NY,SA,PHO,POR,GS,PF,SG,C,PG,PG,SF,PG,SG,270.158,240.5,78,Dec152016,0,94.05,2016-12-15
Jrue Holiday,C.J. McCollum,John Henson,Patty Mills,Kevin Durant,Glenn Robinson III,Kristaps Porzingis,Klay Thompson,NO,POR,MIL,SA,GS,IND,NY,GS,PG,PG,C,PG,SF,SG,PF,SG,270.128,239.75,79,Dec152016,0,87.08,2016-12-15
Draymond Green,Jrue Holiday,Jeff Teague,Nikola Jokic,Tony Parker,Kyle O'Quinn,Kawhi Leonard,Maurice Harkless,GS,NO,IND,DEN,SA,NY,SA,POR,PF,PG,PG,C,PG,PF,SF,SF,269.808,238.75,86,Dec152016,0,92.49,2016-12-15
Nikola Jokic,Brandon Jennings,Langston Galloway,Glenn Robinson III,Danilo Gallinari,Giannis Antetokounmpo,Stephen Curry,Eric Bledsoe,DEN,NY,NO,IND,DEN,MIL,GS,PHO,C,PG,PG,SG,SF,PG,PG,PG,270.108,238.75,80,Dec152016,0,84.09,2016-12-15
Draymond Green,Pau Gasol,Tony Parker,Langston Galloway,Evan Turner,Giannis Antetokounmpo,Eric Bledsoe,Dwyane Wade,GS,SA,SA,NO,POR,MIL,PHO,CHI,PF,C,PG,PG,SG,PG,PG,SG,272.738,238.5,50,Dec152016,0,88.03,2016-12-15
Anthony Davis,Nikola Jokic,Greg Monroe,Langston Galloway,Kyle O'Quinn,Kawhi Leonard,C.J. Miles,Klay Thompson,NO,DEN,MIL,NO,NY,SA,IND,GS,PF,C,C,PG,PF,SF,SF,SG,270.078,237.75,82,Dec152016,0,99.05,2016-12-15
Jrue Holiday,Jeff Teague,JaVale McGee,Jameer Nelson,Jimmy Butler,Evan Turner,Kristaps Porzingis,Eric Bledsoe,NO,IND,GS,DEN,CHI,POR,NY,PHO,PG,PG,C,PG,SG,SG,PF,PG,270.358,237.5,77,Dec152016,0,87.25,2016-12-15
