Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Projected Value,Actual Scored,Iteration,date,NumGames
John Wall,Dorian Finney-Smith,Marc Gasol,Myles Turner,J.R. Smith,Glenn Robinson III,Russell Westbrook,Omri Casspi,WAS,DAL,MEM,IND,CLE,IND,OKC,SAC,PG,SF,C,C,SG,SG,PG,SF,292.768,238.75,11,Dec142016,10
John Wall,Davis Bertans,Deron Williams,Marc Gasol,Brook Lopez,Darren Collison,Lou Williams,Wesley Matthews,WAS,SA,DAL,MEM,BKN,SAC,LAL,DAL,PG,SF,PG,C,C,PG,SG,SG,289.268,238.5,39,Dec142016,10
Trevor Booker,Kyle Lowry,Kawhi Leonard,Marc Gasol,Rudy Gobert,Sergio Rodriguez,J.R. Smith,Andrew Harrison,BKN,TOR,SA,MEM,UTA,PHI,CLE,MEM,PF,PG,SF,C,C,PG,SG,PG,289.198,238.5,42,Dec142016,10
Blake Griffin,Trevor Booker,Goran Dragic,Rudy Gobert,Brook Lopez,J.R. Smith,DeAndre Liggins,Paul George,LAC,BKN,MIA,UTA,BKN,CLE,CLE,IND,PF,PF,PG,C,C,SG,SG,SF,288.988,237.25,44,Dec142016,10
David Lee,Gordon Hayward,Robert Covington,Andre Drummond,Marc Gasol,Darren Collison,J.R. Smith,Chris Paul,SA,UTA,PHI,DET,MEM,SAC,CLE,LAC,PF,SF,SF,C,C,PG,SG,PG,288.508,234.75,50,Dec142016,10
Blake Griffin,Kyle Lowry,David Lee,Jae Crowder,Joel Embiid,Rudy Gobert,Lou Williams,J.R. Smith,LAC,TOR,SA,BOS,PHI,UTA,LAL,CLE,PF,PG,PF,SF,C,C,SG,SG,290.418,234.25,30,Dec142016,10
David Lee,Goran Dragic,Marc Gasol,Rudy Gobert,Darren Collison,Lou Williams,Paul George,Omri Casspi,SA,MIA,MEM,UTA,SAC,LAL,IND,SAC,PF,PG,C,C,PG,SG,SF,SF,289.448,233.0,38,Dec142016,10
Blake Griffin,Andre Drummond,Marc Gasol,Darren Collison,Sergio Rodriguez,Glenn Robinson III,Austin Rivers,Paul George,LAC,DET,MEM,SAC,PHI,IND,LAC,IND,PF,C,C,PG,PG,SG,PG,SF,289.548,233.0,35,Dec142016,10
John Wall,Goran Dragic,Deron Williams,Andre Drummond,Marc Gasol,Jamal Crawford,Kelly Oubre Jr.,Omri Casspi,WAS,MIA,DAL,DET,MEM,LAC,WAS,SAC,PG,PG,PG,C,C,SG,SG,SF,291.508,226.0,20,Dec142016,10
John Wall,Andre Drummond,Myles Turner,Darren Collison,Lou Williams,Jamal Crawford,J.R. Smith,Paul George,WAS,DET,IND,SAC,LAL,LAC,CLE,IND,PG,C,C,PG,SG,SG,SG,SF,292.228,217.0,15,Dec142016,10
Blake Griffin,Kyle Lowry,Dorian Finney-Smith,Andre Drummond,Brook Lopez,Darren Collison,Wesley Matthews,J.R. Smith,LAC,TOR,DAL,DET,BKN,SAC,DAL,CLE,PF,PG,SF,C,C,PG,SG,SG,290.618,203.5,28,Dec142016,10
Jrue Holiday,C.J. McCollum,Myles Turner,Lance Thomas,Glenn Robinson III,Kawhi Leonard,Damian Lillard,Klay Thompson,NO,POR,IND,NY,IND,SA,POR,GS,PG,PG,C,SF,SG,SF,PG,SG,274.288,288.25,46,Dec152016,5
Jrue Holiday,Mason Plumlee,Pau Gasol,Jabari Parker,Glenn Robinson III,Maurice Harkless,Damian Lillard,Stephen Curry,NO,POR,SA,MIL,IND,POR,POR,GS,PG,C,C,SF,SG,SF,PG,PG,278.948,287.5,10,Dec152016,5
Jrue Holiday,E'Twaun Moore,Matthew Dellavedova,Pau Gasol,Kevin Durant,Taj Gibson,Kawhi Leonard,Damian Lillard,NO,NO,MIL,SA,GS,CHI,SA,POR,PG,SG,PG,C,SF,PF,SF,PG,275.268,286.5,35,Dec152016,5
C.J. McCollum,Pau Gasol,Robin Lopez,Langston Galloway,Kevin Durant,Jabari Parker,Devin Booker,Damian Lillard,POR,SA,CHI,NO,GS,MIL,PHO,POR,PG,C,C,PG,SF,SF,SG,PG,276.788,284.75,22,Dec152016,5
Myles Turner,John Henson,Brandon Jennings,Langston Galloway,Kevin Durant,Damian Lillard,Dwyane Wade,Klay Thompson,IND,MIL,NY,NO,GS,POR,CHI,GS,C,C,PG,PG,SF,PG,SG,SG,278.098,283.5,12,Dec152016,5
Jeff Teague,Pau Gasol,Taj Gibson,Devin Booker,Maurice Harkless,Damian Lillard,Eric Bledsoe,Dwyane Wade,IND,SA,CHI,PHO,POR,POR,PHO,CHI,PG,C,PF,SG,SF,PG,PG,SG,279.358,279.5,8,Dec152016,5
Anthony Davis,Mason Plumlee,Tony Parker,Langston Galloway,Devin Booker,Damian Lillard,Dwyane Wade,Courtney Lee,NO,POR,SA,NO,PHO,POR,CHI,NY,PF,C,PG,PG,SG,PG,SG,SG,274.528,277.25,43,Dec152016,5
Jrue Holiday,E'Twaun Moore,Nikola Jokic,John Henson,Jabari Parker,Damian Lillard,Eric Bledsoe,Klay Thompson,NO,NO,DEN,MIL,MIL,POR,PHO,GS,PG,SG,C,C,SF,PG,PG,SG,279.308,273.5,9,Dec152016,5
Mason Plumlee,Pau Gasol,Tony Parker,Kevin Durant,Lance Thomas,Damian Lillard,Eric Bledsoe,Klay Thompson,POR,SA,SA,GS,NY,POR,PHO,GS,C,C,PG,SF,SF,PG,PG,SG,282.278,272.5,3,Dec152016,5
Jeff Teague,Pau Gasol,John Henson,Kevin Durant,Evan Turner,Damian Lillard,Stephen Curry,Darrell Arthur,IND,SA,MIL,GS,POR,POR,GS,DEN,PG,C,C,SF,SG,PG,PG,PF,275.758,271.25,31,Dec152016,5
Anthony Davis,Jrue Holiday,Pau Gasol,Tony Parker,Langston Galloway,Kawhi Leonard,C.J. Miles,Klay Thompson,NO,NO,SA,SA,NO,SA,IND,GS,PF,PG,C,PG,PG,SF,SF,SG,276.588,268.5,23,Dec152016,5
Anthony Davis,Myles Turner,Tony Parker,Evan Turner,Glenn Robinson III,Damian Lillard,Jared Dudley,Eric Bledsoe,NO,IND,SA,POR,IND,POR,PHO,PHO,PF,C,PG,SG,SG,PG,PF,PG,273.388,268.25,50,Dec152016,5
C.J. McCollum,Pau Gasol,Jameer Nelson,Kyle O'Quinn,Evan Turner,Kawhi Leonard,Damian Lillard,Dwyane Wade,POR,SA,DEN,NY,POR,SA,POR,CHI,PG,C,PG,PF,SG,SF,PG,SG,276.408,267.0,24,Dec152016,5
Jrue Holiday,Pau Gasol,Brandon Jennings,Kyle O'Quinn,Devin Booker,Damian Lillard,Kristaps Porzingis,Klay Thompson,NO,SA,NY,NY,PHO,POR,NY,GS,PG,C,PG,PF,SG,PG,PF,SG,281.988,266.5,4,Dec152016,5
Jeff Teague,C.J. McCollum,Mason Plumlee,John Henson,Lance Thomas,Damian Lillard,Kristaps Porzingis,Dwyane Wade,IND,POR,POR,MIL,NY,POR,NY,CHI,PG,PG,C,C,SF,PG,PF,SG,275.558,263.5,33,Dec152016,5
Nikola Jokic,Pau Gasol,Tony Parker,Devin Booker,Kawhi Leonard,Damian Lillard,Jared Dudley,Stephen Curry,DEN,SA,SA,PHO,SA,POR,PHO,GS,C,C,PG,SG,SF,PG,PF,PG,277.798,262.25,14,Dec152016,5
Jrue Holiday,Mason Plumlee,Kyle O'Quinn,Jimmy Butler,Andre Iguodala,Damian Lillard,Jared Dudley,Eric Bledsoe,NO,POR,NY,CHI,GS,POR,PHO,PHO,PG,C,PF,SG,SF,PG,PF,PG,275.898,259.25,28,Dec152016,5
E'Twaun Moore,Jeff Teague,Mason Plumlee,Langston Galloway,Kevin Durant,Jimmy Butler,Glenn Robinson III,Damian Lillard,NO,IND,POR,NO,GS,CHI,IND,POR,SG,PG,C,PG,SF,SG,SG,PG,276.968,257.5,20,Dec152016,5
Anthony Davis,Nikola Jokic,Jameer Nelson,Langston Galloway,Glenn Robinson III,Maurice Harkless,Damian Lillard,Klay Thompson,NO,DEN,DEN,NO,IND,POR,POR,GS,PF,C,PG,PG,SG,SF,PG,SG,276.318,256.0,25,Dec152016,5
Myles Turner,Pau Gasol,Patty Mills,Tony Parker,Jabari Parker,Damian Lillard,Kristaps Porzingis,Dwyane Wade,IND,SA,SA,SA,MIL,POR,NY,CHI,C,C,PG,PG,SF,PG,PF,SG,275.888,254.75,29,Dec152016,5
Jeff Teague,Nikola Jokic,Robin Lopez,Lance Thomas,Evan Turner,Kawhi Leonard,Damian Lillard,Eric Bledsoe,IND,DEN,CHI,NY,POR,SA,POR,PHO,PG,C,C,SF,SG,SF,PG,PG,274.828,253.75,41,Dec152016,5
Anthony Davis,Jrue Holiday,E'Twaun Moore,Pau Gasol,Brandon Jennings,Glenn Robinson III,Eric Bledsoe,Dwyane Wade,NO,NO,NO,SA,NY,IND,PHO,CHI,PF,PG,SG,C,PG,SG,PG,SG,277.368,252.75,16,Dec152016,5
Jrue Holiday,Jeff Teague,Nikola Jokic,Pau Gasol,Jameer Nelson,Kevin Durant,Glenn Robinson III,Kristaps Porzingis,NO,IND,DEN,SA,DEN,GS,IND,NY,PG,PG,C,C,PG,SF,SG,PF,277.338,252.25,17,Dec152016,5
Jrue Holiday,Nikola Jokic,Pau Gasol,Langston Galloway,Lance Thomas,Jimmy Butler,Damian Lillard,Dwyane Wade,NO,DEN,SA,NO,NY,CHI,POR,CHI,PG,C,C,PG,SF,SG,PG,SG,284.338,251.25,2,Dec152016,5
Jrue Holiday,John Henson,Langston Galloway,Kyle O'Quinn,Jabari Parker,Kawhi Leonard,Stephen Curry,Dwyane Wade,NO,MIL,NO,NY,MIL,SA,GS,CHI,PG,C,PG,PF,SF,SF,PG,SG,275.288,250.75,34,Dec152016,5
Jeff Teague,Pau Gasol,Langston Galloway,Kyle O'Quinn,Jabari Parker,Jimmy Butler,Eric Bledsoe,Klay Thompson,IND,SA,NO,NY,MIL,CHI,PHO,GS,PG,C,PG,PF,SF,SG,PG,SG,280.538,250.0,5,Dec152016,5
Jeff Teague,Matthew Dellavedova,Tyson Chandler,Pau Gasol,Jimmy Butler,Andre Iguodala,Damian Lillard,Kristaps Porzingis,IND,MIL,PHO,SA,CHI,GS,POR,NY,PG,PG,C,C,SG,SF,PG,PF,274.628,246.75,42,Dec152016,5
Jrue Holiday,John Henson,Langston Galloway,Kevin Durant,Taj Gibson,Jimmy Butler,Evan Turner,Eric Bledsoe,NO,MIL,NO,GS,CHI,CHI,POR,PHO,PG,C,PG,SF,PF,SG,SG,PG,276.878,243.5,21,Dec152016,5
Pau Gasol,Langston Galloway,Paul George,Taj Gibson,P.J. Tucker,Damian Lillard,Stephen Curry,Klay Thompson,SA,NO,IND,CHI,PHO,POR,GS,GS,C,PG,SF,PF,SF,PG,PG,SG,275.788,242.75,30,Dec152016,5
Draymond Green,Tyson Chandler,Langston Galloway,Devin Booker,Evan Turner,Damian Lillard,Eric Bledsoe,Klay Thompson,GS,PHO,NO,PHO,POR,POR,PHO,GS,PF,C,PG,SG,SG,PG,PG,SG,274.338,242.75,45,Dec152016,5
Jrue Holiday,C.J. McCollum,Pau Gasol,Jabari Parker,Taj Gibson,P.J. Tucker,Kristaps Porzingis,Eric Bledsoe,NO,POR,SA,MIL,CHI,PHO,NY,PHO,PG,PG,C,SF,PF,SF,PF,PG,275.188,237.0,36,Dec152016,5
Nikola Jokic,Brandon Jennings,Kevin Durant,Taj Gibson,Glenn Robinson III,P.J. Tucker,Damian Lillard,Eric Bledsoe,DEN,NY,GS,CHI,IND,PHO,POR,PHO,C,PG,SF,PF,SG,SF,PG,PG,274.948,236.5,39,Dec152016,5
John Henson,Tony Parker,Kyle O'Quinn,Jimmy Butler,Glenn Robinson III,Damian Lillard,Stephen Curry,Klay Thompson,MIL,SA,NY,CHI,IND,POR,GS,GS,C,PG,PF,SG,SG,PG,PG,SG,277.818,236.25,13,Dec152016,5
Nikola Jokic,Mason Plumlee,Jameer Nelson,Devin Booker,C.J. Miles,Damian Lillard,Kristaps Porzingis,Eric Bledsoe,DEN,POR,DEN,PHO,IND,POR,NY,PHO,C,C,PG,SG,SF,PG,PF,PG,277.108,235.5,19,Dec152016,5
Jrue Holiday,Mason Plumlee,John Henson,Jameer Nelson,Tony Parker,Jimmy Butler,Kawhi Leonard,Kristaps Porzingis,NO,POR,MIL,DEN,SA,CHI,SA,NY,PG,C,C,PG,PG,SG,SF,PF,274.878,235.25,40,Dec152016,5
E'Twaun Moore,C.J. McCollum,Myles Turner,Pau Gasol,Jimmy Butler,Damian Lillard,Darrell Arthur,Eric Bledsoe,NO,POR,IND,SA,CHI,POR,DEN,PHO,SG,PG,C,C,SG,PG,PF,PG,277.378,235.0,15,Dec152016,5
Jeff Teague,Nikola Jokic,Brandon Jennings,Langston Galloway,Devin Booker,Kawhi Leonard,Kristaps Porzingis,Dwyane Wade,IND,DEN,NY,NO,PHO,SA,NY,CHI,PG,C,PG,PG,SG,SF,PF,SG,274.058,232.25,47,Dec152016,5
Anthony Davis,E'Twaun Moore,Jeff Teague,C.J. McCollum,Pau Gasol,Langston Galloway,Maurice Harkless,Kristaps Porzingis,NO,NO,IND,POR,SA,NO,POR,NY,PF,SG,PG,PG,C,PG,SF,PF,275.078,230.75,37,Dec152016,5
Jrue Holiday,Myles Turner,Mason Plumlee,Langston Galloway,Maurice Harkless,Kristaps Porzingis,Eric Bledsoe,Dwyane Wade,NO,IND,POR,NO,POR,NY,PHO,CHI,PG,C,C,PG,SF,PF,PG,SG,277.288,230.0,18,Dec152016,5
Pau Gasol,Greg Monroe,Langston Galloway,Kevin Durant,C.J. Miles,Stephen Curry,Eric Bledsoe,Dwyane Wade,SA,MIL,NO,GS,IND,GS,PHO,CHI,C,C,PG,SF,SF,PG,PG,SG,275.068,228.75,38,Dec152016,5
Pau Gasol,John Henson,Langston Galloway,Glenn Robinson III,Kawhi Leonard,Damian Lillard,Kristaps Porzingis,Eric Bledsoe,SA,MIL,NO,IND,SA,POR,NY,PHO,C,C,PG,SG,SF,PG,PF,PG,287.158,227.5,1,Dec152016,5
Robin Lopez,Brandon Jennings,Jameer Nelson,Jimmy Butler,Glenn Robinson III,Damian Lillard,Kristaps Porzingis,Dwyane Wade,CHI,NY,DEN,CHI,IND,POR,NY,CHI,C,PG,PG,SG,SG,PG,PF,SG,273.708,222.5,48,Dec152016,5
Mason Plumlee,Pau Gasol,Langston Galloway,Jimmy Butler,Devin Booker,Evan Turner,Kristaps Porzingis,Stephen Curry,POR,SA,NO,CHI,PHO,POR,NY,GS,C,C,PG,SG,SG,SG,PF,PG,278.178,220.5,11,Dec152016,5
Tyson Chandler,Brandon Jennings,Langston Galloway,Kyle O'Quinn,Jimmy Butler,Kawhi Leonard,Maurice Harkless,Damian Lillard,PHO,NY,NO,NY,CHI,SA,POR,POR,C,PG,PG,PF,SG,SF,SF,PG,275.708,219.25,32,Dec152016,5
Nikola Jokic,Mason Plumlee,Langston Galloway,Kawhi Leonard,Stephen Curry,Darrell Arthur,Eric Bledsoe,Klay Thompson,DEN,POR,NO,SA,GS,DEN,PHO,GS,C,C,PG,SF,PG,PF,PG,SG,276.218,218.25,26,Dec152016,5
Nikola Jokic,Tony Parker,Langston Galloway,Kyle O'Quinn,Kevin Durant,Evan Turner,Damian Lillard,Kristaps Porzingis,DEN,SA,NO,NY,GS,POR,POR,NY,C,PG,PG,PF,SF,SG,PG,PF,279.368,216.0,7,Dec152016,5
Pau Gasol,John Henson,Jameer Nelson,Paul George,Lance Thomas,Jimmy Butler,Stephen Curry,Eric Bledsoe,SA,MIL,DEN,IND,NY,CHI,GS,PHO,C,C,PG,SF,SF,SG,PG,PG,274.408,213.25,44,Dec152016,5
Tony Parker,Kyle O'Quinn,Kawhi Leonard,Kristaps Porzingis,Jared Dudley,Eric Bledsoe,Dwyane Wade,Klay Thompson,SA,NY,SA,NY,PHO,PHO,CHI,GS,PG,PF,SF,PF,PF,PG,SG,SG,273.448,210.75,49,Dec152016,5
Nikola Jokic,Pau Gasol,Brandon Jennings,Tony Parker,Jimmy Butler,Maurice Harkless,Kristaps Porzingis,Eric Bledsoe,DEN,SA,NY,SA,CHI,POR,NY,PHO,C,C,PG,PG,SG,SF,PF,PG,280.208,192.75,6,Dec152016,5
E'Twaun Moore,Tyson Chandler,Kyle O'Quinn,Lance Thomas,Damian Lillard,Kristaps Porzingis,Stephen Curry,Eric Bledsoe,NO,PHO,NY,NY,POR,NY,GS,PHO,SG,C,PF,SF,PG,PF,PG,PG,276.018,182.5,27,Dec152016,5
Norman Powell,Jon Leuer,Zach LaVine,Kentavious Caldwell-Pope,Carmelo Anthony,Joel Embiid,Chris Paul,John Wall,TOR,DET,MIN,DET,NY,PHI,LAC,WAS,SG,PF,SG,SG,SF,C,PG,PG,286.578,322.25,36,Dec22016,9
Kevin Love,Norman Powell,Eric Gordon,Tobias Harris,Joel Embiid,John Wall,Rajon Rondo,Derrick Rose,CLE,TOR,HOU,DET,PHI,WAS,CHI,NY,PF,SG,SG,SF,C,PG,PG,PG,288.568,317.75,18,Dec22016,9
Norman Powell,Julius Randle,Bradley Beal,Kentavious Caldwell-Pope,Joel Embiid,Al Horford,Kyle Lowry,Rajon Rondo,TOR,LAL,WAS,DET,PHI,BOS,TOR,CHI,SG,PF,SG,SG,C,C,PG,PG,290.278,316.5,9,Dec22016,9
LaMarcus Aldridge,Norman Powell,Dwyane Wade,Evan Fournier,Joel Embiid,Chris Paul,Rajon Rondo,Dennis Schroder,SA,TOR,CHI,ORL,PHI,LAC,CHI,ATL,PF,SG,SG,SG,C,PG,PG,PG,286.868,316.5,34,Dec22016,9
Elfrid Payton,Jimmy Butler,Jon Leuer,Dwyane Wade,Jamal Crawford,Joel Embiid,John Wall,Rajon Rondo,ORL,CHI,DET,CHI,LAC,PHI,WAS,CHI,PG,SG,PF,SG,SG,C,PG,PG,286.978,314.0,32,Dec22016,9
Sergio Rodriguez,Dwyane Wade,Kentavious Caldwell-Pope,Jamal Crawford,Brandon Ingram,Al Horford,John Wall,DeMarcus Cousins,PHI,CHI,DET,LAC,LAL,BOS,WAS,SAC,PG,SG,SG,SG,SF,C,PG,PF,288.678,312.75,16,Dec22016,9
Patty Mills,Kristaps Porzingis,Kentavious Caldwell-Pope,Brandon Ingram,Nikola Vucevic,Joel Embiid,John Wall,Rajon Rondo,SA,NY,DET,LAL,ORL,PHI,WAS,CHI,PG,PF,SG,SF,C,C,PG,PG,290.338,311.75,8,Dec22016,9
Norman Powell,Dwyane Wade,Kentavious Caldwell-Pope,Tobias Harris,Nikola Vucevic,John Wall,Kyle Lowry,Dennis Schroder,TOR,CHI,DET,DET,ORL,WAS,TOR,ATL,SG,SG,SG,SF,C,PG,PG,PG,293.688,306.5,4,Dec22016,9
Sergio Rodriguez,Cory Joseph,Jimmy Butler,Norman Powell,Kentavious Caldwell-Pope,Joel Embiid,DeMarcus Cousins,Isaiah Thomas,PHI,TOR,CHI,TOR,DET,PHI,SAC,BOS,PG,PG,SG,SG,SG,C,PF,PG,291.788,305.0,6,Dec22016,9
Patty Mills,Jimmy Butler,Norman Powell,Tobias Harris,Al Horford,Robin Lopez,John Wall,Isaiah Thomas,SA,CHI,TOR,DET,BOS,CHI,WAS,BOS,PG,SG,SG,SF,C,C,PG,PG,286.648,304.5,35,Dec22016,9
Patty Mills,Zach LaVine,Jamal Crawford,Tobias Harris,Karl-Anthony Towns,Joel Embiid,Kyle Lowry,Rajon Rondo,SA,MIN,LAC,DET,MIN,PHI,TOR,CHI,PG,SG,SG,SF,C,C,PG,PG,289.158,302.5,13,Dec22016,9
LaMarcus Aldridge,Cory Joseph,Jimmy Butler,Bradley Beal,Kentavious Caldwell-Pope,Nikola Vucevic,Rajon Rondo,Dennis Schroder,SA,TOR,CHI,WAS,DET,ORL,CHI,ATL,PF,PG,SG,SG,SG,C,PG,PG,287.398,301.75,30,Dec22016,9
Ish Smith,Norman Powell,Kristaps Porzingis,Kentavious Caldwell-Pope,Jonas Valanciunas,DeMarcus Cousins,Rajon Rondo,Dennis Schroder,DET,TOR,NY,DET,TOR,SAC,CHI,ATL,PG,SG,PF,SG,C,PF,PG,PG,286.448,301.0,40,Dec22016,9
Cory Joseph,Jamal Crawford,Carmelo Anthony,Tobias Harris,Nikola Vucevic,Joel Embiid,John Wall,Isaiah Thomas,TOR,LAC,NY,DET,ORL,PHI,WAS,BOS,PG,SG,SF,SF,C,C,PG,PG,289.948,301.0,10,Dec22016,9
LaMarcus Aldridge,Norman Powell,Kentavious Caldwell-Pope,Jamal Crawford,Karl-Anthony Towns,John Wall,Isaiah Thomas,Rajon Rondo,SA,TOR,DET,LAC,MIN,WAS,BOS,CHI,PF,SG,SG,SG,C,PG,PG,PG,295.988,300.5,2,Dec22016,9
Kevin Love,Ish Smith,Kentavious Caldwell-Pope,Jamal Crawford,Robert Covington,Joel Embiid,John Wall,Kyle Lowry,CLE,DET,DET,LAC,PHI,PHI,WAS,TOR,PF,PG,SG,SG,SF,C,PG,PG,288.988,296.5,15,Dec22016,9
Austin Rivers,Bradley Beal,Kentavious Caldwell-Pope,Jamal Crawford,Carmelo Anthony,DeMarcus Cousins,Rajon Rondo,Derrick Rose,LAC,WAS,DET,LAC,NY,SAC,CHI,NY,PG,SG,SG,SG,SF,PF,PG,PG,285.638,292.5,50,Dec22016,9
Patty Mills,Norman Powell,Bradley Beal,Jamal Crawford,Joel Embiid,John Wall,DeMarcus Cousins,Dennis Schroder,SA,TOR,WAS,LAC,PHI,WAS,SAC,ATL,PG,SG,SG,SG,C,PG,PF,PG,299.178,292.0,1,Dec22016,9
Patty Mills,Norman Powell,Avery Bradley,Kentavious Caldwell-Pope,Tobias Harris,Karl-Anthony Towns,DeMarcus Cousins,Derrick Rose,SA,TOR,BOS,DET,DET,MIN,SAC,NY,PG,SG,SG,SG,SF,C,PF,PG,287.928,291.25,27,Dec22016,9
Avery Bradley,Jamal Crawford,Tobias Harris,Andre Drummond,Robin Lopez,John Wall,Rajon Rondo,Dennis Schroder,BOS,LAC,DET,DET,CHI,WAS,CHI,ATL,SG,SG,SF,C,C,PG,PG,PG,286.538,291.0,39,Dec22016,9
Ish Smith,Austin Rivers,Dwyane Wade,Avery Bradley,Tobias Harris,Joel Embiid,DeMarcus Cousins,Dennis Schroder,DET,LAC,CHI,BOS,DET,PHI,SAC,ATL,PG,PG,SG,SG,SF,C,PF,PG,286.408,290.75,41,Dec22016,9
Ish Smith,LaMarcus Aldridge,Bradley Beal,Avery Bradley,Thabo Sefolosha,Joel Embiid,John Wall,Rajon Rondo,DET,SA,WAS,BOS,ATL,PHI,WAS,CHI,PG,PF,SG,SG,SF,C,PG,PG,288.548,289.5,19,Dec22016,9
Ish Smith,Cory Joseph,Norman Powell,Kristaps Porzingis,Dwyane Wade,Karl-Anthony Towns,Joel Embiid,John Wall,DET,TOR,TOR,NY,CHI,MIN,PHI,WAS,PG,PG,SG,PF,SG,C,C,PG,292.258,289.0,5,Dec22016,9
Ish Smith,Sergio Rodriguez,LaMarcus Aldridge,Norman Powell,Zach LaVine,Tobias Harris,John Wall,DeMarcus Cousins,DET,PHI,SA,TOR,MIN,DET,WAS,SAC,PG,PG,PF,SG,SG,SF,PG,PF,289.248,288.5,12,Dec22016,9
LaMarcus Aldridge,Norman Powell,Bradley Beal,Dwyane Wade,Al Horford,John Wall,Derrick Rose,Emmanuel Mudiay,SA,TOR,WAS,CHI,BOS,WAS,NY,DEN,PF,SG,SG,SG,C,PG,PG,PG,285.828,287.25,48,Dec22016,9
Kevin Love,Bradley Beal,Kentavious Caldwell-Pope,Jamal Crawford,Tobias Harris,Al Horford,Isaiah Thomas,Dennis Schroder,CLE,WAS,DET,LAC,DET,BOS,BOS,ATL,PF,SG,SG,SG,SF,C,PG,PG,286.538,286.75,38,Dec22016,9
LaMarcus Aldridge,Patty Mills,Dwyane Wade,Zach LaVine,Robert Covington,Joel Embiid,John Wall,Isaiah Thomas,SA,SA,CHI,MIN,PHI,PHI,WAS,BOS,PF,PG,SG,SG,SF,C,PG,PG,288.178,282.25,23,Dec22016,9
Austin Rivers,Norman Powell,Dwyane Wade,Nik Stauskas,Andre Drummond,John Wall,DeMarcus Cousins,Rajon Rondo,LAC,TOR,CHI,PHI,DET,WAS,SAC,CHI,PG,SG,SG,SG,C,PG,PF,PG,289.398,280.25,11,Dec22016,9
Sergio Rodriguez,Jimmy Butler,Norman Powell,Julius Randle,Jamal Crawford,Andre Drummond,Nikola Vucevic,John Wall,PHI,CHI,TOR,LAL,LAC,DET,ORL,WAS,PG,SG,SG,PF,SG,C,C,PG,288.458,278.75,20,Dec22016,9
Kevin Love,Sergio Rodriguez,Patty Mills,Jimmy Butler,Avery Bradley,Nik Stauskas,Joel Embiid,John Wall,CLE,PHI,SA,CHI,BOS,PHI,PHI,WAS,PF,PG,PG,SG,SG,SG,C,PG,286.388,274.5,42,Dec22016,9
Norman Powell,Jamal Crawford,Nik Stauskas,Nikola Vucevic,Kyle Lowry,DeMarcus Cousins,Isaiah Thomas,Derrick Rose,TOR,LAC,PHI,ORL,TOR,SAC,BOS,NY,SG,SG,SG,C,PG,PF,PG,PG,287.178,273.5,31,Dec22016,9
Patty Mills,Norman Powell,Kristaps Porzingis,Avery Bradley,Joel Embiid,DeAndre Jordan,Kyle Lowry,Isaiah Thomas,SA,TOR,NY,BOS,PHI,LAC,TOR,BOS,PG,SG,PF,SG,C,C,PG,PG,286.078,272.25,44,Dec22016,9
Sergio Rodriguez,LaMarcus Aldridge,DeMar DeRozan,Jamal Crawford,Jae Crowder,Joel Embiid,John Wall,Derrick Rose,PHI,SA,TOR,LAC,BOS,PHI,WAS,NY,PG,PF,SG,SG,SF,C,PG,PG,286.008,271.0,45,Dec22016,9
LaMarcus Aldridge,Austin Rivers,Jimmy Butler,Kent Bazemore,Norman Powell,Joel Embiid,John Wall,Kyle Lowry,SA,LAC,CHI,ATL,TOR,PHI,WAS,TOR,PF,PG,SG,SG,SG,C,PG,PG,291.308,268.5,7,Dec22016,9
Patty Mills,Norman Powell,Channing Frye,Evan Fournier,Karl-Anthony Towns,Andre Drummond,John Wall,Kyle Lowry,SA,TOR,CLE,ORL,MIN,DET,WAS,TOR,PG,SG,PF,SG,C,C,PG,PG,286.578,268.25,37,Dec22016,9
Kentavious Caldwell-Pope,Nik Stauskas,Larry Nance Jr.,Andre Drummond,Joel Embiid,John Wall,Isaiah Thomas,Dennis Schroder,DET,PHI,LAL,DET,PHI,WAS,BOS,ATL,SG,SG,SF,C,C,PG,PG,PG,288.658,267.0,17,Dec22016,9
Cory Joseph,Patrick Patterson,Bradley Beal,Brandon Ingram,Andre Drummond,Joel Embiid,John Wall,Kyle Lowry,TOR,TOR,WAS,LAL,DET,PHI,WAS,TOR,PG,PF,SG,SF,C,C,PG,PG,285.938,266.25,46,Dec22016,9
Elfrid Payton,Cory Joseph,Norman Powell,Bradley Beal,Eric Gordon,Karl-Anthony Towns,DeMarcus Cousins,Rajon Rondo,ORL,TOR,TOR,WAS,HOU,MIN,SAC,CHI,PG,PG,SG,SG,SG,C,PF,PG,285.868,265.5,47,Dec22016,9
LaMarcus Aldridge,Patty Mills,Bradley Beal,Kentavious Caldwell-Pope,Nik Stauskas,Carmelo Anthony,John Wall,Kyle Lowry,SA,SA,WAS,DET,PHI,NY,WAS,TOR,PF,PG,SG,SG,SG,SF,PG,PG,288.118,263.25,24,Dec22016,9
