Date,Player,Pos,Salary,Predicted,Scored,Team,Iteration
Nov82016,Vince Carter,SF,3500,16.62,36.75,MEM,19
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,19
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,19
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,19
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,20
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,20
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,20
Nov82016,Damian Lillard,PG,9100,46.64,48.25,POR,20
Nov82016,Vince Carter,SF,3500,16.62,36.75,MEM,20
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,20
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,20
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,20
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,23
Nov82016,Rudy Gay,SF,6800,35.65,44.5,SAC,23
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,23
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,23
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,23
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,23
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,23
Nov82016,LeBron James,SF/PF,9900,55.34,48.25,CLE,23
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,24
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,24
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,24
Nov82016,Vince Carter,SF,3500,16.62,36.75,MEM,24
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,24
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,24
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,24
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,24
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,26
Nov82016,Rudy Gay,SF,6800,35.65,44.5,SAC,26
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,26
Nov82016,Damian Lillard,PG,9100,46.64,48.25,POR,26
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,26
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,26
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,26
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,26
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,22
Nov82016,Rudy Gay,SF,6800,35.65,44.5,SAC,22
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,22
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,22
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,22
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,22
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,22
Nov82016,LeBron James,SF/PF,9900,55.34,48.25,CLE,22
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,21
Nov82016,Rudy Gay,SF,6800,35.65,44.5,SAC,21
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,21
Nov82016,Damian Lillard,PG,9100,46.64,48.25,POR,21
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,21
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,21
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,21
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,21
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,25
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,25
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,25
Nov82016,Vince Carter,SF,3500,16.62,36.75,MEM,25
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,25
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,25
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,25
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,25
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,27
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,27
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,27
Nov82016,Vince Carter,SF,3500,16.62,36.75,MEM,27
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,27
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,27
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,27
Nov82016,Dwight Howard,C,7800,42.19,35.75,ATL,27
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,28
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,28
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,28
Nov82016,Vince Carter,SF,3500,16.62,36.75,MEM,28
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,28
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,28
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,28
Nov82016,Dwight Howard,C,7800,42.19,35.75,ATL,28
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,29
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,29
Nov82016,Rudy Gay,SF,6800,35.65,44.5,SAC,29
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,29
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,29
Nov82016,Dennis Schroder,PG,6100,30.17,39.0,ATL,29
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,29
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,29
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,30
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,30
Nov82016,Rudy Gay,SF,6800,35.65,44.5,SAC,30
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,30
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,30
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,30
Nov82016,Dennis Schroder,PG,6100,30.17,39.0,ATL,30
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,30
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,31
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,31
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,31
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,31
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,31
Nov82016,Emmanuel Mudiay,PG,6000,32.74,35.5,DEN,31
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,31
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,31
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,32
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,32
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,32
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,32
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,32
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,32
Nov82016,Emmanuel Mudiay,PG,6000,32.74,35.5,DEN,32
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,32
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,37
Nov82016,Rudy Gay,SF,6800,35.65,44.5,SAC,37
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,37
Nov82016,Damian Lillard,PG,9100,46.64,48.25,POR,37
Nov82016,Vince Carter,SF,3500,16.62,36.75,MEM,37
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,37
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,37
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,37
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,40
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,40
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,40
Nov82016,Danilo Gallinari,SF,5800,25.81,41.25,DEN,40
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,40
Nov82016,Eric Bledsoe,PG,6700,35.58,42.0,PHO,40
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,40
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,40
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,39
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,39
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,39
Nov82016,Danilo Gallinari,SF,5800,25.81,41.25,DEN,39
Nov82016,Eric Bledsoe,PG,6700,35.58,42.0,PHO,39
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,39
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,39
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,39
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,38
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,38
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,38
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,38
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,38
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,38
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,38
Nov82016,Trevor Booker,PF,4900,28.51,35.25,BKN,38
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,35
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,35
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,35
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,35
Nov82016,Kent Bazemore,SG/SF,5000,25.75,38.5,ATL,35
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,35
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,35
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,35
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,34
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,34
Nov82016,Rudy Gay,SF,6800,35.65,44.5,SAC,34
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,34
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,34
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,34
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,34
Nov82016,Karl-Anthony Towns,C,8500,45.66,36.75,MIN,34
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,33
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,33
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,33
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,33
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,33
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,33
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,33
Nov82016,Trevor Booker,PF,4900,28.51,35.25,BKN,33
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,36
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,36
Nov82016,Andrew Harrison,PG/SG,3000,9.1,32.25,MEM,36
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,36
Nov82016,Danilo Gallinari,SF,5800,25.81,41.25,DEN,36
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,36
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,36
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,36
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,41
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,41
Nov82016,Rudy Gay,SF,6800,35.65,44.5,SAC,41
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,41
Nov82016,Kent Bazemore,SG/SF,5000,25.75,38.5,ATL,41
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,41
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,41
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,41
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,42
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,42
Nov82016,Rudy Gay,SF,6800,35.65,44.5,SAC,42
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,42
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,42
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,42
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,42
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,42
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,43
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,43
Nov82016,J.J. Barea,PG/SG,6000,35.18,37.75,DAL,43
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,43
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,43
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,43
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,43
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,43
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,44
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,44
Nov82016,Rudy Gay,SF,6800,35.65,44.5,SAC,44
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,44
Nov82016,Kent Bazemore,SG/SF,5000,25.75,38.5,ATL,44
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,44
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,44
Nov82016,Dwight Howard,C,7800,42.19,35.75,ATL,44
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,50
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,50
Nov82016,J.J. Barea,PG/SG,6000,35.18,37.75,DAL,50
Nov82016,Rudy Gay,SF,6800,35.65,44.5,SAC,50
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,50
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,50
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,50
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,50
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,54
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,54
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,54
Nov82016,Eric Bledsoe,PG,6700,35.58,42.0,PHO,54
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,54
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,54
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,54
Nov82016,LeBron James,SF/PF,9900,55.34,48.25,CLE,54
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,53
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,53
Nov82016,Eric Bledsoe,PG,6700,35.58,42.0,PHO,53
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,53
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,53
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,53
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,53
Nov82016,LeBron James,SF/PF,9900,55.34,48.25,CLE,53
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,52
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,52
Nov82016,J.J. Barea,PG/SG,6000,35.18,37.75,DAL,52
Nov82016,Rudy Gay,SF,6800,35.65,44.5,SAC,52
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,52
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,52
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,52
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,52
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,51
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,51
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,51
Nov82016,Damian Lillard,PG,9100,46.64,48.25,POR,51
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,51
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,51
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,51
Nov82016,Marc Gasol,C,7000,36.58,32.0,MEM,51
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,49
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,49
Nov82016,Rudy Gay,SF,6800,35.65,44.5,SAC,49
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,49
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,49
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,49
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,49
Nov82016,Dwight Howard,C,7800,42.19,35.75,ATL,49
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,47
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,47
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,47
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,47
Nov82016,Kent Bazemore,SG/SF,5000,25.75,38.5,ATL,47
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,47
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,47
Nov82016,Marc Gasol,C,7000,36.58,32.0,MEM,47
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,46
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,46
Nov82016,Damian Lillard,PG,9100,46.64,48.25,POR,46
Nov82016,Eric Bledsoe,PG,6700,35.58,42.0,PHO,46
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,46
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,46
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,46
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,46
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,45
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,45
Nov82016,Damian Lillard,PG,9100,46.64,48.25,POR,45
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,45
Nov82016,Eric Bledsoe,PG,6700,35.58,42.0,PHO,45
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,45
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,45
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,45
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,48
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,48
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,48
Nov82016,Kent Bazemore,SG/SF,5000,25.75,38.5,ATL,48
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,48
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,48
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,48
Nov82016,Marc Gasol,C,7000,36.58,32.0,MEM,48
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,59
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,59
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,59
Nov82016,Vince Carter,SF,3500,16.62,36.75,MEM,59
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,59
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,59
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,59
Nov82016,Karl-Anthony Towns,C,8500,45.66,36.75,MIN,59
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,63
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,63
Nov82016,Danilo Gallinari,SF,5800,25.81,41.25,DEN,63
Nov82016,Damian Lillard,PG,9100,46.64,48.25,POR,63
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,63
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,63
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,63
Nov82016,Karl-Anthony Towns,C,8500,45.66,36.75,MIN,63
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,61
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,61
Nov82016,Danilo Gallinari,SF,5800,25.81,41.25,DEN,61
Nov82016,Damian Lillard,PG,9100,46.64,48.25,POR,61
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,61
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,61
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,61
Nov82016,Karl-Anthony Towns,C,8500,45.66,36.75,MIN,61
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,60
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,60
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,60
Nov82016,Danilo Gallinari,SF,5800,25.81,41.25,DEN,60
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,60
Nov82016,Kyrie Irving,PG,7400,37.9,40.75,CLE,60
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,60
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,60
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,62
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,62
Nov82016,Rudy Gay,SF,6800,35.65,44.5,SAC,62
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,62
Nov82016,Vince Carter,SF,3500,16.62,36.75,MEM,62
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,62
Nov82016,Dennis Schroder,PG,6100,30.17,39.0,ATL,62
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,62
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,58
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,58
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,58
Nov82016,Danilo Gallinari,SF,5800,25.81,41.25,DEN,58
Nov82016,Kyrie Irving,PG,7400,37.9,40.75,CLE,58
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,58
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,58
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,58
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,57
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,57
Nov82016,Rudy Gay,SF,6800,35.65,44.5,SAC,57
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,57
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,57
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,57
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,57
Nov82016,Mason Plumlee,C,5000,29.21,25.75,POR,57
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,56
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,56
Nov82016,Rudy Gay,SF,6800,35.65,44.5,SAC,56
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,56
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,56
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,56
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,56
Nov82016,Mason Plumlee,C,5000,29.21,25.75,POR,56
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,55
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,55
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,55
Nov82016,P.J. Tucker,SF,3100,13.18,38.25,PHO,55
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,55
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,55
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,55
Nov82016,Marc Gasol,C,7000,36.58,32.0,MEM,55
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,64
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,64
Nov82016,Damian Lillard,PG,9100,46.64,48.25,POR,64
Nov82016,Eric Bledsoe,PG,6700,35.58,42.0,PHO,64
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,64
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,64
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,64
Nov82016,Dwight Howard,C,7800,42.19,35.75,ATL,64
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,65
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,65
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,65
Nov82016,Vince Carter,SF,3500,16.62,36.75,MEM,65
Nov82016,Kent Bazemore,SG/SF,5000,25.75,38.5,ATL,65
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,65
Nov82016,Tyus Jones,PG,3000,10.82,38.25,MIN,65
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,65
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,66
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,66
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,66
Nov82016,Danilo Gallinari,SF,5800,25.81,41.25,DEN,66
Nov82016,Vince Carter,SF,3500,16.62,36.75,MEM,66
Nov82016,Eric Bledsoe,PG,6700,35.58,42.0,PHO,66
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,66
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,66
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,67
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,67
Nov82016,Danilo Gallinari,SF,5800,25.81,41.25,DEN,67
Nov82016,Damian Lillard,PG,9100,46.64,48.25,POR,67
Nov82016,Kent Bazemore,SG/SF,5000,25.75,38.5,ATL,67
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,67
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,67
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,67
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,68
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,68
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,68
Nov82016,Vince Carter,SF,3500,16.62,36.75,MEM,68
Nov82016,Seth Curry,SG,3000,14.68,41.5,DAL,68
Nov82016,Kevin Love,PF/C,7300,39.8,48.0,CLE,68
Nov82016,Brook Lopez,C,6500,33.04,36.25,BKN,68
Nov82016,Trevor Booker,PF,4900,28.51,35.25,BKN,68
Nov82016,Anthony Davis,PF/C,11000,56.86,56.0,NO,69
Nov82016,C.J. McCollum,PG/SG,7100,36.26,57.5,POR,69
Nov82016,Rudy Gay,SF,6800,35.65,44.5,SAC,69
Nov82016,Andrew Wiggins,SF,6000,29.39,52.0,MIN,69
Nov82016,Vince Carter,SF,3500,16.62,36.75,MEM,69
