Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Projected Value,Actual Scored,Iteration,date,NumGames,Risk
Stanley Johnson,Kristaps Porzingis,Kawhi Leonard,Garrett Temple,Iman Shumpert,Nene Hilario,Anthony Davis,John Wall,DET,NY,SA,SAC,CLE,HOU,NO,WAS,SG,PF,SF,PG,PG,C,PF,PG,475.666274797,185.0,45,Dec22016,9,0.0
Blake Griffin,Gerald Green,Malachi Richardson,Mike Miller,Brandon Ingram,Thabo Sefolosha,DeMarcus Cousins,Isaiah Thomas,LAC,BOS,SAC,DEN,LAL,ATL,SAC,BOS,PF,SG,SG,SG,SF,SF,PF,PG,520.609476233,185.0,65,Dec22016,9,0.0
Hollis Thompson,Mario Hezonja,Kristaps Porzingis,Jason Smith,C.J. Watson,John Wall,DeMarcus Cousins,Isaiah Thomas,PHI,ORL,NY,WAS,ORL,WAS,SAC,BOS,SG,SG,PF,PF,PG,PG,PF,PG,487.877035518,184.0,67,Dec22016,9,0.0
Kay Felder,John Lucas III,Tyreke Evans,Kent Bazemore,Norman Powell,Karl-Anthony Towns,Chris Paul,DeMarcus Cousins,CLE,MIN,NO,ATL,TOR,MIN,LAC,SAC,PG,PG,SG,SG,SG,C,PG,PF,435.81273647,182.5,43,Dec22016,9,0.0
Malachi Richardson,Mike Miller,Davis Bertans,Karl-Anthony Towns,C.J. Watson,John Wall,DeMarcus Cousins,Isaiah Thomas,SAC,DEN,SA,MIN,ORL,WAS,SAC,BOS,SG,SG,SF,C,PG,PG,PF,PG,544.823630121,182.5,93,Dec22016,9,0.0
Blake Griffin,Kristaps Porzingis,Kawhi Leonard,Karl-Anthony Towns,Garrett Temple,Iman Shumpert,C.J. Watson,Nene Hilario,LAC,NY,SA,MIN,SAC,CLE,ORL,HOU,PF,PF,SF,C,PG,PG,PG,C,528.532159765,181.0,29,Dec22016,9,0.0
Kristaps Porzingis,Brandon Ingram,Thabo Sefolosha,Doug McDermott,Garrett Temple,Iman Shumpert,Anthony Davis,John Wall,NY,LAL,ATL,CHI,SAC,CLE,NO,WAS,PF,SF,SF,SF,PG,PG,PF,PG,538.121604485,180.25,18,Dec22016,9,0.0
Blake Griffin,Gerald Green,Malachi Richardson,Mike Miller,Ben Simmons,Anthony Davis,John Wall,Isaiah Thomas,LAC,BOS,SAC,DEN,PHI,NO,WAS,BOS,PF,SG,SG,SG,SF,PF,PG,PG,505.775280291,179.75,99,Dec22016,9,0.0
Kay Felder,John Lucas III,Norman Powell,Blake Griffin,Jason Smith,Brandon Ingram,Thabo Sefolosha,DeMarcus Cousins,CLE,MIN,TOR,LAC,WAS,LAL,ATL,SAC,PG,PG,SG,PF,PF,SF,SF,PF,531.465432752,179.75,83,Dec22016,9,0.0
Hollis Thompson,Mario Hezonja,Ben Simmons,C.J. Watson,Anthony Davis,Kyle Lowry,DeMarcus Cousins,Isaiah Thomas,PHI,ORL,PHI,ORL,NO,TOR,SAC,BOS,SG,SG,SF,PG,PF,PG,PF,PG,537.889397956,179.5,46,Dec22016,9,0.0
James Harden,Jordan Clarkson,Larry Nance Jr.,Nikola Mirotic,Luol Deng,Mike Muscala,Tarik Black,Isaiah Thomas,HOU,LAL,LAL,CHI,LAL,ATL,LAL,BOS,PG,PG,SF,SF,SF,C,C,PG,566.444816323,178.75,5,Dec22016,9,0.0
Blake Griffin,Doug McDermott,Jaylen Brown,Corey Brewer,Karl-Anthony Towns,C.J. Watson,Anthony Davis,John Wall,LAC,CHI,BOS,HOU,MIN,ORL,NO,WAS,PF,SF,SF,SF,C,PG,PF,PG,547.270438671,178.5,21,Dec22016,9,0.0
Stanley Johnson,DeMar DeRozan,Jaylen Brown,Corey Brewer,C.J. Watson,Kyle Lowry,DeMarcus Cousins,Isaiah Thomas,DET,TOR,BOS,HOU,ORL,TOR,SAC,BOS,SG,SG,SF,SF,PG,PG,PF,PG,488.128423026,178.0,59,Dec22016,9,0.0
Hollis Thompson,Mario Hezonja,Kawhi Leonard,Jason Smith,C.J. Watson,Anthony Davis,John Wall,Isaiah Thomas,PHI,ORL,SA,WAS,ORL,NO,WAS,BOS,SG,SG,SF,PF,PG,PF,PG,PG,467.422564622,177.75,54,Dec22016,9,0.0
Gerald Green,Malachi Richardson,Mike Miller,Davis Bertans,Anthony Davis,Kyle Lowry,DeMarcus Cousins,Isaiah Thomas,BOS,SAC,DEN,SA,NO,TOR,SAC,BOS,SG,SG,SG,SF,PF,PG,PF,PG,535.915270999,177.0,16,Dec22016,9,0.0
K.J. McDaniels,Thabo Sefolosha,Doug McDermott,Ben Simmons,Andre Drummond,Anthony Davis,John Wall,Isaiah Thomas,HOU,ATL,CHI,PHI,DET,NO,WAS,BOS,SG,SF,SF,SF,C,PF,PG,PG,571.507947643,174.25,75,Dec22016,9,0.0
Kristaps Porzingis,Brandon Ingram,Thabo Sefolosha,Doug McDermott,Tim Hardaway Jr.,C.J. Watson,DeMarcus Cousins,Isaiah Thomas,NY,LAL,ATL,CHI,ATL,ORL,SAC,BOS,PF,SF,SF,SF,PG,PG,PF,PG,501.940654553,174.25,25,Dec22016,9,0.0
Hollis Thompson,Mario Hezonja,Kristaps Porzingis,Davis Bertans,Karl-Anthony Towns,C.J. Watson,John Wall,DeMarcus Cousins,PHI,ORL,NY,SA,MIN,ORL,WAS,SAC,SG,SG,PF,SF,C,PG,PG,PF,487.740114217,174.0,61,Dec22016,9,0.0
James Harden,Jordan Clarkson,Trevor Ariza,Larry Nance Jr.,DeMarre Carroll,Tyler Zeller,Tarik Black,Isaiah Thomas,HOU,LAL,HOU,LAL,TOR,BOS,LAL,BOS,PG,PG,SF,SF,SF,C,C,PG,493.033329779,171.0,97,Dec22016,9,0.0
K.J. McDaniels,Jaylen Brown,Corey Brewer,Garrett Temple,Iman Shumpert,Anthony Davis,Kyle Lowry,DeMarcus Cousins,HOU,BOS,HOU,SAC,CLE,NO,TOR,SAC,SG,SF,SF,PG,PG,PF,PG,PF,460.486775808,170.75,60,Dec22016,9,0.0
Kristaps Porzingis,Brandon Ingram,Thabo Sefolosha,Karl-Anthony Towns,Andre Drummond,Garrett Temple,Iman Shumpert,C.J. Watson,NY,LAL,ATL,MIN,DET,SAC,CLE,ORL,PF,SF,SF,C,C,PG,PG,PG,468.170778354,169.75,26,Dec22016,9,0.0
Kristaps Porzingis,Kawhi Leonard,Dario Saric,Karl-Anthony Towns,Garrett Temple,Iman Shumpert,C.J. Watson,Anthony Davis,NY,SA,PHI,MIN,SAC,CLE,ORL,NO,PF,SF,SF,C,PG,PG,PG,PF,513.297584311,169.0,39,Dec22016,9,0.0
Stanley Johnson,DeMar DeRozan,Lance Thomas,Dante Cunningham,C.J. Watson,Anthony Davis,Chris Paul,Isaiah Thomas,DET,TOR,NY,NO,ORL,NO,LAC,BOS,SG,SG,SF,SF,PG,PF,PG,PG,493.670438172,168.75,94,Dec22016,9,0.0
Gerald Green,Malachi Richardson,Mike Miller,Davis Bertans,Andre Drummond,Anthony Davis,John Wall,Isaiah Thomas,BOS,SAC,DEN,SA,DET,NO,WAS,BOS,SG,SG,SG,SF,C,PF,PG,PG,508.152682623,167.75,24,Dec22016,9,0.0
Blake Griffin,Kristaps Porzingis,Thabo Sefolosha,Jamal Murray,Tim Hardaway Jr.,Mike Muscala,C.J. Watson,Anthony Davis,LAC,NY,ATL,DEN,ATL,ATL,ORL,NO,PF,PF,SF,PG,PG,C,PG,PF,535.678023952,166.0,17,Dec22016,9,0.0
Kristaps Porzingis,Jason Smith,Brandon Ingram,Thabo Sefolosha,Doug McDermott,C.J. Watson,DeMarcus Cousins,Isaiah Thomas,NY,WAS,LAL,ATL,CHI,ORL,SAC,BOS,PF,PF,SF,SF,SF,PG,PF,PG,502.82329576,165.0,14,Dec22016,9,0.0
Jordan Clarkson,Kristaps Porzingis,Lou Williams,Larry Nance Jr.,Tim Hardaway Jr.,Tyler Zeller,Tarik Black,John Wall,LAL,NY,LAL,LAL,ATL,BOS,LAL,WAS,PG,PF,SG,SF,PG,C,C,PG,559.900394667,164.5,77,Dec22016,9,0.0
Blake Griffin,DeMar DeRozan,Doug McDermott,Jaylen Brown,Corey Brewer,Karl-Anthony Towns,C.J. Watson,Anthony Davis,LAC,TOR,CHI,BOS,HOU,MIN,ORL,NO,PF,SG,SF,SF,SF,C,PG,PF,550.431270684,163.5,13,Dec22016,9,0.0
Jordan Clarkson,Larry Nance Jr.,DeMarre Carroll,Jeff Green,Tim Hardaway Jr.,Mike Muscala,Tarik Black,John Wall,LAL,LAL,TOR,ORL,ATL,ATL,LAL,WAS,PG,SF,SF,SF,PG,C,C,PG,549.546292039,162.75,89,Dec22016,9,0.0
Kent Bazemore,Lou Williams,K.J. McDaniels,Larry Nance Jr.,DeMarre Carroll,Karl-Anthony Towns,Andre Drummond,Isaiah Thomas,ATL,LAL,HOU,LAL,TOR,MIN,DET,BOS,SG,SG,SG,SF,SF,C,C,PG,554.729667793,161.0,69,Dec22016,9,0.0
Kay Felder,John Lucas III,Taj Gibson,Tyreke Evans,Kent Bazemore,Will Barton,Mike Muscala,John Wall,CLE,MIN,CHI,NO,ATL,DEN,ATL,WAS,PG,PG,PF,SG,SG,SG,C,PG,473.251034401,160.5,4,Dec22016,9,0.0
Brandon Ingram,Thabo Sefolosha,Doug McDermott,Andre Drummond,Garrett Temple,Iman Shumpert,C.J. Watson,DeMarcus Cousins,LAL,ATL,CHI,DET,SAC,CLE,ORL,SAC,SF,SF,SF,C,PG,PG,PG,PF,505.573993113,159.75,47,Dec22016,9,0.0
Rudy Gay,Trevor Ariza,Jeff Green,Garrett Temple,Mike Muscala,Iman Shumpert,Tarik Black,C.J. Watson,SAC,HOU,ORL,SAC,ATL,CLE,LAL,ORL,SF,SF,SF,PG,C,PG,C,PG,460.967917314,158.75,28,Dec22016,9,0.0
Michael Carter-Williams,Hollis Thompson,Mario Hezonja,Kristaps Porzingis,Karl-Anthony Towns,C.J. Watson,Anthony Davis,John Wall,CHI,PHI,ORL,NY,MIN,ORL,NO,WAS,PG,SG,SG,PF,C,PG,PF,PG,403.486069134,157.75,19,Dec22016,9,0.0
Stanley Johnson,DeMar DeRozan,Lance Thomas,Dante Cunningham,Karl-Anthony Towns,C.J. Watson,Anthony Davis,Isaiah Thomas,DET,TOR,NY,NO,MIN,ORL,NO,BOS,SG,SG,SF,SF,C,PG,PF,PG,448.051438828,156.25,37,Dec22016,9,0.0
Thabo Sefolosha,Larry Nance Jr.,Jeff Green,Karl-Anthony Towns,Garrett Temple,Iman Shumpert,C.J. Watson,Anthony Davis,ATL,LAL,ORL,MIN,SAC,CLE,ORL,NO,SF,SF,SF,C,PG,PG,PG,PF,501.755607663,156.0,64,Dec22016,9,0.0
Hollis Thompson,Mario Hezonja,Kristaps Porzingis,K.J. McDaniels,Davis Bertans,Karl-Anthony Towns,Anthony Davis,Kyle Lowry,PHI,ORL,NY,HOU,SA,MIN,NO,TOR,SG,SG,PF,SG,SF,C,PF,PG,504.994951044,153.75,31,Dec22016,9,0.0
Kawhi Leonard,Jason Smith,Ben Simmons,Davis Bertans,Garrett Temple,Iman Shumpert,Anthony Davis,Isaiah Thomas,SA,WAS,PHI,SA,SAC,CLE,NO,BOS,SF,PF,SF,SF,PG,PG,PF,PG,440.151800882,151.25,74,Dec22016,9,0.0
Thabo Sefolosha,Nikola Mirotic,Luol Deng,Andre Drummond,Garrett Temple,Iman Shumpert,C.J. Watson,Anthony Davis,ATL,CHI,LAL,DET,SAC,CLE,ORL,NO,SF,SF,SF,C,PG,PG,PG,PF,539.897795486,149.25,79,Dec22016,9,0.0
Michael Carter-Williams,Hollis Thompson,Mario Hezonja,Davis Bertans,C.J. Watson,Anthony Davis,Chris Paul,DeMarcus Cousins,CHI,PHI,ORL,SA,ORL,NO,LAC,SAC,PG,SG,SG,SF,PG,PF,PG,PF,496.324509083,148.75,91,Dec22016,9,0.0
Larry Nance Jr.,DeMarre Carroll,Jeff Green,Karl-Anthony Towns,Andre Drummond,Garrett Temple,Iman Shumpert,C.J. Watson,LAL,TOR,ORL,MIN,DET,SAC,CLE,ORL,SF,SF,SF,C,C,PG,PG,PG,505.129125203,147.0,52,Dec22016,9,0.0
Kay Felder,John Lucas III,Tyreke Evans,Kent Bazemore,Will Barton,Blake Griffin,Jason Smith,Anthony Davis,CLE,MIN,NO,ATL,DEN,LAC,WAS,NO,PG,PG,SG,SG,SG,PF,PF,PF,528.619581544,145.5,6,Dec22016,9,0.0
Kay Felder,John Lucas III,Lou Williams,Thabo Sefolosha,Nikola Mirotic,Luol Deng,Anthony Davis,Kyle Lowry,CLE,MIN,LAL,ATL,CHI,LAL,NO,TOR,PG,PG,SG,SF,SF,SF,PF,PG,563.512102228,142.0,70,Dec22016,9,0.0
Jordan Clarkson,Darren Collison,Larry Nance Jr.,DeMarre Carroll,Jeff Green,Tim Hardaway Jr.,Mike Muscala,Tarik Black,LAL,SAC,LAL,TOR,ORL,ATL,ATL,LAL,PG,PG,SF,SF,SF,PG,C,C,542.409889701,135.75,49,Dec22016,9,0.0
Kay Felder,John Lucas III,Kris Dunn,DeMar DeRozan,Larry Nance Jr.,Nikola Mirotic,Luol Deng,Karl-Anthony Towns,CLE,MIN,MIN,TOR,LAL,CHI,LAL,MIN,PG,PG,PG,SG,SF,SF,SF,C,511.658173402,133.5,53,Dec22016,9,0.0
Gerald Green,Malachi Richardson,Mike Miller,Thabo Sefolosha,Larry Nance Jr.,DeMarre Carroll,John Wall,DeMarcus Cousins,BOS,SAC,DEN,ATL,LAL,TOR,WAS,SAC,SG,SG,SG,SF,SF,SF,PG,PF,534.659796173,131.25,84,Dec22016,9,0.0
Jordan Clarkson,Darren Collison,Kris Humphries,Juancho Hernangomez,Brandon Ingram,Thabo Sefolosha,Doug McDermott,Tim Hardaway Jr.,LAL,SAC,ATL,DEN,LAL,ATL,CHI,ATL,PG,PG,PF,PF,SF,SF,SF,PG,561.87,121.0,55,Dec22016,9,0.0
Kay Felder,John Lucas III,Tyreke Evans,Kent Bazemore,Will Barton,Kris Humphries,Juancho Hernangomez,Chris Paul,CLE,MIN,NO,ATL,DEN,ATL,DEN,LAC,PG,PG,SG,SG,SG,PF,PF,PG,527.75,119.5,78,Dec22016,9,0.0
James Harden,Kay Felder,John Lucas III,Larry Nance Jr.,DeMarre Carroll,Jeff Green,Mike Muscala,Tarik Black,HOU,CLE,MIN,LAL,TOR,ORL,ATL,LAL,PG,PG,PG,SF,SF,SF,C,C,458.069503928,114.0,15,Dec22016,9,0.0
Larry Nance Jr.,DeMarre Carroll,Jeff Green,Garrett Temple,Mike Muscala,Iman Shumpert,Tarik Black,C.J. Watson,LAL,TOR,ORL,SAC,ATL,CLE,LAL,ORL,SF,SF,SF,PG,C,PG,C,PG,503.542812558,104.0,86,Dec22016,9,0.0
Giannis Antetokounmpo,Stephen Curry,Eric Bledsoe,Troy Daniels,Hassan Whiteside,Luol Deng,Michael Beasley,Luke Babbitt,MIL,GS,PHO,MEM,MIA,LAL,MIL,MIA,PG,PG,PG,SG,C,SF,SF,SF,496.210640368,294.75,95,Dec32016,9,0.0
Stephen Curry,Will Barton,Evan Turner,Isaiah Thomas,Eric Bledsoe,Rodney Hood,Dwight Howard,Michael Beasley,GS,DEN,POR,BOS,PHO,UTA,ATL,MIL,PG,SG,SG,PG,PG,SG,C,SF,433.184615625,293.0,53,Dec32016,9,0.0
Will Barton,Evan Turner,Allen Crabbe,Draymond Green,Kyle Lowry,Eric Bledsoe,J.J. Barea,Hassan Whiteside,DEN,POR,POR,GS,TOR,PHO,DAL,MIA,SG,SG,SG,PF,PG,PG,PG,C,466.05239775,287.5,26,Dec32016,9,0.0
Allen Crabbe,Norman Powell,Kyle Lowry,Isaiah Thomas,Eric Bledsoe,Karl-Anthony Towns,Dwight Howard,Michael Beasley,POR,TOR,TOR,BOS,PHO,MIN,ATL,MIL,SG,SG,PG,PG,PG,C,C,SF,454.15422559,282.5,68,Dec32016,9,0.0
Giannis Antetokounmpo,Jahlil Okafor,Isaiah Thomas,Rodney Hood,P.J. Tucker,Michael Kidd-Gilchrist,Andre Iguodala,Karl-Anthony Towns,MIL,PHI,BOS,UTA,PHO,CHA,GS,MIN,PG,PF,PG,SG,SF,SF,SF,C,531.00073585,280.0,10,Dec32016,9,0.0
Giannis Antetokounmpo,Stephen Curry,Patrick McCaw,Shabazz Muhammad,Troy Daniels,Hassan Whiteside,Karl-Anthony Towns,Luke Babbitt,MIL,GS,GS,MIN,MEM,MIA,MIN,MIA,PG,PG,SG,SG,SG,C,C,SF,471.554093589,277.25,28,Dec32016,9,0.0
Giannis Antetokounmpo,Stephen Curry,Troy Daniels,Karl-Anthony Towns,Dwight Howard,Luol Deng,Michael Beasley,Luke Babbitt,MIL,GS,MEM,MIN,ATL,LAL,MIL,MIA,PG,PG,SG,C,C,SF,SF,SF,528.208882601,275.0,75,Dec32016,9,0.0
Giannis Antetokounmpo,Stephen Curry,Will Barton,Evan Turner,Taj Gibson,Isaiah Thomas,Rodney Hood,Michael Beasley,MIL,GS,DEN,POR,CHI,BOS,UTA,MIL,PG,PG,SG,SG,PF,PG,SG,SF,480.398060224,275.0,88,Dec32016,9,0.0
Giannis Antetokounmpo,Eric Bledsoe,Rodney Hood,Hassan Whiteside,Dwight Howard,Luol Deng,Michael Beasley,Luke Babbitt,MIL,PHO,UTA,MIA,ATL,LAL,MIL,MIA,PG,PG,SG,C,C,SF,SF,SF,517.309664876,274.5,87,Dec32016,9,0.0
Damian Lillard,Isaiah Thomas,Eric Bledsoe,Rodney Hood,Hassan Whiteside,Luol Deng,Michael Beasley,Luke Babbitt,POR,BOS,PHO,UTA,MIA,LAL,MIL,MIA,PG,PG,PG,SG,C,SF,SF,SF,536.845026015,274.25,14,Dec32016,9,0.0
Giannis Antetokounmpo,Isaiah Thomas,Tim Hardaway Jr.,Larry Nance Jr.,Hassan Whiteside,Dwight Howard,Luol Deng,Michael Beasley,MIL,BOS,ATL,LAL,MIA,ATL,LAL,MIL,PG,PG,PG,SF,C,C,SF,SF,440.077083629,272.5,7,Dec32016,9,0.0
Damian Lillard,Isaiah Thomas,Tim Hardaway Jr.,Larry Nance Jr.,Hassan Whiteside,Karl-Anthony Towns,Luol Deng,Michael Beasley,POR,BOS,ATL,LAL,MIA,MIN,LAL,MIL,PG,PG,PG,SF,C,C,SF,SF,465.287869727,271.5,82,Dec32016,9,0.0
Giannis Antetokounmpo,Draymond Green,Sean Kilpatrick,Troy Daniels,Mike Miller,Hassan Whiteside,Luol Deng,Michael Beasley,MIL,GS,BKN,MEM,DEN,MIA,LAL,MIL,PG,PF,SG,SG,SG,C,SF,SF,476.797018089,269.0,24,Dec32016,9,0.0
Giannis Antetokounmpo,Isaiah Thomas,Mike Miller,Hassan Whiteside,Karl-Anthony Towns,Luol Deng,Michael Beasley,Luke Babbitt,MIL,BOS,DEN,MIA,MIN,LAL,MIL,MIA,PG,PG,SG,C,C,SF,SF,SF,459.885449733,266.25,46,Dec32016,9,0.0
Giannis Antetokounmpo,Isaiah Thomas,Mike Miller,Hassan Whiteside,Karl-Anthony Towns,Luol Deng,Michael Beasley,Luke Babbitt,MIL,BOS,DEN,MIA,MIN,LAL,MIL,MIA,PG,PG,SG,C,C,SF,SF,SF,456.27568783,266.25,8,Dec32016,9,0.0
Stephen Curry,Kyle Lowry,Rodney Hood,Troy Daniels,P.J. Tucker,Ian Clark,Hassan Whiteside,Michael Beasley,GS,TOR,UTA,MEM,PHO,GS,MIA,MIL,PG,PG,SG,SG,SF,PG,C,SF,459.311398347,265.75,54,Dec32016,9,0.0
Giannis Antetokounmpo,Stephen Curry,Kyle Lowry,Troy Daniels,Larry Nance Jr.,Dwight Howard,Luol Deng,Michael Beasley,MIL,GS,TOR,MEM,LAL,ATL,LAL,MIL,PG,PG,PG,SG,SF,C,SF,SF,430.175909365,263.25,67,Dec32016,9,0.0
Giannis Antetokounmpo,Stephen Curry,Bojan Bogdanovic,Rodney Hood,Troy Daniels,Karl-Anthony Towns,Michael Beasley,Luke Babbitt,MIL,GS,BKN,UTA,MEM,MIN,MIL,MIA,PG,PG,SG,SG,SG,C,SF,SF,471.980476406,261.5,5,Dec32016,9,0.0
Giannis Antetokounmpo,Damian Lillard,Allen Crabbe,Dwight Powell,Eric Bledsoe,Hassan Whiteside,Michael Beasley,Luke Babbitt,MIL,POR,POR,DAL,PHO,MIA,MIL,MIA,PG,PG,SG,PF,PG,C,SF,SF,476.161663506,261.25,22,Dec32016,9,0.0
Giannis Antetokounmpo,Stephen Curry,Isaiah Thomas,Mike Miller,Dario Saric,Hassan Whiteside,Michael Beasley,Luke Babbitt,MIL,GS,BOS,DEN,PHI,MIA,MIL,MIA,PG,PG,PG,SG,SF,C,SF,SF,441.598166196,260.25,60,Dec32016,9,0.0
Giannis Antetokounmpo,Stephen Curry,Will Barton,Evan Turner,Ian Clark,DeMarre Carroll,Karl-Anthony Towns,Justin Hamilton,MIL,GS,DEN,POR,GS,TOR,MIN,BKN,PG,PG,SG,SG,PG,SF,C,C,492.833415617,260.25,99,Dec32016,9,0.0
Isaiah Thomas,Sean Kilpatrick,Zach LaVine,Troy Daniels,Karl-Anthony Towns,Luol Deng,Michael Beasley,Luke Babbitt,BOS,BKN,MIN,MEM,MIN,LAL,MIL,MIA,PG,SG,SG,SG,C,SF,SF,SF,494.254365459,257.0,93,Dec32016,9,0.0
Giannis Antetokounmpo,Kyle Lowry,Eric Bledsoe,Rodney Hood,Dwight Howard,Luol Deng,Michael Beasley,Luke Babbitt,MIL,TOR,PHO,UTA,ATL,LAL,MIL,MIA,PG,PG,PG,SG,C,SF,SF,SF,486.20771345,256.0,33,Dec32016,9,0.0
Giannis Antetokounmpo,Jimmy Butler,Will Barton,Evan Turner,Spencer Hawes,Andrew Harrison,J.J. Barea,Karl-Anthony Towns,MIL,CHI,DEN,POR,CHA,MEM,DAL,MIN,PG,SG,SG,SG,PF,PG,PG,C,457.246150523,255.75,91,Dec32016,9,0.0
Giannis Antetokounmpo,Stephen Curry,Draymond Green,Jahlil Okafor,Rodney Hood,Troy Daniels,Mike Miller,DeMarre Carroll,MIL,GS,GS,PHI,UTA,MEM,DEN,TOR,PG,PG,PF,PF,SG,SG,SG,SF,461.160859378,255.5,92,Dec32016,9,0.0
Stephen Curry,Damian Lillard,Rodney Hood,Troy Daniels,Hassan Whiteside,Luol Deng,Michael Beasley,Luke Babbitt,GS,POR,UTA,MEM,MIA,LAL,MIL,MIA,PG,PG,SG,SG,C,SF,SF,SF,494.782681437,255.0,79,Dec32016,9,0.0
Giannis Antetokounmpo,Sean Kilpatrick,Zach LaVine,Troy Daniels,Larry Nance Jr.,Karl-Anthony Towns,Luol Deng,Michael Beasley,MIL,BKN,MIN,MEM,LAL,MIN,LAL,MIL,PG,SG,SG,SG,SF,C,SF,SF,475.259361762,254.5,16,Dec32016,9,0.0
Giannis Antetokounmpo,Sean Kilpatrick,Rodney Hood,Troy Daniels,P.J. Tucker,Michael Kidd-Gilchrist,Larry Nance Jr.,Karl-Anthony Towns,MIL,BKN,UTA,MEM,PHO,CHA,LAL,MIN,PG,SG,SG,SG,SF,SF,SF,C,482.905834695,252.75,6,Dec32016,9,0.0
Giannis Antetokounmpo,Kyle Lowry,Rodney Hood,Troy Daniels,Dwight Howard,Luol Deng,Michael Beasley,Luke Babbitt,MIL,TOR,UTA,MEM,ATL,LAL,MIL,MIA,PG,PG,SG,SG,C,SF,SF,SF,483.824268756,251.75,74,Dec32016,9,0.0
Giannis Antetokounmpo,Patrick McCaw,Shabazz Muhammad,Hollis Thompson,Kyle Lowry,Trey Lyles,Eric Bledsoe,Karl-Anthony Towns,MIL,GS,MIN,PHI,TOR,UTA,PHO,MIN,PG,SG,SG,SG,PG,PF,PG,C,464.671439892,251.75,81,Dec32016,9,0.0
Giannis Antetokounmpo,Sean Kilpatrick,Rodney Hood,Troy Daniels,Karl-Anthony Towns,Luol Deng,Michael Beasley,Luke Babbitt,MIL,BKN,UTA,MEM,MIN,LAL,MIL,MIA,PG,SG,SG,SG,C,SF,SF,SF,522.862835809,251.0,85,Dec32016,9,0.0
Giannis Antetokounmpo,Stephen Curry,Tim Hardaway Jr.,Karl-Anthony Towns,Dwight Howard,Luol Deng,Michael Beasley,Luke Babbitt,MIL,GS,ATL,MIN,ATL,LAL,MIL,MIA,PG,PG,PG,C,C,SF,SF,SF,434.229249313,250.75,17,Dec32016,9,0.0
Stephen Curry,Kyle Lowry,Taj Gibson,Rodney Hood,P.J. Tucker,Michael Kidd-Gilchrist,Andre Iguodala,Karl-Anthony Towns,GS,TOR,CHI,UTA,PHO,CHA,GS,MIN,PG,PG,PF,SG,SF,SF,SF,C,538.918060806,246.0,78,Dec32016,9,0.0
Giannis Antetokounmpo,Stephen Curry,Isaiah Thomas,Mike Miller,Karl-Anthony Towns,Luol Deng,Michael Beasley,Luke Babbitt,MIL,GS,BOS,DEN,MIN,LAL,MIL,MIA,PG,PG,PG,SG,C,SF,SF,SF,405.863663356,245.25,47,Dec32016,9,0.0
Stephen Curry,Kyle Lowry,Sean Kilpatrick,Zach LaVine,Troy Daniels,Larry Nance Jr.,Karl-Anthony Towns,Justin Hamilton,GS,TOR,BKN,MIN,MEM,LAL,MIN,BKN,PG,PG,SG,SG,SG,SF,C,C,470.787169541,244.75,71,Dec32016,9,0.0
Giannis Antetokounmpo,Damian Lillard,Eric Bledsoe,Mike Miller,Hassan Whiteside,Luol Deng,Michael Beasley,Luke Babbitt,MIL,POR,PHO,DEN,MIA,LAL,MIL,MIA,PG,PG,PG,SG,C,SF,SF,SF,389.549794748,243.75,86,Dec32016,9,0.0
Giannis Antetokounmpo,Patrick McCaw,Shabazz Muhammad,Eric Bledsoe,Delon Wright,Hassan Whiteside,Karl-Anthony Towns,Luke Babbitt,MIL,GS,MIN,PHO,TOR,MIA,MIN,MIA,PG,SG,SG,PG,PG,C,C,SF,494.168744733,242.0,38,Dec32016,9,0.0
Damian Lillard,Isaiah Thomas,Ian Clark,Larry Nance Jr.,Karl-Anthony Towns,Dwight Howard,Luol Deng,Michael Beasley,POR,BOS,GS,LAL,MIN,ATL,LAL,MIL,PG,PG,PG,SF,C,C,SF,SF,499.532754032,241.25,56,Dec32016,9,0.0
Giannis Antetokounmpo,Stephen Curry,Patrick McCaw,Shabazz Muhammad,Hollis Thompson,Draymond Green,Jahlil Okafor,Eric Bledsoe,MIL,GS,GS,MIN,PHI,GS,PHI,PHO,PG,PG,SG,SG,SG,PF,PF,PG,525.397308696,240.75,89,Dec32016,9,0.0
Giannis Antetokounmpo,Rodney Hood,Troy Daniels,Hassan Whiteside,Luol Deng,Michael Beasley,Justin Hamilton,Luke Babbitt,MIL,UTA,MEM,MIA,LAL,MIL,BKN,MIA,PG,SG,SG,C,SF,SF,C,SF,454.495671103,238.75,51,Dec32016,9,0.0
Giannis Antetokounmpo,Eric Bledsoe,Rodney Hood,Larry Nance Jr.,Karl-Anthony Towns,Luol Deng,Michael Beasley,Justin Hamilton,MIL,PHO,UTA,LAL,MIN,LAL,MIL,BKN,PG,PG,SG,SF,C,SF,SF,C,422.736491168,236.25,35,Dec32016,9,0.0
Stephen Curry,Damian Lillard,Allen Crabbe,Trey Lyles,Eric Bledsoe,Karl-Anthony Towns,Michael Beasley,Luke Babbitt,GS,POR,POR,UTA,PHO,MIN,MIL,MIA,PG,PG,SG,PF,PG,C,SF,SF,467.502198175,235.5,58,Dec32016,9,0.0
