Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Projected Value,Actual Scored,Iteration,date,Date
Russell Westbrook,Brandon Ingram,Emmanuel Mudiay,Guillermo Hernangomez,Kyrie Irving,Karl-Anthony Towns,Kenneth Faried,Ryan Anderson,OKC,LAL,DEN,NY,CLE,MIN,DEN,HOU,PG,SF,PG,C,PG,PF/C,PF/C,PF,12700,3800,4900,3100,7300,8700,4300,4900,261.2,404.0,31,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Devin Booker,Nick Young,Tim Hardaway Jr.,Ian Clark,Karl-Anthony Towns,Kevin Love,OKC,NY,PHO,LAL,ATL,GS,MIN,CLE,PG,C,SG/SF,SG,PG/SG,PG/SG,PF/C,PF/C,12700,3100,5500,4100,4000,3000,8700,8000,258.22,404.0,32,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Guillermo Hernangomez,Nick Young,Ian Clark,Kevin Durant,Karl-Anthony Towns,Kenneth Faried,OKC,LAL,NY,LAL,GS,GS,MIN,DEN,PG,SF,C,SG,PG/SG,SF/PF,PF/C,PF/C,12700,3800,3100,4100,3000,9400,8700,4300,250.01,404.0,33,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Devin Booker,Nick Young,Kyrie Irving,Ian Clark,Karl-Anthony Towns,Reggie Jackson,OKC,NY,PHO,LAL,CLE,GS,MIN,DET,PG,C,SG/SF,SG,PG,PG/SG,PF/C,PG,12700,3100,5500,4100,7300,3000,8700,5400,256.54,404.0,34,Dec172016,2016-12-17
Russell Westbrook,Emmanuel Mudiay,Guillermo Hernangomez,Kent Bazemore,Nick Young,Kyrie Irving,Karl-Anthony Towns,Ryan Anderson,OKC,DEN,NY,ATL,LAL,CLE,MIN,HOU,PG,PG,C,SG/SF,SG,PG,PF/C,PF,12700,4900,3100,4300,4100,7300,8700,4900,255.83,403.75,35,Dec172016,2016-12-17
Russell Westbrook,Luol Deng,Guillermo Hernangomez,Nick Young,Ian Clark,Karl-Anthony Towns,Kevin Love,Ryan Anderson,OKC,LAL,NY,LAL,GS,MIN,CLE,HOU,PG,SF,C,SG,PG/SG,PF/C,PF/C,PF,12700,4600,3100,4100,3000,8700,8000,4900,258.66,403.75,36,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Guillermo Hernangomez,Nick Young,Karl-Anthony Towns,Kevin Love,Ryan Anderson,Marvin Williams,OKC,LAL,NY,LAL,MIN,CLE,HOU,CHA,PG,SF,C,SG,PF/C,PF/C,PF,PF,12700,3800,3100,4100,8700,8000,4900,4000,263.08,403.75,37,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Guillermo Hernangomez,Devin Booker,Ian Clark,Karl-Anthony Towns,Kevin Love,Ryan Anderson,OKC,LAL,NY,PHO,GS,MIN,CLE,HOU,PG,SF,C,SG/SF,PG/SG,PF/C,PF/C,PF,12700,3800,3100,5500,3000,8700,8000,4900,259.13,403.5,40,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Devin Booker,Nick Young,Kyrie Irving,Karl-Anthony Towns,Kenneth Faried,Marvin Williams,OKC,NY,PHO,LAL,CLE,MIN,DEN,CHA,PG,C,SG/SF,SG,PG,PF/C,PF/C,PF,12700,3100,5500,4100,7300,8700,4300,4000,263.18,403.5,41,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Guillermo Hernangomez,Tim Hardaway Jr.,Karl-Anthony Towns,Kevin Love,Kenneth Faried,Ryan Anderson,OKC,LAL,NY,ATL,MIN,CLE,DEN,HOU,PG,SF,C,PG/SG,PF/C,PF/C,PF/C,PF,12700,3800,3100,4000,8700,8000,4300,4900,264.39,403.5,38,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Guillermo Hernangomez,Devin Booker,Nick Young,Tim Hardaway Jr.,Karl-Anthony Towns,Kevin Love,OKC,LAL,NY,PHO,LAL,ATL,MIN,CLE,PG,SF,C,SG/SF,SG,PG/SG,PF/C,PF/C,12700,3800,3100,5500,4100,4000,8700,8000,265.92,403.5,39,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Devin Booker,Kentavious Caldwell-Pope,Nick Young,Ian Clark,Karl-Anthony Towns,Kevin Love,OKC,NY,PHO,DET,LAL,GS,MIN,CLE,PG,C,SG/SF,SG,SG,PG/SG,PF/C,PF/C,12700,3100,5500,4600,4100,3000,8700,8000,264.11,403.25,42,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Kent Bazemore,Nick Young,Tim Hardaway Jr.,Karl-Anthony Towns,Kevin Love,Ryan Anderson,OKC,NY,ATL,LAL,ATL,MIN,CLE,HOU,PG,C,SG/SF,SG,PG/SG,PF/C,PF/C,PF,12700,3100,4300,4100,4000,8700,8000,4900,259.02,403.25,43,Dec172016,2016-12-17
Russell Westbrook,Emmanuel Mudiay,Guillermo Hernangomez,Devin Booker,Nick Young,Karl-Anthony Towns,Kenneth Faried,Ryan Anderson,OKC,DEN,NY,PHO,LAL,MIN,DEN,HOU,PG,PG,C,SG/SF,SG,PF/C,PF/C,PF,12700,4900,3100,5500,4100,8700,4300,4900,256.69,403.25,44,Dec172016,2016-12-17
Russell Westbrook,Luol Deng,Brandon Ingram,Guillermo Hernangomez,Nick Young,Karl-Anthony Towns,Kevin Love,Ryan Anderson,OKC,LAL,LAL,NY,LAL,MIN,CLE,HOU,PG,SF,SF,C,SG,PF/C,PF/C,PF,12700,4600,3800,3100,4100,8700,8000,4900,266.36,403.25,45,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Will Barton,Nick Young,Kyrie Irving,Ian Clark,Karl-Anthony Towns,Ryan Anderson,OKC,NY,DEN,LAL,CLE,GS,MIN,HOU,PG,C,SG/SF,SG,PG,PG/SG,PF/C,PF,12700,3100,5700,4100,7300,3000,8700,4900,249.78,403.0,46,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Emmanuel Mudiay,Guillermo Hernangomez,Nick Young,Kyrie Irving,Karl-Anthony Towns,Kenneth Faried,OKC,LAL,DEN,NY,LAL,CLE,MIN,DEN,PG,SF,PG,C,SG,PG,PF/C,PF/C,12700,3800,4900,3100,4100,7300,8700,4300,257.01,403.0,47,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Emmanuel Mudiay,Guillermo Hernangomez,Nick Young,Ian Clark,Kevin Durant,Karl-Anthony Towns,OKC,LAL,DEN,NY,LAL,GS,GS,MIN,PG,SF,PG,C,SG,PG/SG,SF/PF,PF/C,12700,3800,4900,3100,4100,3000,9400,8700,251.71,403.0,48,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Will Barton,Nick Young,Ian Clark,Karl-Anthony Towns,Kevin Love,Kenneth Faried,OKC,NY,DEN,LAL,GS,MIN,CLE,DEN,PG,C,SG/SF,SG,PG/SG,PF/C,PF/C,PF/C,12700,3100,5700,4100,3000,8700,8000,4300,252.86,403.0,49,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Devin Booker,Nick Young,Karl-Anthony Towns,Kenneth Faried,Ryan Anderson,Reggie Jackson,OKC,NY,PHO,LAL,MIN,DEN,HOU,DET,PG,C,SG/SF,SG,PF/C,PF/C,PF,PG,12700,3100,5500,4100,8700,4300,4900,5400,258.2,402.75,51,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Devin Booker,Eric Gordon,Nick Young,Kyrie Irving,Ian Clark,Karl-Anthony Towns,OKC,NY,PHO,HOU,LAL,CLE,GS,MIN,PG,C,SG/SF,SG,SG,PG,PG/SG,PF/C,12700,3100,5500,5400,4100,7300,3000,8700,258.04,402.75,50,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Guillermo Hernangomez,Devin Booker,Nick Young,Ian Clark,Karl-Anthony Towns,Kevin Love,OKC,LAL,NY,PHO,LAL,GS,MIN,CLE,PG,SF,C,SG/SF,SG,PG/SG,PF/C,PF/C,12700,3800,3100,5500,4100,3000,8700,8000,254.94,402.5,53,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Guillermo Hernangomez,Nick Young,Kyrie Irving,Tim Hardaway Jr.,Karl-Anthony Towns,Ryan Anderson,OKC,LAL,NY,LAL,CLE,ATL,MIN,HOU,PG,SF,C,SG,PG,PG/SG,PF/C,PF,12700,3800,3100,4100,7300,4000,8700,4900,257.12,402.5,54,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Guillermo Hernangomez,Ian Clark,Karl-Anthony Towns,Kevin Love,Kenneth Faried,Ryan Anderson,OKC,LAL,NY,GS,MIN,CLE,DEN,HOU,PG,SF,C,PG/SG,PF/C,PF/C,PF/C,PF,12700,3800,3100,3000,8700,8000,4300,4900,253.41,402.5,55,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Guillermo Hernangomez,Nick Young,Tim Hardaway Jr.,Karl-Anthony Towns,Kevin Love,Kenneth Faried,OKC,LAL,NY,LAL,ATL,MIN,CLE,DEN,PG,SF,C,SG,PG/SG,PF/C,PF/C,PF/C,12700,3800,3100,4100,4000,8700,8000,4300,260.2,402.5,56,Dec172016,2016-12-17
Guillermo Hernangomez,Devin Booker,Kyrie Irving,Ian Clark,Kevin Durant,Karl-Anthony Towns,Kevin Love,Ryan Anderson,NY,PHO,CLE,GS,GS,MIN,CLE,HOU,C,SG/SF,PG,PG/SG,SF/PF,PF/C,PF/C,PF,3100,5500,7300,3000,9400,8700,8000,4900,257.76,402.5,57,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Guillermo Hernangomez,Nick Young,Kyrie Irving,Karl-Anthony Towns,Kenneth Faried,Reggie Jackson,OKC,LAL,NY,LAL,CLE,MIN,DEN,DET,PG,SF,C,SG,PG,PF/C,PF/C,PG,12700,3800,3100,4100,7300,8700,4300,5400,258.52,402.5,52,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Kent Bazemore,Nick Young,Ian Clark,Karl-Anthony Towns,Kevin Love,Ryan Anderson,OKC,NY,ATL,LAL,GS,MIN,CLE,HOU,PG,C,SG/SF,SG,PG/SG,PF/C,PF/C,PF,12700,3100,4300,4100,3000,8700,8000,4900,248.04,402.25,58,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Devin Booker,Nick Young,Kyrie Irving,Ian Clark,Kevin Durant,Ryan Anderson,OKC,NY,PHO,LAL,CLE,GS,GS,HOU,PG,C,SG/SF,SG,PG,PG/SG,SF/PF,PF,12700,3100,5500,4100,7300,3000,9400,4900,258.06,402.25,59,Dec172016,2016-12-17
Russell Westbrook,Emmanuel Mudiay,Guillermo Hernangomez,Devin Booker,Nick Young,Jeff Teague,Karl-Anthony Towns,Kenneth Faried,OKC,DEN,NY,PHO,LAL,IND,MIN,DEN,PG,PG,C,SG/SF,SG,PG,PF/C,PF/C,12700,4900,3100,5500,4100,6600,8700,4300,264.03,402.0,62,Dec172016,2016-12-17
Russell Westbrook,Luol Deng,Guillermo Hernangomez,Nick Young,Ian Clark,Kevin Durant,Karl-Anthony Towns,Kenneth Faried,OKC,LAL,NY,LAL,GS,GS,MIN,DEN,PG,SF,C,SG,PG/SG,SF/PF,PF/C,PF/C,12700,4600,3100,4100,3000,9400,8700,4300,255.44,402.0,63,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Cody Zeller,Nick Young,Ian Clark,Karl-Anthony Towns,Kevin Love,Ryan Anderson,OKC,LAL,CHA,LAL,GS,MIN,CLE,HOU,PG,SF,C,SG,PG/SG,PF/C,PF/C,PF,12700,3800,4300,4100,3000,8700,8000,4900,267.09,402.0,61,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Devin Booker,Ian Clark,Karl-Anthony Towns,Kevin Love,Ryan Anderson,Marvin Williams,OKC,NY,PHO,GS,MIN,CLE,HOU,CHA,PG,C,SG/SF,PG/SG,PF/C,PF/C,PF,PF,12700,3100,5500,3000,8700,8000,4900,4000,261.28,402.0,60,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Glenn Robinson III,Nick Young,Kyrie Irving,Karl-Anthony Towns,Kenneth Faried,Ryan Anderson,OKC,NY,IND,LAL,CLE,MIN,DEN,HOU,PG,C,SG/SF,SG,PG,PF/C,PF/C,PF,12700,3100,4100,4100,7300,8700,4300,4900,262.15,401.75,64,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Guillermo Hernangomez,Kentavious Caldwell-Pope,Nick Young,Kyrie Irving,Karl-Anthony Towns,Ryan Anderson,OKC,LAL,NY,DET,LAL,CLE,MIN,HOU,PG,SF,C,SG,SG,PG,PF/C,PF,12700,3800,3100,4600,4100,7300,8700,4900,263.01,401.75,65,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Guillermo Hernangomez,Kent Bazemore,Nick Young,Karl-Anthony Towns,Kevin Love,Ryan Anderson,OKC,LAL,NY,ATL,LAL,MIN,CLE,HOU,PG,SF,C,SG/SF,SG,PF/C,PF/C,PF,12700,3800,3100,4300,4100,8700,8000,4900,255.74,401.75,66,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Guillermo Hernangomez,Kentavious Caldwell-Pope,Nick Young,Karl-Anthony Towns,Kevin Love,Kenneth Faried,OKC,LAL,NY,DET,LAL,MIN,CLE,DEN,PG,SF,C,SG,SG,PF/C,PF/C,PF/C,12700,3800,3100,4600,4100,8700,8000,4300,266.09,401.75,67,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Glenn Robinson III,Nick Young,Ian Clark,Kevin Durant,Karl-Anthony Towns,Ryan Anderson,OKC,NY,IND,LAL,GS,GS,MIN,HOU,PG,C,SG/SF,SG,PG/SG,SF/PF,PF/C,PF,12700,3100,4100,4100,3000,9400,8700,4900,256.85,401.75,68,Dec172016,2016-12-17
Russell Westbrook,Cody Zeller,Devin Booker,Nick Young,Kyrie Irving,Ian Clark,Karl-Anthony Towns,Kenneth Faried,OKC,CHA,PHO,LAL,CLE,GS,MIN,DEN,PG,C,SG/SF,SG,PG,PG/SG,PF/C,PF/C,12700,4300,5500,4100,7300,3000,8700,4300,267.19,401.75,69,Dec172016,2016-12-17
Russell Westbrook,Cody Zeller,Guillermo Hernangomez,Devin Booker,Nick Young,Ian Clark,Karl-Anthony Towns,Kevin Love,OKC,CHA,NY,PHO,LAL,GS,MIN,CLE,PG,C,C,SG/SF,SG,PG/SG,PF/C,PF/C,12700,4300,3100,5500,4100,3000,8700,8000,260.44,401.75,70,Dec172016,2016-12-17
Russell Westbrook,Emmanuel Mudiay,Guillermo Hernangomez,Devin Booker,Nick Young,Karl-Anthony Towns,Ryan Anderson,Reggie Jackson,OKC,DEN,NY,PHO,LAL,MIN,HOU,DET,PG,PG,C,SG/SF,SG,PF/C,PF,PG,12700,4900,3100,5500,4100,8700,4900,5400,259.9,401.75,71,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Emmanuel Mudiay,Guillermo Hernangomez,Nick Young,Kyrie Irving,Karl-Anthony Towns,Reggie Jackson,OKC,LAL,DEN,NY,LAL,CLE,MIN,DET,PG,SF,PG,C,SG,PG,PF/C,PG,12700,3800,4900,3100,4100,7300,8700,5400,260.22,401.5,80,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Emmanuel Mudiay,Guillermo Hernangomez,Ian Clark,Karl-Anthony Towns,Kevin Love,Ryan Anderson,OKC,LAL,DEN,NY,GS,MIN,CLE,HOU,PG,SF,PG,C,PG/SG,PF/C,PF/C,PF,12700,3800,4900,3100,3000,8700,8000,4900,255.11,401.5,79,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Guillermo Hernangomez,Nick Young,Kyrie Irving,Ian Clark,Karl-Anthony Towns,Ryan Anderson,OKC,LAL,NY,LAL,CLE,GS,MIN,HOU,PG,SF,C,SG,PG,PG/SG,PF/C,PF,12700,3800,3100,4100,7300,3000,8700,4900,246.14,401.5,78,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Devin Booker,Eric Gordon,Nick Young,Karl-Anthony Towns,Kenneth Faried,Ryan Anderson,OKC,NY,PHO,HOU,LAL,MIN,DEN,HOU,PG,C,SG/SF,SG,SG,PF/C,PF/C,PF,12700,3100,5500,5400,4100,8700,4300,4900,259.7,401.5,77,Dec172016,2016-12-17
Guillermo Hernangomez,Devin Booker,Nick Young,Kyrie Irving,Ian Clark,Kevin Durant,Karl-Anthony Towns,Kevin Love,NY,PHO,LAL,CLE,GS,GS,MIN,CLE,C,SG/SF,SG,PG,PG/SG,SF/PF,PF/C,PF/C,3100,5500,4100,7300,3000,9400,8700,8000,253.57,401.5,76,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Guillermo Hernangomez,Nick Young,Ian Clark,Karl-Anthony Towns,Kevin Love,Kenneth Faried,OKC,LAL,NY,LAL,GS,MIN,CLE,DEN,PG,SF,C,SG,PG/SG,PF/C,PF/C,PF/C,12700,3800,3100,4100,3000,8700,8000,4300,249.22,401.5,75,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Devin Booker,Nick Young,Tim Hardaway Jr.,Jeff Teague,Karl-Anthony Towns,Ryan Anderson,OKC,NY,PHO,LAL,ATL,IND,MIN,HOU,PG,C,SG/SF,SG,PG/SG,PG,PF/C,PF,12700,3100,5500,4100,4000,6600,8700,4900,264.14,401.5,73,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Devin Booker,Kent Bazemore,Nick Young,Kyrie Irving,Karl-Anthony Towns,Kenneth Faried,OKC,NY,PHO,ATL,LAL,CLE,MIN,DEN,PG,C,SG/SF,SG/SF,SG,PG,PF/C,PF/C,12700,3100,5500,4300,4100,7300,8700,4300,255.84,401.5,72,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Emmanuel Mudiay,Guillermo Hernangomez,Nick Young,Tim Hardaway Jr.,Karl-Anthony Towns,Kevin Love,OKC,LAL,DEN,NY,LAL,ATL,MIN,CLE,PG,SF,PG,C,SG,PG/SG,PF/C,PF/C,12700,3800,4900,3100,4100,4000,8700,8000,261.9,401.5,74,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Guillermo Hernangomez,Eric Gordon,Nick Young,Kyrie Irving,Karl-Anthony Towns,Kenneth Faried,OKC,LAL,NY,HOU,LAL,CLE,MIN,DEN,PG,SF,C,SG,SG,PG,PF/C,PF/C,12700,3800,3100,5400,4100,7300,8700,4300,260.02,401.25,81,Dec172016,2016-12-17
Russell Westbrook,Emmanuel Mudiay,Guillermo Hernangomez,Devin Booker,Nick Young,Kyrie Irving,Kevin Love,Kenneth Faried,OKC,DEN,NY,PHO,LAL,CLE,CLE,DEN,PG,PG,C,SG/SF,SG,PG,PF/C,PF/C,12700,4900,3100,5500,4100,7300,8000,4300,268.14,401.25,82,Dec172016,2016-12-17
Russell Westbrook,Emmanuel Mudiay,Guillermo Hernangomez,Devin Booker,Kyrie Irving,Ian Clark,Karl-Anthony Towns,Kenneth Faried,OKC,DEN,NY,PHO,CLE,GS,MIN,DEN,PG,PG,C,SG/SF,PG,PG/SG,PF/C,PF/C,12700,4900,3100,5500,7300,3000,8700,4300,255.21,401.25,83,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Guillermo Hernangomez,Nick Young,Tim Hardaway Jr.,Karl-Anthony Towns,Kevin Love,Reggie Jackson,OKC,LAL,NY,LAL,ATL,MIN,CLE,DET,PG,SF,C,SG,PG/SG,PF/C,PF/C,PG,12700,3800,3100,4100,4000,8700,8000,5400,263.41,401.0,88,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Ricky Rubio,Guillermo Hernangomez,Nick Young,Karl-Anthony Towns,Kevin Love,Kenneth Faried,OKC,LAL,MIN,NY,LAL,MIN,CLE,DEN,PG,SF,PG,C,SG,PF/C,PF/C,PF/C,12700,3800,5000,3100,4100,8700,8000,4300,262.51,401.0,91,Dec172016,2016-12-17
Russell Westbrook,Maurice Harkless,Guillermo Hernangomez,Nick Young,Kyrie Irving,Karl-Anthony Towns,Kenneth Faried,Ryan Anderson,OKC,POR,NY,LAL,CLE,MIN,DEN,HOU,PG,SF,C,SG,PG,PF/C,PF/C,PF,12700,4800,3100,4100,7300,8700,4300,4900,264.16,401.0,90,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Devin Booker,Nick Young,Ian Clark,Karl-Anthony Towns,Kevin Love,Marvin Williams,OKC,NY,PHO,LAL,GS,MIN,CLE,CHA,PG,C,SG/SF,SG,PG/SG,PF/C,PF/C,PF,12700,3100,5500,4100,3000,8700,8000,4000,257.09,401.0,89,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Ricky Rubio,Guillermo Hernangomez,Nick Young,Kyrie Irving,Karl-Anthony Towns,Ryan Anderson,OKC,LAL,MIN,NY,LAL,CLE,MIN,HOU,PG,SF,PG,C,SG,PG,PF/C,PF,12700,3800,5000,3100,4100,7300,8700,4900,259.43,401.0,87,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Guillermo Hernangomez,Ian Clark,Karl-Anthony Towns,Kevin Love,Ryan Anderson,Reggie Jackson,OKC,LAL,NY,GS,MIN,CLE,HOU,DET,PG,SF,C,PG/SG,PF/C,PF/C,PF,PG,12700,3800,3100,3000,8700,8000,4900,5400,256.62,401.0,86,Dec172016,2016-12-17
Brandon Ingram,Guillermo Hernangomez,Devin Booker,Nick Young,Kyrie Irving,Kevin Durant,Karl-Anthony Towns,Kevin Love,LAL,NY,PHO,LAL,CLE,GS,MIN,CLE,SF,C,SG/SF,SG,PG,SF/PF,PF/C,PF/C,3800,3100,5500,4100,7300,9400,8700,8000,261.27,401.0,85,Dec172016,2016-12-17
Russell Westbrook,Luol Deng,Emmanuel Mudiay,Guillermo Hernangomez,Nick Young,Kyrie Irving,Karl-Anthony Towns,Kenneth Faried,OKC,LAL,DEN,NY,LAL,CLE,MIN,DEN,PG,SF,PG,C,SG,PG,PF/C,PF/C,12700,4600,4900,3100,4100,7300,8700,4300,262.44,401.0,84,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Devin Booker,Kyrie Irving,Tim Hardaway Jr.,Ian Clark,Karl-Anthony Towns,Ryan Anderson,OKC,NY,PHO,CLE,ATL,GS,MIN,HOU,PG,C,SG/SF,PG,PG/SG,PG/SG,PF/C,PF,12700,3100,5500,7300,4000,3000,8700,4900,255.32,400.75,92,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Devin Booker,Tim Hardaway Jr.,Ian Clark,Karl-Anthony Towns,Kevin Love,Kenneth Faried,OKC,NY,PHO,ATL,GS,MIN,CLE,DEN,PG,C,SG/SF,PG/SG,PG/SG,PF/C,PF/C,PF/C,12700,3100,5500,4000,3000,8700,8000,4300,258.4,400.75,93,Dec172016,2016-12-17
Russell Westbrook,Emmanuel Mudiay,Guillermo Hernangomez,Glenn Robinson III,Nick Young,Kyrie Irving,Karl-Anthony Towns,Ryan Anderson,OKC,DEN,NY,IND,LAL,CLE,MIN,HOU,PG,PG,C,SG/SF,SG,PG,PF/C,PF,12700,4900,3100,4100,4100,7300,8700,4900,263.85,400.75,94,Dec172016,2016-12-17
Russell Westbrook,Emmanuel Mudiay,Guillermo Hernangomez,Glenn Robinson III,Nick Young,Karl-Anthony Towns,Kevin Love,Kenneth Faried,OKC,DEN,NY,IND,LAL,MIN,CLE,DEN,PG,PG,C,SG/SF,SG,PF/C,PF/C,PF/C,12700,4900,3100,4100,4100,8700,8000,4300,266.93,400.75,95,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Devin Booker,Kyrie Irving,Ian Clark,Karl-Anthony Towns,Kenneth Faried,Reggie Jackson,OKC,NY,PHO,CLE,GS,MIN,DEN,DET,PG,C,SG/SF,PG,PG/SG,PF/C,PF/C,PG,12700,3100,5500,7300,3000,8700,4300,5400,256.72,400.75,96,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Devin Booker,Nick Young,Kyrie Irving,Tim Hardaway Jr.,Kevin Love,Ryan Anderson,OKC,NY,PHO,LAL,CLE,ATL,CLE,HOU,PG,C,SG/SF,SG,PG,PG/SG,PF/C,PF,12700,3100,5500,4100,7300,4000,8000,4900,268.25,400.75,97,Dec172016,2016-12-17
Guillermo Hernangomez,Kent Bazemore,Nick Young,Kyrie Irving,Kevin Durant,Karl-Anthony Towns,Kevin Love,Ryan Anderson,NY,ATL,LAL,CLE,GS,MIN,CLE,HOU,C,SG/SF,SG,PG,SF/PF,PF/C,PF/C,PF,3100,4300,4100,7300,9400,8700,8000,4900,254.37,400.75,98,Dec172016,2016-12-17
Russell Westbrook,Brandon Ingram,Emmanuel Mudiay,Guillermo Hernangomez,Kentavious Caldwell-Pope,Nick Young,Karl-Anthony Towns,Kevin Love,OKC,LAL,DEN,NY,DET,LAL,MIN,CLE,PG,SF,PG,C,SG,SG,PF/C,PF/C,12700,3800,4900,3100,4600,4100,8700,8000,267.79,400.75,99,Dec172016,2016-12-17
Russell Westbrook,Guillermo Hernangomez,Devin Booker,Nick Young,Ian Clark,Jeff Teague,Karl-Anthony Towns,Ryan Anderson,OKC,NY,PHO,LAL,GS,IND,MIN,HOU,PG,C,SG/SF,SG,PG/SG,PG,PF/C,PF,12700,3100,5500,4100,3000,6600,8700,4900,253.16,400.5,100,Dec172016,2016-12-17
Gordon Hayward,Jae Crowder,Brook Lopez,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,Goran Dragic,UTA,BOS,BKN,WAS,DAL,WAS,PHI,MIA,SF,SF,C,SG,SG,SF/PF,PF/C,PG,7600,5600,7100,6600,3500,5200,7200,7200,266.23,377.0,1,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,Tim Frazier,UTA,BKN,BKN,WAS,WAS,PHI,MIA,NO,SF,C,SG/SF,SG,SF/PF,PF/C,PG,PG,7600,7100,3500,6600,5200,7200,7200,5300,258.56,375.5,2,Dec182016,2016-12-18
Gordon Hayward,Hassan Whiteside,Brook Lopez,Joe Harris,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,UTA,MIA,BKN,BKN,WAS,DAL,WAS,PHI,SF,C,C,SG/SF,SG,SG,SF/PF,PF/C,7600,8300,7100,3500,6600,3500,5200,7200,258.21,374.0,3,Dec182016,2016-12-18
Gordon Hayward,Jae Crowder,Brook Lopez,Devin Harris,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,UTA,BOS,BKN,DAL,WAS,WAS,PHI,MIA,SF,SF,C,PG,SG,SF/PF,PF/C,PG,7600,5600,7100,3000,6600,5200,7200,7200,253.33,373.5,4,Dec182016,2016-12-18
Gordon Hayward,Jae Crowder,Brook Lopez,Rudy Gobert,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,UTA,BOS,BKN,UTA,WAS,DAL,WAS,PHI,SF,SF,C,C,SG,SG,SF/PF,PF/C,7600,5600,7100,6900,6600,3500,5200,7200,264.84,373.25,5,Dec182016,2016-12-18
Gordon Hayward,Jae Crowder,Brook Lopez,Al Horford,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,UTA,BOS,BKN,BOS,WAS,DAL,WAS,PHI,SF,SF,C,C,SG,SG,SF/PF,PF/C,7600,5600,7100,6800,6600,3500,5200,7200,263.24,372.5,6,Dec182016,2016-12-18
