Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Team1,Team2,Team3,Team4,Team5,Team6,Team7,Team8,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Projected Value,Actual Scored,Iteration,date,Date
Gordon Hayward,Jae Crowder,Brook Lopez,Manu Ginobili,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,UTA,BOS,BKN,SA,WAS,WAS,PHI,MIA,SF,SF,C,SG,SG,SF/PF,PF/C,PG,7600,5600,7100,3400,6600,5200,7200,7200,261.88,372.5,7,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Rudy Gobert,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Tim Frazier,UTA,BKN,UTA,BKN,WAS,WAS,PHI,NO,SF,C,C,SG/SF,SG,SF/PF,PF/C,PG,7600,7100,6900,3500,6600,5200,7200,5300,257.17,371.75,8,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Joe Harris,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,Goran Dragic,UTA,BKN,BKN,WAS,DAL,WAS,PHI,MIA,SF,C,SG/SF,SG,SG,SF/PF,PF/C,PG,7600,7100,3500,6600,3500,5200,7200,7200,252.12,371.5,9,Dec182016,2016-12-18
Gordon Hayward,Hassan Whiteside,Brook Lopez,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Patty Mills,UTA,MIA,BKN,BKN,WAS,WAS,PHI,SA,SF,C,C,SG/SF,SG,SF/PF,PF/C,PG,7600,8300,7100,3500,6600,5200,7200,4200,260.82,371.5,10,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Bradley Beal,Dorian Finney-Smith,Markieff Morris,Joel Embiid,Goran Dragic,Tim Frazier,UTA,BKN,WAS,DAL,WAS,PHI,MIA,NO,SF,C,SG,SF,SF/PF,PF/C,PG,PG,7600,7100,6600,3600,5200,7200,7200,5300,262.92,371.5,11,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Al Horford,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Tim Frazier,UTA,BKN,BOS,BKN,WAS,WAS,PHI,NO,SF,C,C,SG/SF,SG,SF/PF,PF/C,PG,7600,7100,6800,3500,6600,5200,7200,5300,255.57,371.0,14,Dec182016,2016-12-18
Hassan Whiteside,Brook Lopez,Joe Harris,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,Goran Dragic,MIA,BKN,BKN,WAS,DAL,WAS,PHI,MIA,C,C,SG/SF,SG,SG,SF/PF,PF/C,PG,8300,7100,3500,6600,3500,5200,7200,7200,260.13,371.0,12,Dec182016,2016-12-18
Gordon Hayward,Hassan Whiteside,Brook Lopez,Joe Harris,Bradley Beal,Markieff Morris,Garrett Temple,Joel Embiid,UTA,MIA,BKN,BKN,WAS,WAS,SAC,PHI,SF,C,C,SG/SF,SG,SF/PF,PG/SG,PF/C,7600,8300,7100,3500,6600,5200,4400,7200,257.5,371.0,13,Dec182016,2016-12-18
Gordon Hayward,Hassan Whiteside,Brook Lopez,Devin Harris,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,UTA,MIA,BKN,DAL,BKN,WAS,WAS,PHI,SF,C,C,PG,SG/SF,SG,SF/PF,PF/C,7600,8300,7100,3000,3500,6600,5200,7200,245.31,370.5,15,Dec182016,2016-12-18
Gordon Hayward,Justise Winslow,Hassan Whiteside,Brook Lopez,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,UTA,MIA,MIA,BKN,WAS,DAL,WAS,PHI,SF,SF,C,C,SG,SG,SF/PF,PF/C,7600,4400,8300,7100,6600,3500,5200,7200,261.7,370.5,16,Dec182016,2016-12-18
Jae Crowder,Brook Lopez,Rudy Gobert,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,Goran Dragic,BOS,BKN,UTA,WAS,DAL,WAS,PHI,MIA,SF,C,C,SG,SG,SF/PF,PF/C,PG,5600,7100,6900,6600,3500,5200,7200,7200,266.76,370.25,17,Dec182016,2016-12-18
Gordon Hayward,Hassan Whiteside,Brook Lopez,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Shelvin Mack,UTA,MIA,BKN,BKN,WAS,WAS,PHI,UTA,SF,C,C,SG/SF,SG,SF/PF,PF/C,PG,7600,8300,7100,3500,6600,5200,7200,4300,262.48,370.25,18,Dec182016,2016-12-18
Gordon Hayward,Hassan Whiteside,Brook Lopez,Bradley Beal,Seth Curry,Dorian Finney-Smith,Markieff Morris,Joel Embiid,UTA,MIA,BKN,WAS,DAL,DAL,WAS,PHI,SF,C,C,SG,SG,SF,SF/PF,PF/C,7600,8300,7100,6600,3500,3600,5200,7200,262.57,370.0,19,Dec182016,2016-12-18
Blake Griffin,Gordon Hayward,Brook Lopez,Joe Harris,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,LAC,UTA,BKN,BKN,WAS,DAL,WAS,PHI,PF/C,SF,C,SG/SF,SG,SG,SF/PF,PF/C,8500,7600,7100,3500,6600,3500,5200,7200,256.86,370.0,20,Dec182016,2016-12-18
Gordon Hayward,Jae Crowder,Brook Lopez,Rudy Gobert,Devin Harris,Bradley Beal,Markieff Morris,Joel Embiid,UTA,BOS,BKN,UTA,DAL,WAS,WAS,PHI,SF,SF,C,C,PG,SG,SF/PF,PF/C,7600,5600,7100,6900,3000,6600,5200,7200,251.94,369.75,21,Dec182016,2016-12-18
Gordon Hayward,Jae Crowder,Brook Lopez,Danny Green,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,UTA,BOS,BKN,SA,WAS,WAS,PHI,MIA,SF,SF,C,SG,SG,SF/PF,PF/C,PG,7600,5600,7100,3500,6600,5200,7200,7200,260.91,369.75,22,Dec182016,2016-12-18
Gordon Hayward,Hassan Whiteside,Brook Lopez,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Tony Parker,UTA,MIA,BKN,BKN,WAS,WAS,PHI,SA,SF,C,C,SG/SF,SG,SF/PF,PF/C,PG,7600,8300,7100,3500,6600,5200,7200,4000,261.89,369.75,23,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,Jeremy Lin,UTA,BKN,BKN,WAS,WAS,PHI,MIA,BKN,SF,C,SG/SF,SG,SF/PF,PF/C,PG,PG,7600,7100,3500,6600,5200,7200,7200,5600,257.87,369.75,24,Dec182016,2016-12-18
Gordon Hayward,Hassan Whiteside,Brook Lopez,Manu Ginobili,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,UTA,MIA,BKN,SA,BKN,WAS,WAS,PHI,SF,C,C,SG,SG/SF,SG,SF/PF,PF/C,7600,8300,7100,3400,3500,6600,5200,7200,253.86,369.5,26,Dec182016,2016-12-18
Blake Griffin,Hassan Whiteside,Brook Lopez,Joe Harris,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,LAC,MIA,BKN,BKN,WAS,DAL,WAS,PHI,PF/C,C,C,SG/SF,SG,SG,SF/PF,PF/C,8500,8300,7100,3500,6600,3500,5200,7200,264.87,369.5,27,Dec182016,2016-12-18
Jae Crowder,Brook Lopez,Al Horford,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,Goran Dragic,BOS,BKN,BOS,WAS,DAL,WAS,PHI,MIA,SF,C,C,SG,SG,SF/PF,PF/C,PG,5600,7100,6800,6600,3500,5200,7200,7200,265.16,369.5,25,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Rudy Gobert,Joe Harris,Bradley Beal,Seth Curry,Joel Embiid,Goran Dragic,UTA,BKN,UTA,BKN,WAS,DAL,PHI,MIA,SF,C,C,SG/SF,SG,SG,PF/C,PG,7600,7100,6900,3500,6600,3500,7200,7200,265.21,369.25,28,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,Patty Mills,UTA,BKN,BKN,WAS,WAS,PHI,MIA,SA,SF,C,SG/SF,SG,SF/PF,PF/C,PG,PG,7600,7100,3500,6600,5200,7200,7200,4200,254.73,369.0,29,Dec182016,2016-12-18
Gordon Hayward,Jae Crowder,Brook Lopez,Jonas Valanciunas,Bradley Beal,Markieff Morris,Joel Embiid,Tim Frazier,UTA,BOS,BKN,TOR,WAS,WAS,PHI,NO,SF,SF,C,C,SG,SF/PF,PF/C,PG,7600,5600,7100,5100,6600,5200,7200,5300,259.61,369.0,30,Dec182016,2016-12-18
Gordon Hayward,Jae Crowder,Brook Lopez,Al Horford,Devin Harris,Bradley Beal,Markieff Morris,Joel Embiid,UTA,BOS,BKN,BOS,DAL,WAS,WAS,PHI,SF,SF,C,C,PG,SG,SF/PF,PF/C,7600,5600,7100,6800,3000,6600,5200,7200,250.34,369.0,31,Dec182016,2016-12-18
Gordon Hayward,Jae Crowder,Brook Lopez,Rudy Gobert,Manu Ginobili,Bradley Beal,Markieff Morris,Joel Embiid,UTA,BOS,BKN,UTA,SA,WAS,WAS,PHI,SF,SF,C,C,SG,SG,SF/PF,PF/C,7600,5600,7100,6900,3400,6600,5200,7200,260.49,368.75,32,Dec182016,2016-12-18
Brook Lopez,Rudy Gobert,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,Tim Frazier,BKN,UTA,BKN,WAS,WAS,PHI,MIA,NO,C,C,SG/SF,SG,SF/PF,PF/C,PG,PG,7100,6900,3500,6600,5200,7200,7200,5300,259.09,368.75,33,Dec182016,2016-12-18
Hassan Whiteside,Brook Lopez,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,Patty Mills,MIA,BKN,BKN,WAS,WAS,PHI,MIA,SA,C,C,SG/SF,SG,SF/PF,PF/C,PG,PG,8300,7100,3500,6600,5200,7200,7200,4200,262.74,368.5,34,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Al Horford,Joe Harris,Bradley Beal,Seth Curry,Joel Embiid,Goran Dragic,UTA,BKN,BOS,BKN,WAS,DAL,PHI,MIA,SF,C,C,SG/SF,SG,SG,PF/C,PG,7600,7100,6800,3500,6600,3500,7200,7200,263.61,368.5,35,Dec182016,2016-12-18
Gordon Hayward,Jae Crowder,Brook Lopez,DeAndre Jordan,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,UTA,BOS,BKN,LAC,WAS,DAL,WAS,PHI,SF,SF,C,C,SG,SG,SF/PF,PF/C,7600,5600,7100,6700,6600,3500,5200,7200,263.79,368.5,36,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Joe Harris,Bradley Beal,Markieff Morris,Garrett Temple,Joel Embiid,Goran Dragic,UTA,BKN,BKN,WAS,WAS,SAC,PHI,MIA,SF,C,SG/SF,SG,SF/PF,PG/SG,PF/C,PG,7600,7100,3500,6600,5200,4400,7200,7200,251.41,368.5,37,Dec182016,2016-12-18
Gordon Hayward,Jae Crowder,Brook Lopez,Al Horford,Manu Ginobili,Bradley Beal,Markieff Morris,Joel Embiid,UTA,BOS,BKN,BOS,SA,WAS,WAS,PHI,SF,SF,C,C,SG,SG,SF/PF,PF/C,7600,5600,7100,6800,3400,6600,5200,7200,258.89,368.0,40,Dec182016,2016-12-18
Brook Lopez,Al Horford,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,Tim Frazier,BKN,BOS,BKN,WAS,WAS,PHI,MIA,NO,C,C,SG/SF,SG,SF/PF,PF/C,PG,PG,7100,6800,3500,6600,5200,7200,7200,5300,257.49,368.0,42,Dec182016,2016-12-18
Hassan Whiteside,Brook Lopez,Joe Harris,Bradley Beal,Markieff Morris,Garrett Temple,Joel Embiid,Goran Dragic,MIA,BKN,BKN,WAS,WAS,SAC,PHI,MIA,C,C,SG/SF,SG,SF/PF,PG/SG,PF/C,PG,8300,7100,3500,6600,5200,4400,7200,7200,259.42,368.0,44,Dec182016,2016-12-18
Gordon Hayward,Justise Winslow,Brook Lopez,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,Goran Dragic,UTA,MIA,BKN,WAS,DAL,WAS,PHI,MIA,SF,SF,C,SG,SG,SF/PF,PF/C,PG,7600,4400,7100,6600,3500,5200,7200,7200,255.61,368.0,43,Dec182016,2016-12-18
Gordon Hayward,Hassan Whiteside,Brook Lopez,Joe Harris,Seth Curry,Markieff Morris,Joel Embiid,Goran Dragic,UTA,MIA,BKN,BKN,DAL,WAS,PHI,MIA,SF,C,C,SG/SF,SG,SF/PF,PF/C,PG,7600,8300,7100,3500,3500,5200,7200,7200,265.31,368.0,38,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,DeMar DeRozan,Joe Harris,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,UTA,BKN,TOR,BKN,WAS,DAL,WAS,PHI,SF,C,SG,SG/SF,SG,SG,SF/PF,PF/C,7600,7100,8200,3500,6600,3500,5200,7200,250.27,368.0,41,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Devin Harris,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,UTA,BKN,DAL,BKN,WAS,WAS,PHI,MIA,SF,C,PG,SG/SF,SG,SF/PF,PF/C,PG,7600,7100,3000,3500,6600,5200,7200,7200,239.22,368.0,39,Dec182016,2016-12-18
Jae Crowder,Brook Lopez,Rudy Gobert,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,Patty Mills,BOS,BKN,UTA,WAS,WAS,PHI,MIA,SA,SF,C,C,SG,SF/PF,PF/C,PG,PG,5600,7100,6900,6600,5200,7200,7200,4200,269.37,367.75,45,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,Shelvin Mack,UTA,BKN,BKN,WAS,WAS,PHI,MIA,UTA,SF,C,SG/SF,SG,SF/PF,PF/C,PG,PG,7600,7100,3500,6600,5200,7200,7200,4300,256.39,367.75,46,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Rudy Gobert,Joe Harris,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,UTA,BKN,UTA,BKN,WAS,DAL,WAS,PHI,SF,C,C,SG/SF,SG,SG,SF/PF,PF/C,7600,7100,6900,3500,6600,3500,5200,7200,250.73,367.75,47,Dec182016,2016-12-18
Gordon Hayward,Robert Covington,Brook Lopez,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,Goran Dragic,UTA,PHI,BKN,WAS,DAL,WAS,PHI,MIA,SF,SF,C,SG,SG,SF/PF,PF/C,PG,7600,5600,7100,6600,3500,5200,7200,7200,265.37,367.75,48,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Rudy Gobert,Bradley Beal,Dorian Finney-Smith,Markieff Morris,Joel Embiid,Tim Frazier,UTA,BKN,UTA,WAS,DAL,WAS,PHI,NO,SF,C,C,SG,SF,SF/PF,PF/C,PG,7600,7100,6900,6600,3600,5200,7200,5300,261.53,367.75,49,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Bradley Beal,Seth Curry,Dorian Finney-Smith,Markieff Morris,Joel Embiid,Goran Dragic,UTA,BKN,WAS,DAL,DAL,WAS,PHI,MIA,SF,C,SG,SG,SF,SF/PF,PF/C,PG,7600,7100,6600,3500,3600,5200,7200,7200,256.48,367.5,53,Dec182016,2016-12-18
Gordon Hayward,Hassan Whiteside,Brook Lopez,Bradley Beal,Dorian Finney-Smith,Markieff Morris,Joel Embiid,Patty Mills,UTA,MIA,BKN,WAS,DAL,WAS,PHI,SA,SF,C,C,SG,SF,SF/PF,PF/C,PG,7600,8300,7100,6600,3600,5200,7200,4200,265.18,367.5,55,Dec182016,2016-12-18
Blake Griffin,Gordon Hayward,Brook Lopez,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Patty Mills,LAC,UTA,BKN,BKN,WAS,WAS,PHI,SA,PF/C,SF,C,SG/SF,SG,SF/PF,PF/C,PG,8500,7600,7100,3500,6600,5200,7200,4200,259.47,367.5,54,Dec182016,2016-12-18
Hassan Whiteside,Brook Lopez,Devin Harris,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,MIA,BKN,DAL,BKN,WAS,WAS,PHI,MIA,C,C,PG,SG/SF,SG,SF/PF,PF/C,PG,8300,7100,3000,3500,6600,5200,7200,7200,247.23,367.5,51,Dec182016,2016-12-18
Hassan Whiteside,Brook Lopez,DeMar DeRozan,Joe Harris,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,MIA,BKN,TOR,BKN,WAS,DAL,WAS,PHI,C,C,SG,SG/SF,SG,SG,SF/PF,PF/C,8300,7100,8200,3500,6600,3500,5200,7200,258.28,367.5,52,Dec182016,2016-12-18
Justise Winslow,Hassan Whiteside,Brook Lopez,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,Goran Dragic,MIA,MIA,BKN,WAS,DAL,WAS,PHI,MIA,SF,C,C,SG,SG,SF/PF,PF/C,PG,4400,8300,7100,6600,3500,5200,7200,7200,263.62,367.5,50,Dec182016,2016-12-18
Hassan Whiteside,Brook Lopez,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,Shelvin Mack,MIA,BKN,BKN,WAS,WAS,PHI,MIA,UTA,C,C,SG/SF,SG,SF/PF,PF/C,PG,PG,8300,7100,3500,6600,5200,7200,7200,4300,264.4,367.25,56,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,Tony Parker,UTA,BKN,BKN,WAS,WAS,PHI,MIA,SA,SF,C,SG/SF,SG,SF/PF,PF/C,PG,PG,7600,7100,3500,6600,5200,7200,7200,4000,255.8,367.25,57,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Al Horford,Joe Harris,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,UTA,BKN,BOS,BKN,WAS,DAL,WAS,PHI,SF,C,C,SG/SF,SG,SG,SF/PF,PF/C,7600,7100,6800,3500,6600,3500,5200,7200,249.13,367.0,63,Dec182016,2016-12-18
Gordon Hayward,Hassan Whiteside,Brook Lopez,Bradley Beal,Dorian Finney-Smith,Markieff Morris,Garrett Temple,Joel Embiid,UTA,MIA,BKN,WAS,DAL,WAS,SAC,PHI,SF,C,C,SG,SF,SF/PF,PG/SG,PF/C,7600,8300,7100,6600,3600,5200,4400,7200,261.86,367.0,67,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Al Horford,Bradley Beal,Dorian Finney-Smith,Markieff Morris,Joel Embiid,Tim Frazier,UTA,BKN,BOS,WAS,DAL,WAS,PHI,NO,SF,C,C,SG,SF,SF/PF,PF/C,PG,7600,7100,6800,6600,3600,5200,7200,5300,259.93,367.0,66,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,DeAndre Jordan,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Tim Frazier,UTA,BKN,LAC,BKN,WAS,WAS,PHI,NO,SF,C,C,SG/SF,SG,SF/PF,PF/C,PG,7600,7100,6700,3500,6600,5200,7200,5300,256.12,367.0,65,Dec182016,2016-12-18
Gordon Hayward,Justise Winslow,Hassan Whiteside,Brook Lopez,Devin Harris,Bradley Beal,Markieff Morris,Joel Embiid,UTA,MIA,MIA,BKN,DAL,WAS,WAS,PHI,SF,SF,C,C,PG,SG,SF/PF,PF/C,7600,4400,8300,7100,3000,6600,5200,7200,248.8,367.0,64,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Manu Ginobili,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,UTA,BKN,SA,BKN,WAS,WAS,PHI,MIA,SF,C,SG,SG/SF,SG,SF/PF,PF/C,PG,7600,7100,3400,3500,6600,5200,7200,7200,247.77,367.0,62,Dec182016,2016-12-18
Hassan Whiteside,Brook Lopez,Bradley Beal,Seth Curry,Dorian Finney-Smith,Markieff Morris,Joel Embiid,Goran Dragic,MIA,BKN,WAS,DAL,DAL,WAS,PHI,MIA,C,C,SG,SG,SF,SF/PF,PF/C,PG,8300,7100,6600,3500,3600,5200,7200,7200,264.49,367.0,61,Dec182016,2016-12-18
Jae Crowder,Brook Lopez,Al Horford,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,Patty Mills,BOS,BKN,BOS,WAS,WAS,PHI,MIA,SA,SF,C,C,SG,SF/PF,PF/C,PG,PG,5600,7100,6800,6600,5200,7200,7200,4200,267.77,367.0,60,Dec182016,2016-12-18
Gordon Hayward,Jae Crowder,Brook Lopez,Bradley Beal,Seth Curry,Harrison Barnes,Markieff Morris,Joel Embiid,UTA,BOS,BKN,WAS,DAL,DAL,WAS,PHI,SF,SF,C,SG,SG,SF/PF,SF/PF,PF/C,7600,5600,7100,6600,3500,6300,5200,7200,254.08,367.0,59,Dec182016,2016-12-18
Blake Griffin,Brook Lopez,Joe Harris,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,Goran Dragic,LAC,BKN,BKN,WAS,DAL,WAS,PHI,MIA,PF/C,C,SG/SF,SG,SG,SF/PF,PF/C,PG,8500,7100,3500,6600,3500,5200,7200,7200,258.78,367.0,58,Dec182016,2016-12-18
Jae Crowder,Brook Lopez,Rudy Gobert,Devin Harris,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,BOS,BKN,UTA,DAL,WAS,WAS,PHI,MIA,SF,C,C,PG,SG,SF/PF,PF/C,PG,5600,7100,6900,3000,6600,5200,7200,7200,253.86,366.75,68,Dec182016,2016-12-18
Hassan Whiteside,Brook Lopez,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,Tony Parker,MIA,BKN,BKN,WAS,WAS,PHI,MIA,SA,C,C,SG/SF,SG,SF/PF,PF/C,PG,PG,8300,7100,3500,6600,5200,7200,7200,4000,263.81,366.75,69,Dec182016,2016-12-18
Gordon Hayward,Hassan Whiteside,Brook Lopez,Danny Green,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,UTA,MIA,BKN,SA,BKN,WAS,WAS,PHI,SF,C,C,SG,SG/SF,SG,SF/PF,PF/C,7600,8300,7100,3500,3500,6600,5200,7200,252.89,366.75,70,Dec182016,2016-12-18
Gordon Hayward,Jae Crowder,Brook Lopez,Gerald Henderson,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,UTA,BOS,BKN,PHI,WAS,WAS,PHI,MIA,SF,SF,C,SG,SG,SF/PF,PF/C,PG,7600,5600,7100,3300,6600,5200,7200,7200,265.87,366.75,71,Dec182016,2016-12-18
Hassan Whiteside,Brook Lopez,Manu Ginobili,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,MIA,BKN,SA,BKN,WAS,WAS,PHI,MIA,C,C,SG,SG/SF,SG,SF/PF,PF/C,PG,8300,7100,3400,3500,6600,5200,7200,7200,255.78,366.5,75,Dec182016,2016-12-18
Gordon Hayward,Bojan Bogdanovic,Brook Lopez,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,Goran Dragic,UTA,BKN,BKN,WAS,DAL,WAS,PHI,MIA,SF,SF,C,SG,SG,SF/PF,PF/C,PG,7600,4700,7100,6600,3500,5200,7200,7200,262.56,366.5,78,Dec182016,2016-12-18
Gordon Hayward,Hassan Whiteside,Brook Lopez,Devin Harris,Bradley Beal,Dorian Finney-Smith,Markieff Morris,Joel Embiid,UTA,MIA,BKN,DAL,WAS,DAL,WAS,PHI,SF,C,C,PG,SG,SF,SF/PF,PF/C,7600,8300,7100,3000,6600,3600,5200,7200,249.67,366.5,76,Dec182016,2016-12-18
Blake Griffin,Gordon Hayward,Brook Lopez,Devin Harris,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,LAC,UTA,BKN,DAL,BKN,WAS,WAS,PHI,PF/C,SF,C,PG,SG/SF,SG,SF/PF,PF/C,8500,7600,7100,3000,3500,6600,5200,7200,243.96,366.5,77,Dec182016,2016-12-18
Gordon Hayward,Hassan Whiteside,Joe Harris,Bradley Beal,Seth Curry,Markieff Morris,Joel Embiid,Goran Dragic,UTA,MIA,BKN,WAS,DAL,WAS,PHI,MIA,SF,C,SG/SF,SG,SG,SF/PF,PF/C,PG,7600,8300,3500,6600,3500,5200,7200,7200,260.92,366.5,74,Dec182016,2016-12-18
Gordon Hayward,Jae Crowder,Brook Lopez,Jonas Valanciunas,Bradley Beal,Seth Curry,Joel Embiid,Goran Dragic,UTA,BOS,BKN,TOR,WAS,DAL,PHI,MIA,SF,SF,C,C,SG,SG,PF/C,PG,7600,5600,7100,5100,6600,3500,7200,7200,267.65,366.5,73,Dec182016,2016-12-18
Jae Crowder,Hassan Whiteside,Brook Lopez,Bradley Beal,Seth Curry,Harrison Barnes,Markieff Morris,Joel Embiid,BOS,MIA,BKN,WAS,DAL,DAL,WAS,PHI,SF,C,C,SG,SG,SF/PF,SF/PF,PF/C,5600,8300,7100,6600,3500,6300,5200,7200,262.09,366.5,72,Dec182016,2016-12-18
Gordon Hayward,Hassan Whiteside,Brook Lopez,Bradley Beal,Dorian Finney-Smith,Markieff Morris,Joel Embiid,Shelvin Mack,UTA,MIA,BKN,WAS,DAL,WAS,PHI,UTA,SF,C,C,SG,SF,SF/PF,PF/C,PG,7600,8300,7100,6600,3600,5200,7200,4300,266.84,366.25,79,Dec182016,2016-12-18
Blake Griffin,Gordon Hayward,Brook Lopez,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Shelvin Mack,LAC,UTA,BKN,BKN,WAS,WAS,PHI,UTA,PF/C,SF,C,SG/SF,SG,SF/PF,PF/C,PG,8500,7600,7100,3500,6600,5200,7200,4300,261.13,366.25,80,Dec182016,2016-12-18
Gordon Hayward,Brook Lopez,Tony Allen,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,UTA,BKN,MEM,BKN,WAS,WAS,PHI,MIA,SF,C,SG,SG/SF,SG,SF/PF,PF/C,PG,7600,7100,4600,3500,6600,5200,7200,7200,257.9,366.25,81,Dec182016,2016-12-18
Gordon Hayward,Jae Crowder,Ty Lawson,Brook Lopez,Bradley Beal,Markieff Morris,Joel Embiid,Goran Dragic,UTA,BOS,SAC,BKN,WAS,WAS,PHI,MIA,SF,SF,PG,C,SG,SF/PF,PF/C,PG,7600,5600,3300,7100,6600,5200,7200,7200,261.32,366.25,82,Dec182016,2016-12-18
Blake Griffin,Gordon Hayward,Brook Lopez,Bradley Beal,Seth Curry,Dorian Finney-Smith,Markieff Morris,Joel Embiid,LAC,UTA,BKN,WAS,DAL,DAL,WAS,PHI,PF/C,SF,C,SG,SG,SF,SF/PF,PF/C,8500,7600,7100,6600,3500,3600,5200,7200,261.22,366.0,92,Dec182016,2016-12-18
Gordon Hayward,Justise Winslow,Hassan Whiteside,Brook Lopez,Manu Ginobili,Bradley Beal,Markieff Morris,Joel Embiid,UTA,MIA,MIA,BKN,SA,WAS,WAS,PHI,SF,SF,C,C,SG,SG,SF/PF,PF/C,7600,4400,8300,7100,3400,6600,5200,7200,257.35,366.0,91,Dec182016,2016-12-18
Blake Griffin,Hassan Whiteside,Brook Lopez,Devin Harris,Joe Harris,Bradley Beal,Markieff Morris,Joel Embiid,LAC,MIA,BKN,DAL,BKN,WAS,WAS,PHI,PF/C,C,C,PG,SG/SF,SG,SF/PF,PF/C,8500,8300,7100,3000,3500,6600,5200,7200,251.97,366.0,90,Dec182016,2016-12-18
