Id,Name,Position,Team,Salary,Projected,Scored,Date
164094,Joakim Noah,C,NY,4800,25.92,31.0,2017-01-02
164095,Tristan Thompson,C,CLE,4700,21.98,14.75,2017-01-02
164096,Greg Monroe,C,MIL,4600,26.46,30.25,2017-01-02
164097,Robin Lopez,C,CHI,4600,21.67,17.25,2017-01-02
164098,Cody Zeller,C,CHA,4600,0.0,0.0,2017-01-02
164099,Tyson Chandler,C,PHO,4600,19.53,22.5,2017-01-02
164100,Bismack Biyombo,C,ORL,4300,22.48,15.0,2017-01-02
164101,John Henson,C,MIL,3800,12.95,23.75,2017-01-02
164102,Nene Hilario,C,HOU,3600,13.63,18.25,2017-01-02
164103,Alex Len,C,PHO,3600,14.36,20.75,2017-01-02
164104,Zaza Pachulia,C,GS,3300,13.28,22.75,2017-01-02
164105,Guillermo Hernangomez,C,NY,3200,6.22,9.25,2017-01-02
164106,Jusuf Nurkic,C,DEN,3100,7.64,32.5,2017-01-02
164107,Nick Collison,C,OKC,3000,1.04,0.0,2017-01-02
164108,Miles Plumlee,C,MIL,3000,0.77,0.0,2017-01-02
164109,Anderson Varejao,C,GS,3000,0.0,0.0,2017-01-02
164110,JaVale McGee,C,GS,3000,9.93,16.0,2017-01-02
164111,Damian Jones,C,GS,3000,0.0,0.0,2017-01-02
164112,Jeff Withey,C,UTA,3000,2.14,0.0,2017-01-02
164113,Roy Hibbert,C,CHA,3000,12.98,5.5,2017-01-02
164114,Cristiano Felicio,C,CHI,3000,13.73,16.25,2017-01-02
164115,Ian Mahinmi,C,WAS,3000,0.0,0.0,2017-01-02
164116,Andrew Nicholson,C,WAS,3000,5.03,0.0,2017-01-02
164117,Daniel Ochefu,C,WAS,3000,4.85,0.0,2017-01-02
164118,Chinanu Onuaku,C,HOU,3000,0.0,0.0,2017-01-02
164119,Chris Andersen,C,CLE,3000,0.0,0.0,2017-01-02
164120,Alexis Ajinca,C,NO,3000,2.73,0.0,2017-01-02
164121,Omer Asik,C,NO,3000,0.0,0.0,2017-01-02
164122,Marshall Plumlee,C,NY,3000,0.0,0.0,2017-01-02
164123,Alan Williams,C,PHO,3000,2.31,0.0,2017-01-02
164124,Diamond Stone,C,LAC,3000,0.0,0.0,2017-01-02
164125,Jabari Parker,SF/PF,MIL,7300,40.06,30.5,2017-01-02
164126,Otto Porter,SF/PF,WAS,6100,31.21,17.25,2017-01-02
164127,Wilson Chandler,SF/PF,DEN,5700,26.18,35.0,2017-01-02
164128,Markieff Morris,SF/PF,WAS,5100,22.44,27.5,2017-01-02
164129,Aaron Gordon,SF/PF,ORL,4800,23.16,41.0,2017-01-02
164130,Dante Cunningham,SF/PF,NO,4600,20.53,11.75,2017-01-02
164131,Nikola Mirotic,SF/PF,CHI,4200,21.96,23.0,2017-01-02
164132,Luc Richard Mbah a Moute,SF/PF,LAC,3500,13.87,17.75,2017-01-02
164133,Sam Dekker,SF/PF,HOU,3400,14.43,13.5,2017-01-02
164134,Michael Beasley,SF/PF,MIL,3300,13.25,7.0,2017-01-02
164135,Dragan Bender,SF/PF,PHO,3300,15.47,2.0,2017-01-02
164136,Jerami Grant,SF/PF,OKC,3200,12.76,13.25,2017-01-02
164137,Jeff Green,SF/PF,ORL,3200,11.45,19.25,2017-01-02
164138,Richard Jefferson,SF/PF,CLE,3100,9.93,31.0,2017-01-02
164139,Lance Thomas,SF/PF,NY,3000,7.97,17.25,2017-01-02
164140,Kristaps Porzingis,PF,NY,7100,0.0,0.0,2017-01-02
164141,Ryan Anderson,PF,HOU,5800,28.06,20.5,2017-01-02
164142,Trevor Booker,PF,BKN,5000,25.48,42.25,2017-01-02
164143,Marvin Williams,PF,CHA,4300,20.38,13.0,2017-01-02
164144,Frank Kaminsky,PF,CHA,3600,18.59,15.25,2017-01-02
164145,Trey Lyles,PF,UTA,3400,16.41,2.5,2017-01-02
164146,Jared Dudley,PF,PHO,3200,0.0,2.0,2017-01-02
164147,Marquese Chriss,PF,PHO,3100,12.37,8.75,2017-01-02
164148,Mirza Teletovic,PF,MIL,3000,10.71,15.5,2017-01-02
164149,Domantas Sabonis,PF,OKC,3000,14.24,5.5,2017-01-02
164150,Thon Maker,PF,MIL,3000,1.83,0.0,2017-01-02
164151,David West,PF,GS,3000,14.08,9.0,2017-01-02
164152,Darrell Arthur,PF,DEN,3000,0.0,0.0,2017-01-02
164153,James Michael McAdoo,PF,GS,3000,0.0,0.0,2017-01-02
164154,Kevon Looney,PF,GS,3000,0.38,0.0,2017-01-02
164155,Juancho Hernangomez,PF,DEN,3000,1.91,0.0,2017-01-02
164156,Joel Bolomboy,PF,UTA,3000,0.0,0.0,2017-01-02
164157,Chris McCullough,PF,BKN,3000,0.0,0.0,2017-01-02
164158,Bobby Portis,PF,CHI,3000,9.18,0.0,2017-01-02
164159,Christian Wood,PF,CHA,3000,0.0,0.0,2017-01-02
164160,Kyle Wiltjer,PF,HOU,3000,0.96,0.0,2017-01-02
164161,Cheick Diallo,PF,NO,3000,2.89,0.0,2017-01-02
164162,Arinze Onuaku,PF,ORL,3000,2.23,2.25,2017-01-02
164163,Maurice Ndour,PF,NY,3000,5.47,2.0,2017-01-02
164164,Stephen Zimmerman Jr.,PF,ORL,3000,0.0,0.0,2017-01-02
164165,Brandon Bass,PF,LAC,3000,13.71,10.25,2017-01-02
164166,Brice Johnson,PF,LAC,3000,0.0,0.0,2017-01-02
164167,Klay Thompson,SG,GS,6600,35.33,36.75,2017-01-02
164168,Bradley Beal,SG,WAS,6500,32.14,38.75,2017-01-02
164169,Dwyane Wade,SG,CHI,6300,0.0,0.0,2017-01-02
164170,Devin Booker,SG,PHO,6300,27.16,20.25,2017-01-02
164171,Eric Gordon,SG,HOU,5700,27.15,41.5,2017-01-02
164172,Sean Kilpatrick,SG,BKN,5500,23.99,14.0,2017-01-02
164173,Victor Oladipo,SG,OKC,5400,31.63,33.25,2017-01-02
164174,J.J. Redick,SG,LAC,5200,16.05,27.5,2017-01-02
164175,Rodney Hood,SG,UTA,4900,21.09,20.75,2017-01-02
164176,Gary Harris,SG,DEN,4700,23.3,24.5,2017-01-02
164177,Jamal Crawford,SG,LAC,4700,17.91,34.75,2017-01-02
164178,Jodie Meeks,SG,ORL,4600,19.71,32.0,2017-01-02
164179,Courtney Lee,SG,NY,3700,18.98,19.25,2017-01-02
164180,Marco Belinelli,SG,CHA,3500,0.0,0.0,2017-01-02
164181,Marcus Thornton,SG,WAS,3500,12.06,12.75,2017-01-02
164182,J.R. Smith,SG,CLE,3500,0.0,0.0,2017-01-02
164183,Buddy Hield,SG,NO,3400,18.81,30.25,2017-01-02
164184,Alex Abrines,SG,OKC,3300,15.63,13.0,2017-01-02
164185,Sheldon McClellan,SG,WAS,3300,2.69,0.0,2017-01-02
164186,Jordan McRae,SG,CLE,3300,20.22,11.25,2017-01-02
164187,Joe Harris,SG,BKN,3200,1.81,9.25,2017-01-02
164188,E'Twaun Moore,SG,NO,3100,17.13,15.5,2017-01-02
164189,Anthony Morrow,SG,OKC,3000,4.5,0.0,2017-01-02
164190,Khris Middleton,SG,MIL,3000,0.0,0.0,2017-01-02
164191,Rashad Vaughn,SG,MIL,3000,0.0,0.0,2017-01-02
164192,Mike Miller,SG,DEN,3000,0.0,0.0,2017-01-02
164193,Alec Burks,SG,UTA,3000,0.0,-0.5,2017-01-02
164194,Danuel House,SG,WAS,3000,0.0,0.0,2017-01-02
164195,James Jones,SG,CLE,3000,1.39,5.0,2017-01-02
164196,Reggie Williams,SG,NO,3000,0.0,0.0,2017-01-02
164197,DeAndre Liggins,SG,CLE,3000,10.94,13.25,2017-01-02
164198,Sasha Vujacic,SG,NY,3000,3.12,0.0,2017-01-02
164199,C.J. Wilcox,SG,ORL,3000,3.9,0.0,2017-01-02
164200,Ron Baker,SG,NY,3000,0.0,3.5,2017-01-02
164201,Mario Hezonja,SG,ORL,3000,4.99,2.0,2017-01-02
164202,John Jenkins,SG,PHO,3000,0.0,0.0,2017-01-02
128485,Anthony Davis,PF/C,NO,11300,58.1,56.0,2016-11-10
128486,DeMarcus Cousins,PF/C,SAC,10300,54.85,48.75,2016-11-10
128487,Draymond Green,PF/C,GS,7800,42.6,38.75,2016-11-10
128488,Taj Gibson,PF/C,CHI,5900,28.28,12.75,2016-11-10
128489,Nikola Jokic,PF/C,DEN,5500,23.05,12.75,2016-11-10
128490,Giannis Antetokounmpo,PG,MIL,9700,52.4,37.0,2016-11-10
128491,Stephen Curry,PG,GS,9000,46.34,53.25,2016-11-10
128492,Goran Dragic,PG,MIA,6700,38.68,14.0,2016-11-10
128493,Jrue Holiday,PG,NO,6600,0.0,0.0,2016-11-10
128494,D'Angelo Russell,PG,LAL,6400,29.86,16.5,2016-11-10
128495,Emmanuel Mudiay,PG,DEN,6300,34.24,22.5,2016-11-10
128496,Tim Frazier,PG,NO,6000,31.5,39.75,2016-11-10
128497,Darren Collison,PG,SAC,6000,20.01,25.0,2016-11-10
128498,Rajon Rondo,PG,CHI,5700,26.79,45.5,2016-11-10
128499,Jameer Nelson,PG,DEN,3800,21.12,8.75,2016-11-10
128500,Shaun Livingston,PG,GS,3500,9.17,10.0,2016-11-10
128501,Ty Lawson,PG,SAC,3500,11.2,17.25,2016-11-10
128502,Langston Galloway,PG,NO,3200,15.9,13.25,2016-11-10
128503,Michael Carter-Williams,PG,CHI,3200,0.0,0.0,2016-11-10
128504,Jason Terry,PG,MIL,3000,7.55,0.0,2016-11-10
128505,Malik Beasley,PG,DEN,3000,0.0,17.0,2016-11-10
128506,Isaiah Canaan,PG,CHI,3000,11.24,1.25,2016-11-10
128507,Jerian Grant,PG,CHI,3000,7.24,0.0,2016-11-10
128508,Jose Calderon,PG,LAL,3000,5.11,0.0,2016-11-10
128509,Marcelo Huertas,PG,LAL,3000,0.0,0.0,2016-11-10
128510,Kevin Durant,SF/PF,GS,9400,52.13,42.25,2016-11-10
128511,Jabari Parker,SF/PF,MIL,5900,29.7,51.25,2016-11-10
128512,Larry Nance Jr.,SF/PF,LAL,4400,16.02,14.75,2016-11-10
128513,Luol Deng,SF/PF,LAL,4000,20.51,12.5,2016-11-10
128514,Dante Cunningham,SF/PF,NO,3000,8.81,20.0,2016-11-10
128515,Michael Beasley,SF/PF,MIL,3000,12.53,17.5,2016-11-10
128516,James Johnson,SF/PF,MIA,3000,16.23,13.5,2016-11-10
128517,Anthony Tolliver,SF/PF,SAC,3000,0.0,9.25,2016-11-10
128518,Hassan Whiteside,C,MIA,8500,41.97,53.0,2016-11-10
128519,Jusuf Nurkic,C,DEN,6000,31.57,14.75,2016-11-10
128520,Greg Monroe,C,MIL,5800,31.03,16.25,2016-11-10
128521,Robin Lopez,C,CHI,4200,21.66,28.75,2016-11-10
128522,Willie Reed,C,MIA,3600,9.67,6.5,2016-11-10
128523,Zaza Pachulia,C,GS,3400,15.81,16.5,2016-11-10
128524,Kosta Koufos,C,SAC,3200,16.57,10.75,2016-11-10
128525,Timofey Mozgov,C,LAL,3200,14.24,16.75,2016-11-10
128526,Alexis Ajinca,C,NO,3000,1.56,0.0,2016-11-10
128527,Omer Asik,C,NO,3000,15.96,15.5,2016-11-10
128528,Miles Plumlee,C,MIL,3000,12.46,0.0,2016-11-10
128529,John Henson,C,MIL,3000,7.49,15.0,2016-11-10
128530,Anderson Varejao,C,GS,3000,0.0,8.5,2016-11-10
128531,JaVale McGee,C,GS,3000,3.55,18.75,2016-11-10
128532,Damian Jones,C,GS,3000,0.0,0.0,2016-11-10
128533,Juancho Hernangomez,C,DEN,3000,4.57,24.75,2016-11-10
128534,Josh McRoberts,C,MIA,3000,0.0,0.0,2016-11-10
128535,Cristiano Felicio,C,CHI,3000,5.48,0.0,2016-11-10
128536,Tarik Black,C,LAL,3000,12.33,13.0,2016-11-10
128537,Willie Cauley-Stein,C,SAC,3000,12.68,12.5,2016-11-10
128538,Georgios Papagiannis,C,SAC,3000,0.0,0.0,2016-11-10
128539,Ivica Zubac,C,LAL,3000,0.0,0.0,2016-11-10
128540,Rudy Gay,SF,SAC,7300,37.63,30.0,2016-11-10
128541,Danilo Gallinari,SF,DEN,6100,34.14,14.75,2016-11-10
128542,Justise Winslow,SF,MIA,5400,25.4,38.75,2016-11-10
128543,Wilson Chandler,SF,DEN,4900,0.0,0.0,2016-11-10
128544,Matt Barnes,SF,SAC,3900,18.52,22.25,2016-11-10
128545,Solomon Hill,SF,NO,3600,18.46,25.0,2016-11-10
128546,Doug McDermott,SF,CHI,3600,13.74,22.0,2016-11-10
128547,Andre Iguodala,SF,GS,3500,16.9,15.75,2016-11-10
128548,Brandon Ingram,SF,LAL,3300,16.32,13.5,2016-11-10
128549,Steve Novak,SF,MIL,3000,0.0,0.0,2016-11-10
128550,Quincy Pondexter,SF,NO,3000,0.0,0.0,2016-11-10
128551,Paul Zipser,SF,CHI,3000,1.16,0.0,2016-11-10
128552,Metta World Peace,SF,LAL,3000,0.0,0.0,2016-11-10
128553,Jimmy Butler,SG/SF,CHI,7100,40.45,38.0,2016-11-10
128554,Tyreke Evans,SG/SF,NO,6400,0.0,0.0,2016-11-10
128555,Will Barton,SG/SF,DEN,5200,0.0,0.0,2016-11-10
128556,Josh Richardson,SG/SF,MIA,3700,15.26,21.25,2016-11-10
128557,Tony Snell,SG/SF,MIL,3500,17.28,13.5,2016-11-10
128558,Patrick McCaw,SG/SF,GS,3000,9.12,15.75,2016-11-10
128559,Denzel Valentine,SG/SF,CHI,3000,3.18,0.0,2016-11-10
128560,Julius Randle,PF,LAL,6800,31.43,33.5,2016-11-10
128561,Kenneth Faried,PF,DEN,4800,23.11,26.75,2016-11-10
128562,Terrence Jones,PF,NO,4700,20.54,20.75,2016-11-10
128563,Nikola Mirotic,PF,CHI,4500,15.08,18.75,2016-11-10
128564,Luke Babbitt,PF,MIA,3100,15.36,3.5,2016-11-10
128565,Bobby Portis,PF,CHI,3100,11.92,7.25,2016-11-10
128566,Mirza Teletovic,PF,MIL,3000,15.46,9.0,2016-11-10
128567,Cheick Diallo,PF,NO,3000,0.0,0.0,2016-11-10
128568,Thon Maker,PF,MIL,3000,3.44,0.0,2016-11-10
128569,David West,PF,GS,3000,10.71,9.5,2016-11-10
128570,Darrell Arthur,PF,DEN,3000,0.0,0.0,2016-11-10
128571,James Michael McAdoo,PF,GS,3000,1.68,0.0,2016-11-10
128572,Jarnell Stokes,PF,DEN,3000,0.0,9.5,2016-11-10
128573,Kevon Looney,PF,GS,3000,7.89,8.0,2016-11-10
128574,Chris Bosh,PF,MIA,3000,0.0,0.0,2016-11-10
128575,Udonis Haslem,PF,MIA,3000,2.09,0.0,2016-11-10
128576,Derrick Williams,PF,MIA,3000,1.23,0.0,2016-11-10
128577,Omri Casspi,PF,SAC,3000,6.59,0.0,2016-11-10
128578,Thomas Robinson,PF,LAL,3000,1.16,0.0,2016-11-10
128579,Skal Labissiere,PF,SAC,3000,2.99,0.0,2016-11-10
128580,Dwyane Wade,SG,CHI,6500,33.67,28.25,2016-11-10
128581,Klay Thompson,SG,GS,6200,33.94,26.0,2016-11-10
128582,Lou Williams,SG,LAL,5100,30.4,30.0,2016-11-10
128583,Gary Harris,SG,DEN,4600,23.5,17.5,2016-11-10
128584,Nick Young,SG,LAL,4500,24.34,24.75,2016-11-10
128585,Dion Waiters,SG,MIA,4300,19.87,32.0,2016-11-10
128586,E'Twaun Moore,SG,NO,4100,22.26,29.5,2016-11-10
128587,Buddy Hield,SG,NO,3700,16.08,17.0,2016-11-10
128588,Malcolm Brogdon,SG,MIL,3300,17.18,19.25,2016-11-10
128589,Arron Afflalo,SG,SAC,3300,15.4,16.5,2016-11-10
128590,Khris Middleton,SG,MIL,3000,0.0,0.0,2016-11-10
128591,Archie Goodwin,SG,NO,3000,0.0,0.0,2016-11-10
128592,Rashad Vaughn,SG,MIL,3000,9.42,8.5,2016-11-10
128593,Mike Miller,SG,DEN,3000,0.0,13.25,2016-11-10
128594,Wayne Ellington,SG,MIA,3000,0.0,0.0,2016-11-10
128595,Rodney McGruder,SG,MIA,3000,3.62,0.0,2016-11-10
128596,R.J. Hunter,SG,CHI,3000,0.0,0.0,2016-11-10
128597,Ben McLemore,SG,SAC,3000,10.27,0.0,2016-11-10
128598,Malachi Richardson,SG,SAC,3000,0.0,0.0,2016-11-10
128599,Jordan Clarkson,PG/SG,LAL,5000,25.14,19.25,2016-11-10
128600,Tyler Johnson,PG/SG,MIA,4900,27.8,30.5,2016-11-10
128601,Matthew Dellavedova,PG/SG,MIL,4500,22.61,30.25,2016-11-10
128602,Ian Clark,PG/SG,GS,3000,8.95,8.0,2016-11-10
128603,Jamal Murray,PG/SG,DEN,3000,7.26,30.25,2016-11-10
128604,Garrett Temple,PG/SG,SAC,3000,15.57,8.0,2016-11-10
128843,Russell Westbrook,PG,OKC,11300,56.53,63.0,2016-11-11
128844,John Wall,PG,WAS,9000,48.28,38.5,2016-11-11
128845,Chris Paul,PG,LAC,8900,49.0,44.0,2016-11-11
128846,Damian Lillard,PG,POR,8700,46.55,47.75,2016-11-11
128847,Isaiah Thomas,PG,BOS,7900,46.64,41.25,2016-11-11
128848,Kyrie Irving,PG,CLE,7700,40.62,41.5,2016-11-11
128849,Kyle Lowry,PG,TOR,7500,40.9,45.0,2016-11-11
128850,Kemba Walker,PG,CHA,7500,40.65,66.0,2016-11-11
128851,Jeff Teague,PG,IND,6700,37.16,24.75,2016-11-11
128852,Reggie Jackson,PG,DET,6100,0.0,0.0,2016-11-11
128853,Darren Collison,PG,SAC,6000,24.95,30.75,2016-11-11
128854,Derrick Rose,PG,NY,5900,32.05,22.0,2016-11-11
128855,Elfrid Payton,PG,ORL,5400,29.4,9.25,2016-11-11
128856,Sergio Rodriguez,PG,PHI,5100,26.1,21.5,2016-11-11
128857,Ish Smith,PG,DET,4700,27.23,22.5,2016-11-11
128858,Patty Mills,PG,SA,4600,15.54,20.5,2016-11-11
128859,Jerryd Bayless,PG,PHI,4500,0.0,0.0,2016-11-11
128860,Shelvin Mack,PG,UTA,4200,15.31,22.5,2016-11-11
128861,Tomas Satoransky,PG,WAS,3800,14.03,15.0,2016-11-11
128862,Tony Parker,PG,SA,3800,14.36,15.5,2016-11-11
128863,Ramon Sessions,PG,CHA,3700,15.5,7.25,2016-11-11
128864,Brandon Jennings,PG,NY,3500,19.02,15.5,2016-11-11
128865,Cory Joseph,PG,TOR,3500,12.68,22.0,2016-11-11
128866,D.J. Augustin,PG,ORL,3500,13.21,23.5,2016-11-11
128867,Ty Lawson,PG,SAC,3500,14.63,11.25,2016-11-11
128868,Austin Rivers,PG,LAC,3300,15.39,10.25,2016-11-11
128869,Dante Exum,PG,UTA,3100,18.43,10.5,2016-11-11
128870,T.J. McConnell,PG,PHI,3100,14.31,15.0,2016-11-11
128871,Demetrius Jackson,PG,BOS,3000,5.12,0.0,2016-11-11
128872,Terry Rozier,PG,BOS,3000,9.37,22.25,2016-11-11
128873,Semaj Christon,PG,OKC,3000,10.79,15.0,2016-11-11
128874,Cameron Payne,PG,OKC,3000,0.0,0.0,2016-11-11
128875,Mo Williams,PG,CLE,3000,0.0,0.0,2016-11-11
128876,Trey Burke,PG,WAS,3000,7.81,16.0,2016-11-11
128877,Kay Felder,PG,CLE,3000,0.0,4.5,2016-11-11
128878,Brian Roberts,PG,CHA,3000,0.79,0.0,2016-11-11
128879,Fred VanVleet,PG,TOR,3000,0.0,0.0,2016-11-11
128880,Delon Wright,PG,TOR,3000,0.0,0.0,2016-11-11
128881,Aaron Harrison,PG,CHA,3000,0.0,0.0,2016-11-11
128882,C.J. Watson,PG,ORL,3000,4.47,5.5,2016-11-11
128883,Raul Neto,PG,UTA,3000,0.0,0.0,2016-11-11
128884,Aaron Brooks,PG,IND,3000,12.13,4.0,2016-11-11
128885,Shabazz Napier,PG,POR,3000,9.6,0.0,2016-11-11
128886,Tim Quarterman,PG,POR,3000,5.27,0.0,2016-11-11
128887,Beno Udrih,PG,DET,3000,13.85,14.5,2016-11-11
128888,Nicolas Laprovittola,PG,SA,3000,7.06,0.0,2016-11-11
128889,Bryn Forbes,PG,SA,3000,0.0,0.0,2016-11-11
128890,Dejounte Murray,PG,SA,3000,0.0,0.0,2016-11-11
128891,LeBron James,SF/PF,CLE,10200,53.13,55.0,2016-11-11
128892,Markieff Morris,SF/PF,WAS,5700,30.08,31.75,2016-11-11
128893,Tobias Harris,SF/PF,DET,5300,26.37,20.75,2016-11-11
128894,Aaron Gordon,SF/PF,ORL,4900,17.16,27.25,2016-11-11
128895,Dario Saric,SF/PF,PHI,4800,22.98,21.75,2016-11-11
128896,DeMarre Carroll,SF/PF,TOR,3600,18.4,16.5,2016-11-11
128897,Jeff Green,SF/PF,ORL,3500,16.94,11.25,2016-11-11
128898,Jerami Grant,SF/PF,OKC,3300,11.09,9.5,2016-11-11
128899,Lance Thomas,SF/PF,NY,3000,8.87,18.75,2016-11-11
128900,Anthony Tolliver,SF/PF,SAC,3000,7.15,0.0,2016-11-11
128901,DeMarcus Cousins,PF/C,SAC,10000,53.93,54.75,2016-11-11
128902,Kevin Love,PF/C,CLE,7600,37.68,37.5,2016-11-11
128903,Myles Turner,PF/C,IND,6800,33.37,18.25,2016-11-11
128904,LaMarcus Aldridge,PF/C,SA,6800,31.82,31.5,2016-11-11
128905,Jahlil Okafor,PF/C,PHI,5000,0.0,2.75,2016-11-11
128906,Serge Ibaka,PF/C,ORL,4900,23.38,20.25,2016-11-11
128907,Amir Johnson,PF/C,BOS,4300,18.86,8.25,2016-11-11
128908,Spencer Hawes,PF/C,CHA,4100,20.74,8.25,2016-11-11
128909,Marreese Speights,PF/C,LAC,3700,20.03,8.0,2016-11-11
128910,Trey Lyles,PF/C,UTA,3500,15.74,18.0,2016-11-11
128911,Kyle O'Quinn,PF/C,NY,3000,10.3,5.75,2016-11-11
128912,Brandon Bass,PF/C,LAC,3000,8.4,0.0,2016-11-11
128913,Joffrey Lauvergne,PF/C,OKC,3000,10.53,0.0,2016-11-11
128914,Jason Smith,PF/C,WAS,3000,6.99,5.25,2016-11-11
128915,Boris Diaw,PF/C,UTA,3000,0.0,0.0,2016-11-11
128916,Kawhi Leonard,SF,SA,9100,46.56,32.5,2016-11-11
128917,Paul George,SF,IND,8100,43.1,47.25,2016-11-11
128918,Carmelo Anthony,SF,NY,7400,40.74,16.0,2016-11-11
128919,Rudy Gay,SF,SAC,7300,35.25,56.5,2016-11-11
128920,Gordon Hayward,SF,UTA,7200,40.83,48.5,2016-11-11
128921,Otto Porter,SF,WAS,6500,32.82,30.0,2016-11-11
128922,Jae Crowder,SF,BOS,5700,0.0,0.0,2016-11-11
128923,Robert Covington,SF,PHI,5200,26.98,26.5,2016-11-11
128924,Michael Kidd-Gilchrist,SF,CHA,4800,0.0,0.0,2016-11-11
128925,Marcus Morris,SF,DET,4800,25.33,14.0,2016-11-11
128926,Maurice Harkless,SF,POR,4600,23.86,22.5,2016-11-11
128927,Matt Barnes,SF,SAC,4000,18.17,11.0,2016-11-11
128928,Jaylen Brown,SF,BOS,3900,10.8,17.5,2016-11-11
128929,Mindaugas Kuzminskas,SF,NY,3000,8.46,9.5,2016-11-11
128930,Paul Pierce,SF,LAC,3000,0.0,0.0,2016-11-11
128931,Alan Anderson,SF,LAC,3000,5.56,0.0,2016-11-11
128932,Luc Richard Mbah a Moute,SF,LAC,3000,10.42,20.5,2016-11-11
128933,Wesley Johnson,SF,LAC,3000,11.82,13.75,2016-11-11
128934,Kyle Singler,SF,OKC,3000,5.05,0.0,2016-11-11
128935,Josh Huestis,SF,OKC,3000,0.0,0.0,2016-11-11
128936,Richard Jefferson,SF,CLE,3000,7.42,2.75,2016-11-11
128937,Bruno Caboclo,SF,TOR,3000,0.0,0.0,2016-11-11
128938,Joe Ingles,SF,UTA,3000,9.91,4.75,2016-11-11
128939,Damjan Rudez,SF,ORL,3000,2.03,10.0,2016-11-11
128940,Georges Niang,SF,IND,3000,1.61,0.0,2016-11-11
128941,Glenn Robinson III,SF,IND,3000,6.2,0.0,2016-11-11
128942,Ben Simmons,SF,PHI,3000,0.0,0.0,2016-11-11
128943,Pat Connaughton,SF,POR,3000,5.16,0.0,2016-11-11
128944,Michael Gbinije,SF,DET,3000,0.0,0.0,2016-11-11
128945,Stanley Johnson,SF,DET,3000,10.63,8.5,2016-11-11
128946,Blake Griffin,PF,LAC,8500,41.57,39.5,2016-11-11
128947,Kristaps Porzingis,PF,NY,7300,36.29,28.5,2016-11-11
128948,Derrick Favors,PF,UTA,6200,32.13,39.75,2016-11-11
128949,Thaddeus Young,PF,IND,5400,24.85,24.75,2016-11-11
128950,Marvin Williams,PF,CHA,4800,27.06,32.25,2016-11-11
128951,Al-Farouq Aminu,PF,POR,4700,0.0,0.0,2016-11-11
128952,Patrick Patterson,PF,TOR,4400,21.18,20.25,2016-11-11
128953,Jon Leuer,PF,DET,4300,22.94,13.25,2016-11-11
128954,Domantas Sabonis,PF,OKC,4200,20.78,16.75,2016-11-11
128955,Ersan Ilyasova,PF,PHI,4100,18.28,35.75,2016-11-11
128956,Frank Kaminsky,PF,CHA,3900,19.52,17.5,2016-11-11
128957,Richaun Holmes,PF,PHI,3700,19.13,26.5,2016-11-11
128958,David Lee,PF,SA,3600,11.93,8.0,2016-11-11
128959,Kelly Olynyk,PF,BOS,3300,14.79,34.25,2016-11-11
128960,Channing Frye,PF,CLE,3300,17.73,12.0,2016-11-11
128961,Pascal Siakam,PF,TOR,3200,12.19,1.25,2016-11-11
128962,Noah Vonleh,PF,POR,3100,16.19,0.0,2016-11-11
128963,Jonas Jerebko,PF,BOS,3000,11.31,16.75,2016-11-11
128964,Jordan Mickey,PF,BOS,3000,4.67,5.75,2016-11-11
128965,Maurice Ndour,PF,NY,3000,7.13,0.0,2016-11-11
128966,Brice Johnson,PF,LAC,3000,0.0,0.0,2016-11-11
128967,Andrew Nicholson,PF,WAS,3000,7.53,0.0,2016-11-11
128968,Christian Wood,PF,CHA,3000,0.61,0.0,2016-11-11
128969,Arinze Onuaku,PF,ORL,3000,0.3,0.0,2016-11-11
128970,Joel Bolomboy,PF,UTA,3000,0.0,0.0,2016-11-11
128971,Stephen Zimmerman Jr.,PF,ORL,3000,0.0,0.0,2016-11-11
128972,Lavoy Allen,PF,IND,3000,8.26,12.5,2016-11-11
128973,Rakeem Christmas,PF,IND,3000,0.0,0.0,2016-11-11
128974,Omri Casspi,PF,SAC,3000,3.38,6.75,2016-11-11
128975,Meyers Leonard,PF,POR,3000,12.24,20.0,2016-11-11
128976,Jake Layman,PF,POR,3000,8.7,10.5,2016-11-11
128977,Skal Labissiere,PF,SAC,3000,0.0,0.0,2016-11-11
128978,Davis Bertans,PF,SA,3000,3.06,1.25,2016-11-11
128979,Henry Ellenson,PF,DET,3000,0.77,0.0,2016-11-11
128980,DeMar DeRozan,SG,TOR,8200,45.97,45.75,2016-11-11
128981,Avery Bradley,SG,BOS,7000,35.91,39.5,2016-11-11
128982,Rodney Hood,SG,UTA,5800,31.96,22.5,2016-11-11
128983,Bradley Beal,SG,WAS,5500,0.0,0.0,2016-11-11
128984,Monta Ellis,SG,IND,5100,20.46,41.0,2016-11-11
128985,Evan Fournier,SG,ORL,5000,26.89,37.5,2016-11-11
128986,Kentavious Caldwell-Pope,SG,DET,5000,28.08,25.25,2016-11-11
128987,J.R. Smith,SG,CLE,4200,20.72,26.5,2016-11-11
128988,Marcus Thornton,SG,WAS,4200,26.15,6.25,2016-11-11
128989,Danny Green,SG,SA,4000,0.0,0.0,2016-11-11
128990,Courtney Lee,SG,NY,3800,21.18,5.25,2016-11-11
128991,Jamal Crawford,SG,LAC,3800,14.62,26.25,2016-11-11
128992,J.J. Redick,SG,LAC,3800,17.81,24.75,2016-11-11
128993,Marco Belinelli,SG,CHA,3800,16.54,15.0,2016-11-11
