Id,Name,Position,Team,Salary,Projected,Scored,Date
139499,Nicolas Laprovittola,PG,SA,3000,1.63,0.0,2016-11-26
139500,Bryn Forbes,PG,SA,3000,0.0,1.25,2016-11-26
139501,Dejounte Murray,PG,SA,3000,1.14,0.0,2016-11-26
139502,Brian Roberts,PG,CHA,3000,1.03,0.0,2016-11-26
139503,Aaron Harrison,PG,CHA,3000,0.0,0.0,2016-11-26
139504,Wade Baldwin IV,PG,MEM,3000,3.78,0.0,2016-11-26
139505,Kevin Durant,SF/PF,GS,9600,48.85,61.5,2016-11-26
139506,Otto Porter,SF/PF,WAS,5800,28.85,34.5,2016-11-26
139507,Tobias Harris,SF/PF,DET,5700,30.08,33.5,2016-11-26
139508,Markieff Morris,SF/PF,WAS,5000,22.23,17.25,2016-11-26
139509,James Johnson,SF/PF,MIA,4400,24.88,20.5,2016-11-26
139510,Davis Bertans,SF/PF,SA,3200,10.29,4.75,2016-11-26
139511,Jerami Grant,SF/PF,OKC,3100,15.25,14.75,2016-11-26
139512,Lance Thomas,SF/PF,NY,3000,0.0,0.0,2016-11-26
139513,Hassan Whiteside,C,MIA,8600,42.07,37.0,2016-11-26
139514,Karl-Anthony Towns,C,MIN,8400,42.92,42.25,2016-11-26
139515,Andre Drummond,C,DET,7500,40.42,29.0,2016-11-26
139516,Marc Gasol,C,MEM,6900,37.18,43.0,2016-11-26
139517,Marcin Gortat,C,WAS,5500,32.09,25.0,2016-11-26
139518,Pau Gasol,C,SA,5400,30.16,24.5,2016-11-26
139519,Steven Adams,C,OKC,5000,24.36,28.25,2016-11-26
139520,Enes Kanter,C,OKC,4400,22.13,16.75,2016-11-26
139521,Joakim Noah,C,NY,4400,22.17,3.75,2016-11-26
139522,Cody Zeller,C,CHA,4000,22.72,34.0,2016-11-26
139523,Cole Aldrich,C,MIN,3900,8.09,3.75,2016-11-26
139524,Aron Baynes,C,DET,3800,8.81,14.5,2016-11-26
139525,Dewayne Dedmon,C,SA,3600,0.0,0.0,2016-11-26
139526,Willie Reed,C,MIA,3600,0.0,0.0,2016-11-26
139527,Guillermo Hernangomez,C,NY,3500,14.55,20.0,2016-11-26
139528,Zaza Pachulia,C,GS,3200,19.23,19.5,2016-11-26
139529,Anderson Varejao,C,GS,3000,1.73,3.25,2016-11-26
139530,JaVale McGee,C,GS,3000,8.08,16.75,2016-11-26
139531,Nikola Pekovic,C,MIN,3000,0.0,0.0,2016-11-26
139532,Damian Jones,C,GS,3000,0.0,0.0,2016-11-26
139533,Nick Collison,C,OKC,3000,0.0,0.0,2016-11-26
139534,Boban Marjanovic,C,DET,3000,1.5,0.0,2016-11-26
139535,Ian Mahinmi,C,WAS,3000,0.0,5.25,2016-11-26
139536,Daniel Ochefu,C,WAS,3000,0.0,0.0,2016-11-26
139537,Roy Hibbert,C,CHA,3000,9.65,14.75,2016-11-26
139538,Marshall Plumlee,C,NY,3000,0.0,0.0,2016-11-26
139539,Josh McRoberts,C,MIA,3000,11.74,10.0,2016-11-26
139540,Deyonta Davis,C,MEM,3000,5.96,7.25,2016-11-26
139541,Kawhi Leonard,SF,SA,8300,45.43,32.75,2016-11-26
139542,Carmelo Anthony,SF,NY,7300,43.73,31.0,2016-11-26
139543,Andrew Wiggins,SF,MIN,7000,35.02,25.25,2016-11-26
139544,Justise Winslow,SF,MIA,5200,0.0,0.0,2016-11-26
139545,Michael Kidd-Gilchrist,SF,CHA,4900,24.02,21.5,2016-11-26
139546,Marcus Morris,SF,DET,4700,23.66,18.25,2016-11-26
139547,Chandler Parsons,SF,MEM,3700,0.0,0.0,2016-11-26
139548,Andre Iguodala,SF,GS,3500,17.7,8.75,2016-11-26
139549,Kyle Singler,SF,OKC,3000,1.13,0.0,2016-11-26
139550,Josh Huestis,SF,OKC,3000,0.0,0.0,2016-11-26
139551,Michael Gbinije,SF,DET,3000,1.19,0.0,2016-11-26
139552,Treveon Graham,SF,CHA,3000,0.0,0.0,2016-11-26
139553,Mindaugas Kuzminskas,SF,NY,3000,9.52,3.5,2016-11-26
139554,Draymond Green,PF/C,GS,7800,0.0,0.0,2016-11-26
139555,LaMarcus Aldridge,PF/C,SA,6300,34.23,34.75,2016-11-26
139556,Gorgui Dieng,PF/C,MIN,6100,32.7,32.0,2016-11-26
139557,Zach Randolph,PF/C,MEM,5000,0.0,0.0,2016-11-26
139558,Spencer Hawes,PF/C,CHA,4600,16.29,12.25,2016-11-26
139559,Kyle O'Quinn,PF/C,NY,3800,8.88,14.75,2016-11-26
139560,Joffrey Lauvergne,PF/C,OKC,3000,18.12,12.5,2016-11-26
139561,Jason Smith,PF/C,WAS,3000,6.36,7.75,2016-11-26
139562,Kristaps Porzingis,PF,NY,7700,38.57,37.5,2016-11-26
139563,JaMychal Green,PF,MEM,5000,22.33,27.75,2016-11-26
139564,Frank Kaminsky,PF,CHA,4800,29.61,25.25,2016-11-26
139565,Jon Leuer,PF,DET,4500,23.72,11.25,2016-11-26
139566,Marvin Williams,PF,CHA,4300,0.0,0.0,2016-11-26
139567,David Lee,PF,SA,4000,21.43,17.75,2016-11-26
139568,Domantas Sabonis,PF,OKC,3300,14.96,10.75,2016-11-26
139569,David West,PF,GS,3000,15.05,8.5,2016-11-26
139570,Jordan Hill,PF,MIN,3000,0.0,0.0,2016-11-26
139571,Nemanja Bjelica,PF,MIN,3000,13.45,7.25,2016-11-26
139572,Adreian Payne,PF,MIN,3000,4.7,0.0,2016-11-26
139573,James Michael McAdoo,PF,GS,3000,2.59,0.0,2016-11-26
139574,Kevon Looney,PF,GS,3000,18.06,14.75,2016-11-26
139575,Henry Ellenson,PF,DET,3000,0.0,0.0,2016-11-26
139576,Andrew Nicholson,PF,WAS,3000,3.99,2.75,2016-11-26
139577,Christian Wood,PF,CHA,3000,0.0,0.0,2016-11-26
139578,Maurice Ndour,PF,NY,3000,2.56,0.0,2016-11-26
139579,Chris Bosh,PF,MIA,3000,0.0,0.0,2016-11-26
139580,Udonis Haslem,PF,MIA,3000,3.66,1.25,2016-11-26
139581,Brandan Wright,PF,MEM,3000,0.0,0.0,2016-11-26
139582,Luke Babbitt,PF,MIA,3000,7.76,3.5,2016-11-26
139583,Derrick Williams,PF,MIA,3000,10.05,18.0,2016-11-26
139584,Jarell Martin,PF,MEM,3000,7.26,13.5,2016-11-26
139585,Nicolas Batum,SG/SF,CHA,6800,0.0,0.0,2016-11-26
139586,Josh Richardson,SG/SF,MIA,4900,22.36,26.75,2016-11-26
139587,Andre Roberson,SG/SF,OKC,4200,18.42,8.25,2016-11-26
139588,Vince Carter,SG/SF,MEM,4100,18.1,15.75,2016-11-26
139589,James Ennis,SG/SF,MEM,4000,0.0,0.0,2016-11-26
139590,Kelly Oubre Jr.,SG/SF,WAS,3500,6.53,2.25,2016-11-26
139591,Justin Holiday,SG/SF,NY,3300,15.25,18.0,2016-11-26
139592,Brandon Rush,SG/SF,MIN,3000,1.64,1.5,2016-11-26
139593,Shabazz Muhammad,SG/SF,MIN,3000,8.77,6.25,2016-11-26
139594,Patrick McCaw,SG/SF,GS,3000,5.83,6.5,2016-11-26
139595,Stanley Johnson,SG/SF,DET,3000,5.08,2.5,2016-11-26
139596,Kyle Anderson,SG/SF,SA,3000,1.95,4.25,2016-11-26
139597,Jeremy Lamb,SG/SF,CHA,3000,20.64,45.75,2016-11-26
139598,Bradley Beal,SG,WAS,6500,36.2,45.5,2016-11-26
139599,Victor Oladipo,SG,OKC,6400,35.39,32.0,2016-11-26
139600,Klay Thompson,SG,GS,6200,34.03,36.5,2016-11-26
139601,Zach LaVine,SG,MIN,6000,28.48,41.75,2016-11-26
139602,Dion Waiters,SG,MIA,5300,30.16,44.75,2016-11-26
139603,Kentavious Caldwell-Pope,SG,DET,5100,28.03,14.0,2016-11-26
139604,Tony Allen,SG,MEM,4100,15.21,28.0,2016-11-26
139605,Danny Green,SG,SA,4000,23.05,17.75,2016-11-26
139606,Marco Belinelli,SG,CHA,3900,27.12,9.5,2016-11-26
139607,Courtney Lee,SG,NY,3700,19.96,23.0,2016-11-26
139608,Manu Ginobili,SG,SA,3200,0.0,0.0,2016-11-26
139609,Anthony Morrow,SG,OKC,3000,7.47,25.25,2016-11-26
139610,Reggie Bullock,SG,DET,3000,0.0,0.0,2016-11-26
139611,Darrun Hilliard,SG,DET,3000,6.35,3.25,2016-11-26
139612,Alex Abrines,SG,OKC,3000,3.41,0.0,2016-11-26
139613,Marcus Thornton,SG,WAS,3000,15.36,11.5,2016-11-26
139614,Jonathon Simmons,SG,SA,3000,5.34,27.75,2016-11-26
139615,Sheldon McClellan,SG,WAS,3000,0.0,0.0,2016-11-26
139616,Danuel House,SG,WAS,3000,0.0,0.0,2016-11-26
139617,Sasha Vujacic,SG,NY,3000,0.64,1.25,2016-11-26
139618,Ron Baker,SG,NY,3000,0.0,0.0,2016-11-26
139619,Wayne Ellington,SG,MIA,3000,0.0,0.0,2016-11-26
139620,Rodney McGruder,SG,MIA,3000,16.09,21.0,2016-11-26
139621,Troy Daniels,SG,MEM,3000,9.33,0.0,2016-11-26
139622,Troy Williams,SG,MEM,3000,5.5,25.25,2016-11-26
139623,Tyler Johnson,PG/SG,MIA,4800,27.2,20.5,2016-11-26
139624,Ian Clark,PG/SG,GS,3000,0.0,0.0,2016-11-26
139922,LeBron James,SF/PF,CLE,9500,53.04,62.5,2016-11-27
139923,Dario Saric,SF/PF,PHI,4100,17.14,20.5,2016-11-27
139924,Kevin Love,PF/C,CLE,8100,47.21,43.25,2016-11-27
139925,Jahlil Okafor,PF/C,PHI,4700,18.56,25.75,2016-11-27
139926,Nikola Jokic,PF/C,DEN,4600,23.65,34.75,2016-11-27
139927,Kyrie Irving,PG,CLE,7600,36.93,49.0,2016-11-27
139928,Eric Bledsoe,PG,PHO,7100,40.97,60.0,2016-11-27
139929,Emmanuel Mudiay,PG,DEN,5900,30.04,32.5,2016-11-27
139930,Jamal Murray,PG,DEN,4600,27.23,17.0,2016-11-27
139931,Jerryd Bayless,PG,PHI,4200,0.0,0.0,2016-11-27
139932,Sergio Rodriguez,PG,PHI,3600,24.39,29.0,2016-11-27
139933,Mo Williams,PG,CLE,3000,0.0,0.0,2016-11-27
139934,T.J. McConnell,PG,PHI,3000,10.7,13.0,2016-11-27
139935,Kay Felder,PG,CLE,3000,5.28,0.0,2016-11-27
139936,Tyler Ulis,PG,PHO,3000,12.06,0.0,2016-11-27
139937,Malik Beasley,PG,DEN,3000,2.53,4.75,2016-11-27
139938,Wilson Chandler,SF,DEN,6600,35.37,45.0,2016-11-27
139939,Danilo Gallinari,SF,DEN,5700,0.0,0.0,2016-11-27
139940,T.J. Warren,SF,PHO,5500,0.0,0.0,2016-11-27
139941,Robert Covington,SF,PHI,4300,24.4,18.5,2016-11-27
139942,P.J. Tucker,SF,PHO,3500,16.31,36.0,2016-11-27
139943,Richard Jefferson,SF,CLE,3000,9.31,12.5,2016-11-27
139944,Ben Simmons,SF,PHI,3000,0.0,0.0,2016-11-27
139945,Alonzo Gee,SF,DEN,3000,11.95,4.75,2016-11-27
139946,Derrick Jones Jr.,SF,PHO,3000,0.0,0.0,2016-11-27
139947,Joel Embiid,C,PHI,6400,37.8,45.25,2016-11-27
139948,Tristan Thompson,C,CLE,5200,27.9,32.0,2016-11-27
139949,Nerlens Noel,C,PHI,5000,0.0,0.0,2016-11-27
139950,Alex Len,C,PHO,4900,16.3,23.0,2016-11-27
139951,Jusuf Nurkic,C,DEN,4800,25.52,17.5,2016-11-27
139952,Tyson Chandler,C,PHO,4100,20.14,34.25,2016-11-27
139953,Alan Williams,C,PHO,3500,8.46,0.0,2016-11-27
139954,Chris Andersen,C,CLE,3000,9.47,0.0,2016-11-27
139955,Juancho Hernangomez,C,DEN,3000,0.0,0.0,2016-11-27
139956,Devin Booker,SG/SF,PHO,6100,28.36,43.25,2016-11-27
139957,Will Barton,SG/SF,DEN,4500,0.0,0.0,2016-11-27
139958,Hollis Thompson,SG/SF,PHI,3100,15.3,9.0,2016-11-27
139959,Mike Dunleavy,SG/SF,CLE,3000,10.18,3.5,2016-11-27
139960,Kenneth Faried,PF,DEN,5600,27.11,28.25,2016-11-27
139961,Ersan Ilyasova,PF,PHI,4600,26.81,21.5,2016-11-27
139962,Jared Dudley,PF,PHO,3600,0.0,0.0,2016-11-27
139963,Channing Frye,PF,CLE,3400,0.0,0.0,2016-11-27
139964,Richaun Holmes,PF,PHI,3200,17.16,0.0,2016-11-27
139965,Darrell Arthur,PF,DEN,3000,6.77,13.25,2016-11-27
139966,Marquese Chriss,PF,PHO,3000,13.14,3.5,2016-11-27
139967,Dragan Bender,PF,PHO,3000,7.02,0.25,2016-11-27
139968,Brandon Knight,PG/SG,PHO,4600,22.44,12.0,2016-11-27
139969,Jameer Nelson,PG/SG,DEN,4400,24.18,29.0,2016-11-27
139970,Iman Shumpert,PG/SG,CLE,3300,0.0,0.0,2016-11-27
139971,J.R. Smith,SG,CLE,4000,20.2,9.75,2016-11-27
139972,Gary Harris,SG,DEN,4000,0.0,0.0,2016-11-27
139973,Nik Stauskas,SG,PHI,3700,23.32,21.25,2016-11-27
139974,Gerald Henderson,SG,PHI,3500,19.05,29.75,2016-11-27
139975,James Jones,SG,CLE,3000,4.36,9.0,2016-11-27
139976,DeAndre Liggins,SG,CLE,3000,7.84,1.5,2016-11-27
139977,Jordan McRae,SG,CLE,3000,11.0,0.0,2016-11-27
139978,Timothe Luwawu-Cabarrot,SG,PHI,3000,5.04,0.0,2016-11-27
139979,Mike Miller,SG,DEN,3000,0.0,0.0,2016-11-27
139980,Leandro Barbosa,SG,PHO,3000,6.35,1.25,2016-11-27
139981,John Jenkins,SG,PHO,3000,0.41,0.0,2016-11-27
139982,James Harden,PG/SG,HOU,11500,63.13,63.0,2016-11-27
139983,C.J. McCollum,PG/SG,POR,7500,39.77,47.75,2016-11-27
139984,Jordan Clarkson,PG/SG,LAL,5900,26.38,35.0,2016-11-27
139985,Darren Collison,PG/SG,SAC,5300,30.08,25.0,2016-11-27
139986,Sean Kilpatrick,PG/SG,BKN,5000,23.18,36.75,2016-11-27
139987,Matthew Dellavedova,PG/SG,MIL,4100,21.87,23.75,2016-11-27
139988,Rodney Stuckey,PG/SG,IND,3700,16.04,21.25,2016-11-27
139989,Tim Hardaway Jr.,PG/SG,ATL,3400,11.21,10.25,2016-11-27
139990,Garrett Temple,PG/SG,SAC,3000,15.59,15.25,2016-11-27
139991,Anthony Davis,PF/C,NO,11300,61.42,63.25,2016-11-27
139992,DeMarcus Cousins,PF/C,SAC,10100,60.0,66.75,2016-11-27
139993,Myles Turner,PF/C,IND,6500,29.26,40.0,2016-11-27
139994,Serge Ibaka,PF/C,ORL,6200,34.36,32.5,2016-11-27
139995,Marreese Speights,PF/C,LAC,3700,18.2,11.75,2016-11-27
139996,Dwight Powell,PF/C,DAL,3400,14.91,21.25,2016-11-27
139997,Montrezl Harrell,PF/C,HOU,3300,5.32,0.0,2016-11-27
139998,Luis Scola,PF/C,BKN,3000,6.67,10.75,2016-11-27
139999,Brandon Bass,PF/C,LAC,3000,1.38,0.0,2016-11-27
140000,Giannis Antetokounmpo,PG,MIL,9300,55.04,40.75,2016-11-27
140001,Damian Lillard,PG,POR,8900,46.89,40.25,2016-11-27
140002,Chris Paul,PG,LAC,8600,42.8,28.0,2016-11-27
140003,Jeff Teague,PG,IND,6900,38.08,30.5,2016-11-27
140004,Jeremy Lin,PG,BKN,6400,0.0,0.0,2016-11-27
140005,Jrue Holiday,PG,NO,6400,29.58,30.5,2016-11-27
140006,D'Angelo Russell,PG,LAL,6400,0.0,0.0,2016-11-27
140007,Tim Frazier,PG,NO,5600,32.24,17.0,2016-11-27
140008,Dennis Schroder,PG,ATL,5500,29.14,31.0,2016-11-27
140009,Elfrid Payton,PG,ORL,5400,27.54,25.25,2016-11-27
140010,J.J. Barea,PG,DAL,5000,0.0,0.0,2016-11-27
140011,Deron Williams,PG,DAL,4400,22.98,15.0,2016-11-27
140012,Patrick Beverley,PG,HOU,4400,25.89,14.75,2016-11-27
140013,Ty Lawson,PG,SAC,3800,25.03,25.5,2016-11-27
140014,Langston Galloway,PG,NO,3400,20.28,5.5,2016-11-27
140015,Jose Calderon,PG,LAL,3400,23.19,18.25,2016-11-27
140016,D.J. Augustin,PG,ORL,3300,14.72,21.5,2016-11-27
140017,Austin Rivers,PG,LAC,3300,11.69,14.75,2016-11-27
140018,Isaiah Whitehead,PG,BKN,3200,17.56,19.0,2016-11-27
140019,Randy Foye,PG,BKN,3000,9.99,16.0,2016-11-27
140020,Yogi Ferrell,PG,BKN,3000,7.2,9.25,2016-11-27
140021,Jason Terry,PG,MIL,3000,11.09,4.0,2016-11-27
140022,C.J. Watson,PG,ORL,3000,6.1,4.25,2016-11-27
140023,Devin Harris,PG,DAL,3000,0.0,0.0,2016-11-27
140024,Bobby Brown,PG,HOU,3000,0.0,0.0,2016-11-27
140025,Shabazz Napier,PG,POR,3000,3.28,3.25,2016-11-27
140026,Tim Quarterman,PG,POR,3000,4.43,0.0,2016-11-27
140027,Tyler Ennis,PG,HOU,3000,0.0,0.0,2016-11-27
140028,Aaron Brooks,PG,IND,3000,10.65,21.0,2016-11-27
140029,Malcolm Delaney,PG,ATL,3000,13.01,11.0,2016-11-27
140030,Marcelo Huertas,PG,LAL,3000,6.07,1.0,2016-11-27
140031,Blake Griffin,PF,LAC,8400,42.79,30.25,2016-11-27
140032,Paul Millsap,PF,ATL,7300,37.7,19.25,2016-11-27
140033,Julius Randle,PF,LAL,6600,0.0,0.0,2016-11-27
140034,Thaddeus Young,PF,IND,5800,28.11,21.0,2016-11-27
140035,Trevor Booker,PF,BKN,5500,30.42,27.0,2016-11-27
140036,Terrence Jones,PF,NO,5300,26.7,6.5,2016-11-27
140037,Dirk Nowitzki,PF,DAL,5100,0.0,0.0,2016-11-27
140038,Ryan Anderson,PF,HOU,4700,23.97,28.5,2016-11-27
140039,Al-Farouq Aminu,PF,POR,4400,0.0,0.0,2016-11-27
140040,Meyers Leonard,PF,POR,3300,15.88,4.75,2016-11-27
140041,Chris McCullough,PF,BKN,3000,4.68,1.25,2016-11-27
140042,Skal Labissiere,PF,SAC,3000,0.0,0.0,2016-11-27
140043,Arinze Onuaku,PF,ORL,3000,0.0,0.0,2016-11-27
140044,Mirza Teletovic,PF,MIL,3000,9.6,12.25,2016-11-27
140045,Stephen Zimmerman Jr.,PF,ORL,3000,0.0,0.0,2016-11-27
140046,Thon Maker,PF,MIL,3000,1.16,0.0,2016-11-27
140047,Cheick Diallo,PF,NO,3000,0.0,0.0,2016-11-27
140048,Kyle Wiltjer,PF,HOU,3000,0.0,0.0,2016-11-27
140049,Jake Layman,PF,POR,3000,4.36,1.5,2016-11-27
140050,Noah Vonleh,PF,POR,3000,6.59,0.0,2016-11-27
140051,Lavoy Allen,PF,IND,3000,7.02,8.75,2016-11-27
140052,Rakeem Christmas,PF,IND,3000,1.21,0.0,2016-11-27
140053,Georges Niang,PF,IND,3000,2.62,0.0,2016-11-27
140054,Brice Johnson,PF,LAC,3000,0.0,0.0,2016-11-27
140055,Kris Humphries,PF,ATL,3000,4.98,0.0,2016-11-27
140056,Mike Scott,PF,ATL,3000,0.0,0.0,2016-11-27
140057,Thomas Robinson,PF,LAL,3000,5.98,18.5,2016-11-27
140058,Paul George,SF,IND,8000,0.0,0.0,2016-11-27
140059,Maurice Harkless,SF,POR,5100,27.63,28.75,2016-11-27
140060,Glenn Robinson III,SF,IND,5000,24.5,26.0,2016-11-27
140061,Rondae Hollis-Jefferson,SF,BKN,4200,0.0,0.0,2016-11-27
140062,Brandon Ingram,SF,LAL,4100,20.14,17.0,2016-11-27
140063,Thabo Sefolosha,SF,ATL,3800,18.79,9.75,2016-11-27
140064,Solomon Hill,SF,NO,3400,14.85,20.0,2016-11-27
140065,Anthony Tolliver,SF,SAC,3000,1.05,0.0,2016-11-27
140066,Omri Casspi,SF,SAC,3000,10.9,15.25,2016-11-27
140067,Anthony Bennett,SF,BKN,3000,11.03,0.0,2016-11-27
140068,Steve Novak,SF,MIL,3000,0.0,0.0,2016-11-27
140069,Damjan Rudez,SF,ORL,3000,0.99,0.0,2016-11-27
140070,Quincy Pondexter,SF,NO,3000,0.0,0.0,2016-11-27
140071,Anthony Brown,SF,NO,3000,0.0,2.5,2016-11-27
140072,Dorian Finney-Smith,SF,DAL,3000,11.67,12.5,2016-11-27
140073,Corey Brewer,SF,HOU,3000,13.06,6.0,2016-11-27
140074,Pat Connaughton,SF,POR,3000,2.91,0.0,2016-11-27
140075,Sam Dekker,SF,HOU,3000,13.09,9.5,2016-11-27
140076,Paul Pierce,SF,LAC,3000,1.78,0.0,2016-11-27
140077,Luc Richard Mbah a Moute,SF,LAC,3000,11.26,6.0,2016-11-27
140078,Wesley Johnson,SF,LAC,3000,8.64,4.0,2016-11-27
140079,Metta World Peace,SF,LAL,3000,3.51,0.0,2016-11-27
140080,Ryan Kelly,SF,ATL,3000,6.32,4.5,2016-11-27
140081,Taurean Prince,SF,ATL,3000,14.66,1.5,2016-11-27
140082,DeAndre' Bembry,SF,ATL,3000,2.19,3.0,2016-11-27
140083,Dwight Howard,C,ATL,7400,41.81,38.75,2016-11-27
140084,Brook Lopez,C,BKN,6700,40.26,29.25,2016-11-27
140085,DeAndre Jordan,C,LAC,6300,32.99,33.0,2016-11-27
140086,Nikola Vucevic,C,ORL,6100,30.46,45.5,2016-11-27
140087,Clint Capela,C,HOU,6000,33.23,36.25,2016-11-27
140088,Mason Plumlee,C,POR,5600,31.54,32.0,2016-11-27
140089,Andrew Bogut,C,DAL,4100,23.9,29.0,2016-11-27
140090,Justin Hamilton,C,BKN,4000,14.19,25.0,2016-11-27
140091,Bismack Biyombo,C,ORL,4000,21.81,17.5,2016-11-27
140092,Mike Muscala,C,ATL,4000,11.92,21.25,2016-11-27
140093,Greg Monroe,C,MIL,3800,9.62,23.25,2016-11-27
140094,Ed Davis,C,POR,3600,17.32,12.25,2016-11-27
140095,Al Jefferson,C,IND,3600,10.51,29.0,2016-11-27
140096,John Henson,C,MIL,3500,17.8,38.25,2016-11-27
140097,Timofey Mozgov,C,LAL,3300,16.5,14.25,2016-11-27
140098,Salah Mejri,C,DAL,3200,4.56,0.0,2016-11-27
140099,Kosta Koufos,C,SAC,3000,17.33,7.5,2016-11-27
140100,Willie Cauley-Stein,C,SAC,3000,2.8,1.25,2016-11-27
140101,Georgios Papagiannis,C,SAC,3000,0.0,0.0,2016-11-27
140102,Miles Plumlee,C,MIL,3000,8.94,1.5,2016-11-27
140103,Alexis Ajinca,C,NO,3000,0.0,2.5,2016-11-27
140104,Omer Asik,C,NO,3000,12.94,7.0,2016-11-27
140105,A.J. Hammons,C,DAL,3000,1.98,0.0,2016-11-27
140106,Nene Hilario,C,HOU,3000,14.32,16.75,2016-11-27
140107,Festus Ezeli,C,POR,3000,0.0,0.0,2016-11-27
140108,Chinanu Onuaku,C,HOU,3000,0.0,0.0,2016-11-27
140109,Kevin Seraphin,C,IND,3000,0.0,0.0,2016-11-27
140110,Diamond Stone,C,LAC,3000,0.0,0.0,2016-11-27
140111,Tiago Splitter,C,ATL,3000,0.0,0.0,2016-11-27
140112,Tarik Black,C,LAL,3000,15.21,26.0,2016-11-27
140113,Ivica Zubac,C,LAL,3000,0.0,0.0,2016-11-27
140114,Rudy Gay,SF/PF,SAC,6800,33.66,48.5,2016-11-27
140115,Jabari Parker,SF/PF,MIL,6300,35.12,23.25,2016-11-27
140116,Harrison Barnes,SF/PF,DAL,5800,27.16,41.75,2016-11-27
140117,Trevor Ariza,SF/PF,HOU,5700,26.37,31.0,2016-11-27
140118,Aaron Gordon,SF/PF,ORL,4400,15.77,16.5,2016-11-27
140119,Larry Nance Jr.,SF/PF,LAL,4400,21.17,29.0,2016-11-27
140120,Matt Barnes,SF/PF,SAC,4100,19.19,22.5,2016-11-27
140121,Luol Deng,SF/PF,LAL,3800,17.67,12.0,2016-11-27
140122,Michael Beasley,SF/PF,MIL,3300,15.77,21.0,2016-11-27
140123,Jeff Green,SF/PF,ORL,3200,0.0,0.0,2016-11-27
140124,Dante Cunningham,SF/PF,NO,3200,0.0,0.0,2016-11-27
140125,Tyreke Evans,SG/SF,NO,6300,0.0,0.0,2016-11-27
140126,C.J. Miles,SG/SF,IND,5000,0.0,0.0,2016-11-27
140127,Kent Bazemore,SG/SF,ATL,5000,23.43,32.75,2016-11-27
140128,Bojan Bogdanovic,SG/SF,BKN,4400,21.94,17.75,2016-11-27
140129,Evan Turner,SG/SF,POR,4000,22.91,26.0,2016-11-27
140130,Allen Crabbe,SG/SF,POR,3700,11.61,14.25,2016-11-27
140131,Raymond Felton,SG/SF,LAC,3600,9.89,3.25,2016-11-27
140132,Tony Snell,SG/SF,MIL,3500,18.45,19.0,2016-11-27
140133,Joe Harris,SG/SF,BKN,3300,12.88,10.5,2016-11-27
140134,Justin Anderson,SG/SF,DAL,3300,14.52,27.0,2016-11-27
140135,Mario Hezonja,SG/SF,ORL,3000,1.62,0.0,2016-11-27
140136,Lou Williams,SG,LAL,5400,24.71,31.0,2016-11-27
140137,Evan Fournier,SG,ORL,5200,29.28,50.0,2016-11-27
140138,Seth Curry,SG,DAL,5200,18.28,18.25,2016-11-27
140139,Monta Ellis,SG,IND,5000,21.71,19.5,2016-11-27
140140,J.J. Redick,SG,LAC,4900,22.79,8.0,2016-11-27
140141,Eric Gordon,SG,HOU,4800,22.28,42.75,2016-11-27
140142,Nick Young,SG,LAL,4500,16.82,22.25,2016-11-27
140143,Wesley Matthews,SG,DAL,4300,24.69,31.75,2016-11-27
140144,E'Twaun Moore,SG,NO,4100,20.75,11.75,2016-11-27
140145,Jamal Crawford,SG,LAC,3900,19.13,15.5,2016-11-27
140146,Kyle Korver,SG,ATL,3800,20.17,18.0,2016-11-27
140147,Jonathan Gibson,SG,DAL,3500,16.76,-0.5,2016-11-27
140148,Arron Afflalo,SG,SAC,3100,11.41,9.0,2016-11-27
140149,Buddy Hield,SG,NO,3100,3.72,12.0,2016-11-27
140150,Ben McLemore,SG,SAC,3000,3.43,7.25,2016-11-27
140151,Caris LeVert,SG,BKN,3000,0.0,0.0,2016-11-27
140152,Malachi Richardson,SG,SAC,3000,0.0,0.0,2016-11-27
140153,Jodie Meeks,SG,ORL,3000,0.0,0.0,2016-11-27
140154,C.J. Wilcox,SG,ORL,3000,0.0,0.0,2016-11-27
140155,Khris Middleton,SG,MIL,3000,0.0,0.0,2016-11-27
140156,Malcolm Brogdon,SG,MIL,3000,10.19,21.75,2016-11-27
140157,Rashad Vaughn,SG,MIL,3000,2.59,0.0,2016-11-27
140158,Nicolas Brussino,SG,DAL,3000,8.87,0.0,2016-11-27
140159,K.J. McDaniels,SG,HOU,3000,0.0,0.0,2016-11-27
140160,Alan Anderson,SG,LAC,3000,0.0,0.0,2016-11-27
140161,Joe Young,SG,IND,3000,5.48,-0.5,2016-11-27
140642,Russell Westbrook,PG,OKC,12500,66.44,76.5,2016-11-28
140643,Stephen Curry,PG,GS,9300,49.69,37.75,2016-11-28
140644,John Wall,PG,WAS,8700,50.43,50.0,2016-11-28
140645,Kyle Lowry,PG,TOR,8100,41.7,44.5,2016-11-28
140646,Kemba Walker,PG,CHA,7900,43.64,29.25,2016-11-28
140647,Isaiah Thomas,PG,BOS,7600,37.39,44.5,2016-11-28
140648,Mike Conley,PG,MEM,6500,41.34,27.75,2016-11-28
140649,Goran Dragic,PG,MIA,6000,29.85,58.0,2016-11-28
140650,Derrick Rose,PG,NY,6000,32.66,44.25,2016-11-28
140651,Dennis Schroder,PG,ATL,5500,30.03,38.25,2016-11-28
140652,Ricky Rubio,PG,MIN,5300,28.17,22.0,2016-11-28
140653,Jerryd Bayless,PG,PHI,4200,0.0,0.0,2016-11-28
